"编号","名称","随机名称库","前缀1","前缀2","area1colour","area2colour","大小比例","npctype","小地图显示","npccolour","share","modelID","可否被多人战斗","杂学id","map","编辑器X坐标（策划用）","编辑器Y坐标（策划用）","xPos","yPox","朝向","状态","所在地图层","小地图查询拼音","小地图查询","脚下称谓","头顶特效","脚下称谓策划看","chitchat1","chitchat2","chitchat3","chitchat4","chitchat5","leave","hideable","声音1","声音2","声音3","声音4","是否显示在周围列表","战斗ID","小地图npc颜色"
"170079","吞噬的阿姆特","","","","0","0","1","7","","ff00ff0d","0","1010126","0","-1","0","","","0","0","","","0","","","古神爪牙","","古神爪牙9","2192","","","","","告辞","0","","","","","0","2362","ff003303"
"170080","瘟疫的鲍特","","","","0","0","1","7","","ff00ff0d","0","1010127","0","-1","0","","","0","0","","","0","","","古神爪牙","","古神爪牙10","2192","","","","","告辞","0","","","","","0","2363","ff003303"
"170081","劫难的波库鲁格","","","","0","0","1","7","","ff00ff0d","0","1010129","0","-1","0","","","0","0","","","0","","","古神爪牙","","古神爪牙11","2192","","","","","告辞","0","","","","","0","2364","ff003303"
"170082","毁灭的塞艾格","","","","0","0","1","7","","ff00ff0d","0","1010130","0","-1","0","","","0","0","","","0","","","古神爪牙","","古神爪牙12","2192","","","","","告辞","0","","","","","0","2365","ff003303"
"170083","篡夺的加塔诺亚","","","","0","0","1","7","","ff00ff0d","0","1010131","0","-1","0","","","0","0","","","0","","","古神爪牙","","古神爪牙13","2192","","","","","告辞","0","","","","","0","2366","ff003303"
"170084","死梦的格拉基","","","","0","0","1","7","","ff00ff0d","0","1010132","0","-1","0","","","0","0","","","0","","","古神爪牙","","古神爪牙14","2192","","","","","告辞","0","","","","","0","2367","ff003303"
"170085","永恒的玛纳加拉","","","","0","0","1","7","","ff00ff0d","0","1010133","0","-1","0","","","0","0","","","0","","","古神爪牙","","古神爪牙15","2192","","","","","告辞","0","","","","","0","2368","ff003303"
"170086","食尸的迪基安","","","","0","0","1","7","","ff00ff0d","0","1010134","0","-1","0","","","0","0","","","0","","","古神爪牙","","古神爪牙16","2192","","","","","告辞","0","","","","","0","2369","ff003303"
"170087","踏尘的乌陶斯","","","","0","0","1","7","","ff00ff0d","0","1010136","0","-1","0","","","0","0","","","0","","","古神爪牙","","古神爪牙17","2192","","","","","告辞","0","","","","","0","2370","ff003303"
"170088","苏生的夏塔克","","","","0","0","1","7","","ff00ff0d","0","1010137","0","-1","0","","","0","0","","","0","","","古神爪牙","","古神爪牙18","2192","","","","","告辞","0","","","","","0","2371","ff003303"
"170089","暗行的萨曼努斯","","","","0","0","1","7","","ff00ff0d","0","1010138","0","-1","0","","","0","0","","","0","","","古神爪牙","","古神爪牙19","2192","","","","","告辞","0","","","","","0","2372","ff003303"
"170090","冥府的梅尔","","","","0","0","1","7","","ff00ff0d","0","1010139","0","-1","0","","","0","0","","","0","","","古神爪牙","","古神爪牙20","2192","","","","","告辞","0","","","","","0","2373","ff003303"
"170091","蛇首的伊格","","","","0","0","1","7","","ff00ff0d","0","1010140","0","-1","0","","","0","0","","","0","","","古神爪牙","","古神爪牙21","2192","","","","","告辞","0","","","","","0","2374","ff003303"
"170092","原初之阿萨托斯","","","","0","0","1","7","","ff00ff0d","0","1010141","0","-1","0","","","0","0","","","0","","","古神","","古神1","2193","","","","","告辞","0","","","","","0","2375","ff003303"
"170093","归一之索托斯","","","","0","0","1","7","","ff00ff0d","0","1010145","0","-1","0","","","0","0","","","0","","","古神","","古神2","2193","","","","","告辞","0","","","","","0","2376","ff003303"
"170094","至高之萨布","","","","0","0","1","7","","ff00ff0d","0","1010148","0","-1","0","","","0","0","","","0","","","古神","","古神3","2193","","","","","告辞","0","","","","","0","2377","ff003303"
"170095","无貌之奈亚拉托","","","","0","0","1","7","","ff00ff0d","0","1010149","0","-1","0","","","0","0","","","0","","","古神","","古神4","2193","","","","","告辞","0","","","","","0","2378","ff003303"
"170096","不洁之阿布霍斯","","","","0","0","1","7","","ff00ff0d","0","1010152","0","-1","0","","","0","0","","","0","","","古神","","古神5","2193","","","","","告辞","0","","","","","0","2379","ff003303"
"170097","审判之格赫罗斯","","","","0","0","1","7","","ff00ff0d","0","1010153","0","-1","0","","","0","0","","","0","","","古神","","古神6","2193","","","","","告辞","0","","","","","0","2380","ff003303"
"170100","吸血鲁斯","","","","0","0","1","7","","ff00ff0d","0","1010125","0","-1","0","","","0","0","","","0","","","巨龙护卫","","燃烧军团爪牙","2141","","","","","告辞","0","","","","","0","2330","ff003303"
"170101","好卡骨龙","","","","0","0","1","7","","ff00ff0d","0","1010143","0","-1","0","","","0","0","","","0","","","巨龙护卫","","燃烧军团爪牙","2141","","","","","告辞","0","","","","","0","2331","ff003303"
"170102","萨拉克拉","","","","0","0","1","7","","ff00ff0d","0","1010141","0","-1","0","","","0","0","","","0","","","巨龙护卫","","燃烧军团爪牙","2141","","","","","告辞","0","","","","","0","2332","ff003303"
"170103","备用","","","","0","0","1","7","","ff00ff0d","0","1010106","0","-1","0","","","0","0","","","0","","","","","燃烧军团喽啰4","","","","","","告辞","0","","","","","0","2333","ff003303"
"170104","备用","","","","0","0","1","7","","ff00ff0d","0","1010103","0","-1","0","","","0","0","","","0","","","","","燃烧军团喽啰5","","","","","","告辞","0","","","","","0","2334","ff003303"
"170105","备用","","","","0","0","1","7","","ff00ff0d","0","1010103","0","-1","0","","","0","0","","","0","","","","","燃烧军团喽啰6","","","","","","告辞","0","","","","","0","2335","ff003303"
"170106","备用","","","","0","0","1","7","","ff00ff0d","0","1010104","0","-1","0","","","0","0","","","0","","","","","燃烧军团喽啰7","","","","","","告辞","0","","","","","0","2336","ff003303"
"170107","备用","","","","0","0","1","7","","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","","","燃烧军团喽啰8","","","","","","告辞","0","","","","","0","2337","ff003303"
"170108","备用","","","","0","0","1","7","","ff00ff0d","0","1010101","0","-1","0","","","0","0","","","0","","","","","燃烧军团喽啰9","","","","","","告辞","0","","","","","0","2338","ff003303"
"170109","备用","","","","0","0","1","7","","ff00ff0d","0","1010106","0","-1","0","","","0","0","","","0","","","","","燃烧军团喽啰10","","","","","","告辞","0","","","","","0","2339","ff003303"
"170110","备用","","","","0","0","1","7","","ff00ff0d","0","1010106","0","-1","0","","","0","0","","","0","","","","","军团首领","","","","","","告辞","0","43_b1.ogg","43_b2.ogg","","","0","2339","ff003303"
"170111","大萌萌血老厚了","","","","0","0","1","7","","ff00ff0d","0","1010106","0","-1","0","","","0","0","","","0","","","","","大萌萌技能测试怪","","","","","","告辞","0","14_c1.ogg","","","","0","2320","ff003303"
"170201","兄弟会爱德华","2","3","","0","0","1","7","","ff00ff0d","0","1010118","0","-1","0","","","0","0","","","0","","","盗匪头目","","藏宝图贼王","","","","","","告辞","1","","","","","0","2353","ff003303"
"170210","小软宝宝","","","","0","0","1","7","","ff00ff0d","0","1010112","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2381","ff003303"
"170211","捕猎者宝宝","","","","0","0","1","7","","ff00ff0d","0","1010113","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2382","ff003303"
"170212","羽蛇宝宝","","","","0","0","1","7","","ff00ff0d","0","1010114","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2383","ff003303"
"170213","囧龟宝宝","","","","0","0","1","7","","ff00ff0d","0","1010115","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2384","ff003303"
"170214","食人工头宝宝","","","","0","0","1","7","","ff00ff0d","0","1010116","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2385","ff003303"
"170215","地精工匠宝宝","","","","0","0","1","7","","ff00ff0d","0","1010117","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2386","ff003303"
"170216","剪刀手宝宝","","","","0","0","1","7","","ff00ff0d","0","1010118","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2387","ff003303"
"170217","鱼人宝宝","","","","0","0","1","7","","ff00ff0d","0","1010119","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2388","ff003303"
"170218","野鬼宝宝","","","","0","0","1","7","","ff00ff0d","0","1010120","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2389","ff003303"
"170219","狼人宝宝","","","","0","0","1","7","","ff00ff0d","0","1010121","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2390","ff003303"
"170220","死灵哨兵宝宝","","","","0","0","1","7","","ff00ff0d","0","1010122","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2391","ff003303"
"170221","血月教徒宝宝","","","","0","0","1","7","","ff00ff0d","0","1010123","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2392","ff003303"
"170222","野猪宝宝","","","","0","0","1","7","","ff00ff0d","0","1010124","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2393","ff003303"
"170223","吸血蝙蝠宝宝","","","","0","0","1","7","","ff00ff0d","0","1010125","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2394","ff003303"
"170224","野猪人宝宝","","","","0","0","1","7","","ff00ff0d","0","1010126","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2395","ff003303"
"170225","巫妖宝宝","","","","0","0","1","7","","ff00ff0d","0","1010127","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2396","ff003303"
"170226","血色猎犬宝宝","","","","0","0","1","7","","ff00ff0d","0","1010128","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2397","ff003303"
"170227","幽灵宝宝","","","","0","0","1","7","","ff00ff0d","0","1010129","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2398","ff003303"
"170228","血色士兵宝宝","","","","0","0","1","7","","ff00ff0d","0","1010130","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2399","ff003303"
"170229","血色骑士宝宝","","","","0","0","1","7","","ff00ff0d","0","1010131","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2400","ff003303"
"170230","血色牧师宝宝","","","","0","0","1","7","","ff00ff0d","0","1010132","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2401","ff003303"
"170231","土元素宝宝","","","","0","0","1","7","","ff00ff0d","0","1010133","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2402","ff003303"
"170232","半人马宝宝","","","","0","0","1","7","","ff00ff0d","0","1010134","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2403","ff003303"
"170233","鞭笞者宝宝","","","","0","0","1","7","","ff00ff0d","0","1010135","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2404","ff003303"
"170234","腐女宝宝","","","","0","0","1","7","","ff00ff0d","0","1010136","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2405","ff003303"
"170235","摧毁者宝宝","","","","0","0","1","7","","ff00ff0d","0","1010137","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2406","ff003303"
"170236","虚空恐魔宝宝","","","","0","0","1","7","","ff00ff0d","0","1010138","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2407","ff003303"
"170237","食人魔宝宝","","","","0","0","1","7","","ff00ff0d","0","1010139","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2408","ff003303"
"170238","变形者宝宝","","","","0","0","1","7","","ff00ff0d","0","1010140","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2409","ff003303"
"170239","绿飞龙宝宝","","","","0","0","1","7","","ff00ff0d","0","1010141","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2410","ff003303"
"170240","预言者宝宝","","","","0","0","1","7","","ff00ff0d","0","1010142","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2411","ff003303"
"170241","骨飞龙宝宝","","","","0","0","1","7","","ff00ff0d","0","1010143","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2412","ff003303"
"170242","绿龙宝宝","","","","0","0","1","7","","ff00ff0d","0","1010144","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2413","ff003303"
"170243","炎魔使者宝宝","","","","0","0","1","7","","ff00ff0d","0","1010145","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2414","ff003303"
"170244","黑铁矮人宝宝","","","","0","0","1","7","","ff00ff0d","0","1010146","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2415","ff003303"
"170245","铁炉牧师宝宝","","","","0","0","1","7","","ff00ff0d","0","1010147","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2416","ff003303"
"170246","矮人军官宝宝","","","","0","0","1","7","","ff00ff0d","0","1010148","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2417","ff003303"
"170247","死亡骑士宝宝","","","","0","0","1","7","","ff00ff0d","0","1010149","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2418","ff003303"
"170248","食尸鬼宝宝","","","","0","0","1","7","","ff00ff0d","0","1010150","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2419","ff003303"
"170249","女妖宝宝","","","","0","0","1","7","","ff00ff0d","0","1010151","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2420","ff003303"
"170250","恐惧恶魔宝宝","","","","0","0","1","7","","ff00ff0d","0","1010152","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2421","ff003303"
"170251","变异小软","","","","1","0","1","7","","ff00ff0d","0","1010112","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2422","ff003303"
"170252","变异捕猎者","","","","1","0","1","7","","ff00ff0d","0","1010113","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2423","ff003303"
"170253","变异羽蛇","","","","1","0","1","7","","ff00ff0d","0","1010114","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2424","ff003303"
"170254","变异囧龟","","","","1","0","1","7","","ff00ff0d","0","1010115","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2425","ff003303"
"170255","变异食人工头","","","","1","0","1","7","","ff00ff0d","0","1010116","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2426","ff003303"
"170256","变异地精工匠","","","","1","0","1","7","","ff00ff0d","0","1010117","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2427","ff003303"
"170257","变异剪刀手","","","","1","0","1","7","","ff00ff0d","0","1010118","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2428","ff003303"
"170258","变异鱼人","","","","1","0","1","7","","ff00ff0d","0","1010119","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2429","ff003303"
"170259","变异野鬼","","","","1","0","1","7","","ff00ff0d","0","1010120","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2430","ff003303"
"170260","变异狼人","","","","1","0","1","7","","ff00ff0d","0","1010121","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2431","ff003303"
"170261","变异死灵哨兵","","","","1","0","1","7","","ff00ff0d","0","1010122","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2432","ff003303"
"170262","变异血月教徒","","","","1","0","1","7","","ff00ff0d","0","1010123","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2433","ff003303"
"170263","变异野猪","","","","1","0","1","7","","ff00ff0d","0","1010124","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2434","ff003303"
"170264","变异吸血蝙蝠","","","","1","0","1","7","","ff00ff0d","0","1010125","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2435","ff003303"
"170265","变异野猪人","","","","1","0","1","7","","ff00ff0d","0","1010126","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2436","ff003303"
"170266","变异巫妖","","","","1","0","1","7","","ff00ff0d","0","1010127","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2437","ff003303"
"170267","变异血色猎犬","","","","1","0","1","7","","ff00ff0d","0","1010128","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2438","ff003303"
"170268","变异幽灵","","","","1","0","1","7","","ff00ff0d","0","1010129","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2439","ff003303"
"170269","变异血色士兵","","","","1","0","1","7","","ff00ff0d","0","1010130","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2440","ff003303"
"170270","变异血色骑士","","","","1","0","1","7","","ff00ff0d","0","1010131","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2441","ff003303"
"170271","变异血色牧师","","","","1","0","1","7","","ff00ff0d","0","1010132","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2442","ff003303"
"170272","变异土元素","","","","1","0","1","7","","ff00ff0d","0","1010133","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2443","ff003303"
"170273","变异半人马","","","","1","0","1","7","","ff00ff0d","0","1010134","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2444","ff003303"
"170274","变异鞭笞者","","","","1","0","1","7","","ff00ff0d","0","1010135","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2445","ff003303"
"170275","变异腐女","","","","1","0","1","7","","ff00ff0d","0","1010136","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2446","ff003303"
"170276","变异摧毁者","","","","1","0","1","7","","ff00ff0d","0","1010137","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2447","ff003303"
"170277","变异虚空恐魔","","","","1","0","1","7","","ff00ff0d","0","1010138","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2448","ff003303"
"170278","变异食人魔","","","","1","0","1","7","","ff00ff0d","0","1010139","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2449","ff003303"
"170279","变异变形者","","","","1","0","1","7","","ff00ff0d","0","1010140","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2450","ff003303"
"170280","变异绿飞龙","","","","1","0","1","7","","ff00ff0d","0","1010141","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2451","ff003303"
"170281","变异预言者","","","","1","0","1","7","","ff00ff0d","0","1010142","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2452","ff003303"
"170282","变异骨飞龙","","","","1","0","1","7","","ff00ff0d","0","1010143","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2453","ff003303"
"170283","变异绿龙","","","","1","0","1","7","","ff00ff0d","0","1010144","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2454","ff003303"
"170284","变异炎魔使者","","","","1","0","1","7","","ff00ff0d","0","1010145","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2455","ff003303"
"170285","变异黑铁矮人","","","","1","0","1","7","","ff00ff0d","0","1010146","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2456","ff003303"
"170286","变异铁炉牧师","","","","1","0","1","7","","ff00ff0d","0","1010147","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2457","ff003303"
"170287","变异矮人军官","","","","1","0","1","7","","ff00ff0d","0","1010148","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2458","ff003303"
"170288","变异死亡骑士","","","","1","0","1","7","","ff00ff0d","0","1010149","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2459","ff003303"
"170289","变异食尸鬼","","","","1","0","1","7","","ff00ff0d","0","1010150","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2460","ff003303"
"170290","变异女妖","","","","1","0","1","7","","ff00ff0d","0","1010151","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2461","ff003303"
"170291","变异恐惧恶魔","","","","1","0","1","7","","ff00ff0d","0","1010152","0","-1","0","","","0","0","","","0","","","幼儿园宝宝","","幼儿园宝宝","2194","","","","","告辞","0","","","","","0","2462","ff003303"
"180001","溶洞","","","","0","0","1","28","","ff00ff0d","0","1030014","0","-1","0","","","0","0","","","0","","","日常副本","","日常副本BOSS1","2361","","","","","告辞","0","","","","","0","2567","ff003303"
"180002","废矿","","","","0","0","1","28","","ff00ff0d","0","1030014","0","-1","1610","1744","688","109","43","3","","0","","","日常副本","","日常副本BOSS2","2361","","","","","告辞","0","","","","","0","2568","ff003303"
"180003","银堡","","","","0","0","0.9","28","","ff00ff0d","0","1030014","0","-1","1609","1616","352","101","22","3","","0","","","日常副本","","日常副本BOSS3","2361","","","","","告辞","0","","","","","0","2569","ff003303"
"180004","荒泽","","","","0","0","1","28","","ff00ff0d","0","1030014","0","-1","1611","608","400","38","25","3","","0","","","日常副本","","日常副本BOSS4","2361","","","","","告辞","0","","","","","0","2570","ff003303"
"180005","教堂","","","","0","0","1","28","","ff00ff0d","0","1030014","0","-1","1605","1056","1088","66","68","3","","0","","","日常副本","","日常副本BOSS5","2361","","","","","告辞","0","","","","","0","2571","ff003303"
"180006","埋骨圣地","","","","0","0","1","28","","ff00ff0d","0","1030014","0","-1","1607","1296","640","81","40","3","","0","","","日常副本","","日常副本BOSS6","2361","","","","","告辞","0","","","","","0","2572","ff003303"
"180007","遗迹","","","","0","0","1","28","","ff00ff0d","0","1030014","0","-1","1606","1040","880","65","55","3","","0","","","日常副本","","日常副本BOSS7","2361","","","","","告辞","0","","","","","0","2573","ff003303"
"180008","祭坛","","","","0","0","1","28","","ff00ff0d","0","1030014","0","-1","1608","1872","1120","117","70","3","","0","","","日常副本","","日常副本BOSS8","2361","","","","","告辞","0","","","","","0","2574","ff003303"
"180009","深渊","","","","0","0","1","28","","ff00ff0d","0","1030014","0","-1","1612","1744","688","109","43","3","","0","","","日常副本","","日常副本BOSS9","2361","","","","","告辞","0","","","","","0","2575","ff003303"
"180010","雾都","","","","0","0","1","28","","ff00ff0d","0","1030014","0","-1","1614","2624","1920","164","120","3","","0","","","日常副本","","日常副本BOSS10","2361","","","","","告辞","0","","","","","0","2576","ff003303"
"180011","会长","","","","0","0","1.35","28","","ff00ff0d","0","1020116","0","-1","0","","","0","0","","","0","","","迪奥布斯","","日常副本BOSS10","2361","","","","","告辞","1","","","","","0","2577","ff003303"
"180102","巨魔之都2","","","","0","0","1","17","","ff00ff0d","0","1010134","0","-1","0","","","0","0","","","0","","","","","哀嚎洞穴002","2200","","","","","告辞","1","","","","","0","","ff003303"
"180103","巨魔之都3","","","","0","0","1","17","","ff00ff0d","0","1010115","0","-1","1801","","","0","0","","","0","","","","","哀嚎洞穴003","2201","","","","","告辞","1","","","","","0","","ff003303"
"180104","巨魔之都4","","","","0","0","1","17","","ff00ff0d","0","1010140","0","-1","1801","","","0","0","","","0","","","","","哀嚎洞穴004","2202","","","","","告辞","1","","","","","0","","ff003303"
"180105","巨魔之都5","","","","0","0","1","17","","ff00ff0d","0","1000106","0","-1","1801","","","0","0","","","0","","","","","哀嚎洞穴005","2203","","","","","告辞","1","","","","","0","","ff003303"
"180111","诅咒之塔1","","","","0","0","1","17","","ff00ff0d","0","1010120","0","-1","1801","","","0","0","","","0","","","","","哀嚎洞穴008","2141","","","","","告辞","1","","","","","0","","ff003303"
"180112","诅咒之塔2","","","","0","0","1","17","","ff00ff0d","0","1010121","0","-1","1801","","","0","0","","","0","","","","","哀嚎洞穴009","2141","","","","","告辞","1","","","","","0","","ff003303"
