"id","活动类型","备注","任务类型","类型下组id","后置任务","接任务npcid","任务栏任务名称","任务名称","任务目的","任务描述","追踪显示任务名","追踪描述","寻路跳转","是否自动完成","提交任务NPC","是否可任性","任务栏任务名称（交）","任务名称（交）","任务目的（交）","任务描述（交）","追踪显示任务名（交）","追踪描述（交）","接任务对话","目标NPC对话","交任务对话","任务完成后提示","奖励","匹配奖励方式","分级奖励","任务难度"
"1080002","1080000","收集40环装商店药品","4","1","","161402","暗夜马戏团","马戏团-寻物($Number$/$Number1$)","<T t=""去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T>","<T t=""去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""用来补充马戏团的日常消耗"" c=""ff5f3e22""></T>","马戏团-寻物($Number$/$Number1$)","<T t=""去找个"" c=""fffff2df""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""fffff2df""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""用来补充马戏团的日常消耗"" c=""fffff2df""></T>","1","0","11@161402,12@161402,13@161402,14@161402,15@161402,16@161402,18@161402,17@161402,19@161402","0","暗夜马戏团-寻物($Number$/$Number1$)","暗夜马戏团-寻物($Number$/$Number1$)","<T t=""去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T>","<T t=""职业导师让你去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""用来补充联盟的日常消耗"" c=""ff5f3e22""></T>","暗夜马戏团-寻物($Number$/$Number1$)","<T t=""职业导师让你去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T>","7","","8","150548","","","","1"
"1080003","1080000","收集50-60环装","4","5","","161402","暗夜马戏团","马戏团-寻物($Number$/$Number1$)","<T t=""去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T>","<T t=""去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""用来补充马戏团的日常消耗"" c=""ff5f3e22""></T>","马戏团-寻物($Number$/$Number1$)","<T t=""去找个"" c=""fffff2df""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""fffff2df""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""用来补充马戏团的日常消耗"" c=""fffff2df""></T>","1","0","11@161402,12@161402,13@161402,14@161402,15@161402,16@161402,18@161402,17@161402,19@161402","0","暗夜马戏团-寻物($Number$/$Number1$)","暗夜马戏团-寻物($Number$/$Number1$)","<T t=""去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T>","<T t=""职业导师让你去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""精品装备你值得拥有"" c=""ff5f3e22""></T>","暗夜马戏团-寻物($Number$/$Number1$)","<T t=""职业导师让你去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T>","7","","8","150548","","","","1"
"1080004","1080000","收集品质药品","4","3","","161402","暗夜马戏团","马戏团-寻物($Number$/$Number1$)","<T t=""去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T>","<T t=""去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""上交高于$Number4$品质，可以获得额外奖励"" c=""ff00ff00""></T><T t=""这么好的东西或许可以考虑自己留着"" c=""ff5f3e22""></T>","马戏团-寻物($Number$/$Number1$)","<T t=""去找个"" c=""fffff2df""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""fffff2df""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""上交高于$Number4$品质，可以获得额外奖励"" c=""ff00ff00""></T><T t=""这么好的东西或许可以考虑自己留着"" c=""fffff2df""></T>","1","0","11@161402,12@161402,13@161402,14@161402,15@161402,16@161402,18@161402,17@161402,19@161402","0","暗夜马戏团-寻物($Number$/$Number1$)","暗夜马戏团-寻物($Number$/$Number1$)","<T t=""去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T>","<T t=""职业导师让你去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""上交高于$Number4$品质，可以获得额外奖励"" c=""ff00ff00""></T><T t=""这么好的东西或许可以考虑自己留着"" c=""ff5f3e22""></T>","暗夜马戏团-寻物($Number$/$Number1$)","<T t=""职业导师让你去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""上交高于$Number4$品质，可以获得额外奖励"" c=""ff00ff00""></T>","7","","8","150548","","","","1"
"1080005","1080000","收集品质烹饪","4","4","","161402","暗夜马戏团","马戏团-寻物($Number$/$Number1$)","<T t=""去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T>","<T t=""去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""上交高于$Number4$品质，可以获得额外奖励"" c=""ff00ff00""></T><T t=""看起来很好吃，不如尝尝看"" c=""ff5f3e22""></T>","马戏团-寻物($Number$/$Number1$)","<T t=""去找个"" c=""fffff2df""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""fffff2df""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""上交高于$Number4$品质，可以获得额外奖励"" c=""ff00ff00""></T><T t=""看起来很好吃，不如尝尝看"" c=""fffff2df""></T>","1","0","11@161402,12@161402,13@161402,14@161402,15@161402,16@161402,18@161402,17@161402,19@161402","0","暗夜马戏团-寻物($Number$/$Number1$)","暗夜马戏团-寻物($Number$/$Number1$)","<T t=""去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T>","<T t=""职业导师让你去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""上交高于$Number4$品质，可以获得额外奖励"" c=""ff00ff00""></T><T t=""看起来很好吃，不如尝尝看"" c=""ff5f3e22""></T>","暗夜马戏团-寻物($Number$/$Number1$)","<T t=""职业导师让你去找个"" c=""ff5f3e22""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""上交高于$Number4$品质，可以获得额外奖励"" c=""ff00ff00""></T>","7","","8","150548","","","","1"
"1080006","1080000",,"5","1","","161402","暗夜马戏团","马戏团-寻宠($Number$/$Number1$)","<T t=""去购买或去挂机场景捉"" c=""ff5f3e22""></T><T t=""$PetName$"" c=""ff00ff00""></T>","<T t=""去购买或去挂机场景捉"" c=""ff5f3e22""></T><T t=""$PetName$"" c=""ff00ff00""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""用来补充马戏团的日常消耗"" c=""ff5f3e22""></T>","马戏团-寻宠($Number$/$Number1$)","<T t=""去购买或去挂机场景捉"" c=""fffff2df""></T><T t=""$PetName$"" c=""ff00ff00""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""用来补充马戏团的日常消耗"" c=""fffff2df""></T>","1","0","11@161402,12@161402,13@161402,14@161402,15@161402,16@161402,18@161402,17@161402,19@161402","0","暗夜马戏团-寻宠($Number$/$Number1$)","暗夜马戏团-寻宠($Number$/$Number1$)","<T t=""去购买或去挂机场景捉"" c=""ff5f3e22""></T><T t=""$PetName$"" c=""ff00ff00""></T>","<T t=""职业导师让你去购买或去挂机场景捉"" c=""ff5f3e22""></T><T t=""$PetName$"" c=""ff00ff00""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T><T t=""整天找这找那的联盟是有多穷啊！"" c=""ff5f3e22""></T>","暗夜马戏团-寻宠($Number$/$Number1$)","<T t=""职业导师让你去购买或去挂机场景捉"" c=""ff5f3e22""></T><T t=""$PetName$"" c=""ff00ff00""></T><T t=""(拥有$Number2$/$Number3$)"" c=""ff00ff00""></T>","7","","8","150544","","","","1"
"1080007","1080000",,"9","22",,"161402","暗夜马戏团","马戏团-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","马戏团-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来"" c=""fffff2df""></T><T t=""证明自己"" c=""fffff2df""></T>","1","1",,"0","暗夜马戏团-挑战($Number$/$Number1$)","暗夜马戏团-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","暗夜马戏团-挑战($Number$/$Number1$)","<T t=""去挑战"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""来"" c=""ff5f3e22""></T><T t=""证明自己"" c=""ff5f3e22""></T>","7","","8","","","","","1"
"1090001","1090000",,"9","2",,"1","捉鬼大师","捉鬼大师($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","捉鬼大师($Number$/$Number1$)","<T t=""捉拿"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""fffff2df""></T>","1","1",,"0","捉鬼大师($Number$/$Number1$)","捉鬼大师($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","捉鬼大师($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","10",,,,,"","","1"
"1090002","1090000",,"9","3",,"1","捉鬼大师","捉鬼大师($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","捉鬼大师($Number$/$Number1$)","<T t=""捉拿"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""fffff2df""></T>","1","1",,"0","捉鬼大师($Number$/$Number1$)","捉鬼大师($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","捉鬼大师($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","10",,,,,"","","1"
"1090003","1090000",,"9","4",,"1","捉鬼大师","捉鬼大师($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","捉鬼大师($Number$/$Number1$)","<T t=""捉拿"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""fffff2df""></T>","1","1",,"0","捉鬼大师($Number$/$Number1$)","捉鬼大师($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","捉鬼大师($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","10",,,,,"","","1"
"1090004","1090000",,"9","5",,"1","捉鬼大师","捉鬼大师($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","捉鬼大师($Number$/$Number1$)","<T t=""捉拿"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""fffff2df""></T>","1","1",,"0","捉鬼大师($Number$/$Number1$)","捉鬼大师($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","捉鬼大师($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","10",,,,,"","","1"
"1090005","1090000",,"9","6",,"1","捉鬼大师","捉鬼大师($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","捉鬼大师($Number$/$Number1$)","<T t=""捉拿"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""fffff2df""></T>","1","1",,"0","捉鬼大师($Number$/$Number1$)","捉鬼大师($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","捉鬼大师($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","10",,,,,"","","1"
"1110001","1110000",,"7","6",,"1","通缉天灾","通缉天灾($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","通缉天灾($Number$/$Number1$)","<T t=""捉拿"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""fffff2df""></T>","1","1",,"0","通缉天灾($Number$/$Number1$)","通缉天灾($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","通缉天灾($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","10",,,,,"","","1"
"1110002","1110000",,"7","6",,"1","通缉天灾","通缉天灾($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","通缉天灾($Number$/$Number1$)","<T t=""捉拿"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""fffff2df""></T>","1","1",,"0","通缉天灾($Number$/$Number1$)","通缉天灾($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","通缉天灾($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","10",,,,,"","","1"
"1110003","1110000",,"7","6",,"1","通缉天灾","通缉天灾($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","通缉天灾($Number$/$Number1$)","<T t=""捉拿"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""fffff2df""></T>","1","1",,"0","通缉天灾($Number$/$Number1$)","通缉天灾($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","通缉天灾($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","10",,,,,"","","1"
"1110004","1110000",,"7","6",,"1","通缉天灾","通缉天灾($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","通缉天灾($Number$/$Number1$)","<T t=""捉拿"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""fffff2df""></T>","1","1",,"0","通缉天灾($Number$/$Number1$)","通缉天灾($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","通缉天灾($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","10",,,,,"","","1"
"1110005","1110000",,"7","6",,"1","通缉天灾","通缉天灾($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","通缉天灾($Number$/$Number1$)","<T t=""捉拿"" c=""fffff2df""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""fffff2df""></T>","1","1",,"0","通缉天灾($Number$/$Number1$)","通缉天灾($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","通缉天灾($Number$/$Number1$)","<T t=""捉拿"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""让他知道什么叫法网恢恢疏而不漏"" c=""ff5f3e22""></T>","10",,,,,"","","1"
"1210001","1120000",,"9","23",,"2","称谓挑战","一级职业称谓($Number$/$Number1$)","<T t=""找到"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""想要领取称谓？让我看看你的修炼成果。正好刚才有只"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""不知道怎么发狂了，不知跑到哪里，快去把它带回来."" c=""ff5f3e22""></T>","一级职业称谓($Number$/$Number1$)","<T t=""找到"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","1","0",,"0","一级职业称谓($Number$/$Number1$)","一级职业称谓($Number$/$Number1$)","<T t=""找到"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""想要领取称谓？让我看看你的修炼成果。正好刚才有只"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""不知道怎么发狂了，不知跑到哪里，快去把它带回来."" c=""ff5f3e22""></T>","一级职业称谓($Number$/$Number1$)","<T t=""想要领取称谓？让我看看你的修炼成果。正好刚才有只"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""不知道怎么发狂了，不知跑到哪里，快去把它带回来."" c=""ff5f3e22""></T>","19",,"20",,,"",,"1"
"1210002","1130000",,"9","24",,"2","称谓挑战","二级职业称谓($Number$/$Number1$)","<T t=""找到"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""想要领取称谓？让我看看你的修炼成果。正好刚才有只"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""不知道怎么发狂了，不知跑到哪里，快去把它带回来."" c=""ff5f3e22""></T>","二级职业称谓($Number$/$Number1$)","<T t=""找到"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","1","0",,"0","二级职业称谓($Number$/$Number1$)","二级职业称谓($Number$/$Number1$)","<T t=""找到"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""想要领取称谓？让我看看你的修炼成果。正好刚才有只"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""不知道怎么发狂了，不知跑到哪里，快去把它带回来."" c=""ff5f3e22""></T>","二级职业称谓($Number$/$Number1$)","<T t=""想要领取称谓？让我看看你的修炼成果。正好刚才有只"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""不知道怎么发狂了，不知跑到哪里，快去把它带回来."" c=""ff5f3e22""></T>","19",,"20",,,"",,"1"
"1210003","1140000",,"9","25",,"2","称谓挑战","三级职业称谓($Number$/$Number1$)","<T t=""找到"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""想要领取称谓？让我看看你的修炼成果。正好刚才有只"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""不知道怎么发狂了，不知跑到哪里，快去把它带回来."" c=""ff5f3e22""></T>","三级职业称谓($Number$/$Number1$)","<T t=""找到"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","1","0",,"0","三级职业称谓($Number$/$Number1$)","三级职业称谓($Number$/$Number1$)","<T t=""找到"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T>","<T t=""想要领取称谓？让我看看你的修炼成果。正好刚才有只"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""不知道怎么发狂了，不知跑到哪里，快去把它带回来."" c=""ff5f3e22""></T>","三级职业称谓($Number$/$Number1$)","<T t=""想要领取称谓？让我看看你的修炼成果。正好刚才有只"" c=""ff5f3e22""></T><T t=""$NPCName$"" c=""ff00ff00""></T><T t=""不知道怎么发狂了，不知跑到哪里，快去把它带回来."" c=""ff5f3e22""></T>","19",,"20",,,"",,"1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,
