"序号","物品类型","id","备注名","逻辑类型","珍品","值1","显示1","区间1","区间2","区间3","区间4","区间5","区间6","区间7","区间8","区间9","区间10","区间11","区间12","2级菜单ID","1级菜单ID","默认货币类型","默认价格1","默认价格2","默认价格3","默认价格4","默认价格5","默认价格6","默认价格7","默认价格8","默认价格9","默认价格10","默认价格11","基准成交量","基准挂单量","可见等级","可购买等级下限","可购买等级上限","价格上限","价格下限","浮动价格系数"
"3019","3","4060207","60级白装男衣","2","0","4060207","污染者胸甲",,"",,,"","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"3020","3","4060208","60级白装女衣","2","0","4060208","污染者外套",,"",,,"","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"3021","3","4060309","60级白装男头盔","2","0","4060309","污染者头盔",,"",,,"","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"3022","3","4060310","60级白装女头饰","2","0","4060310","污染者头饰",,"",,,"","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"3023","3","4060411","60级白装项链","2","0","4060411","污染者项链",,"",,,"","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"3024","3","4060512","60级白装腰带","2","0","4060512","污染者腰带",,"",,,"","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"3025","3","4060613","60级白装鞋子","2","0","4060613","污染者长靴",,"",,,"","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"3026","3","5050101","50级绿装剑","2","0","5050101","复仇",,"","","","","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"3027","3","5050102","50级绿装锤","2","0","5050102","提米的手",,"","","","","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","3","0.6","0.1"
"3028","3","5050103","50级绿装匕首","2","0","5050103","斩腰之刃",,"","","","","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","3","0.6","0.1"
"3029","3","5050104","50级绿装爪","2","0","5050104","精灵之爪",,"","","","","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","3","0.6","0.1"
"3030","3","5050105","50级绿装魔棒","2","0","5050105","焚化者",,"","","","","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","3","0.6","0.1"
"3031","3","5050106","50级绿装法杖","2","0","5050106","救赎",,"","","","","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","3","0.6","0.1"
"3032","3","5050207","50级绿装男衣","2","0","5050207","士官长胸甲",,"","","","","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","3","0.6","0.1"
"3033","3","5050208","50级绿装女衣","2","0","5050208","士官长外套",,"","","","","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","3","0.6","0.1"
"3034","3","5050309","50级绿装男头盔","2","0","5050309","士官长头盔",,"","","","","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","3","0.6","0.1"
"3035","3","5050310","50级绿装女头饰","2","0","5050310","士官长头饰",,"","","","","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","3","0.6","0.1"
"3036","3","5050411","50级绿装项链","2","0","5050411","士官长项链",,"","","","","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","3","0.6","0.1"
"3037","3","5050512","50级绿装腰带","2","0","5050512","士官长腰带",,"","","","","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","3","0.6","0.1"
"3038","3","5050613","50级绿装鞋子","2","0","5050613","士官长长靴",,"","","","","","","",,,,,"900","10","2","800","","","","","","","","","","","5","10","1","1","155","3","0.6","0.1"
"3039","3","5060101","60级绿装剑","2","0","5060101","好战者",,"","","","","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"3040","3","5060102","60级绿装锤","2","0","5060102","熔岩之力",,"","","","","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"3041","3","5060103","60级绿装匕首","2","0","5060103","火焰荆棘",,"","","","","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"3042","3","5060104","60级绿装爪","2","0","5060104","钩牙爪刺",,"","","","","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"3043","3","5060105","60级绿装魔棒","2","0","5060105","燃烧手杖",,"","","","","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"3044","3","5060106","60级绿装法杖","2","0","5060106","引火手杖",,"","","","","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"3045","3","5060207","60级绿装男衣","2","0","5060207","污染者胸甲",,"","","","","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"3046","3","5060208","60级绿装女衣","2","0","5060208","污染者外套",,"","","","","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"3047","3","5060309","60级绿装男头盔","2","0","5060309","污染者头盔",,"","","","","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"3048","3","5060310","60级绿装女头饰","2","0","5060310","污染者头饰",,"","","","","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"3049","3","5060411","60级绿装项链","2","0","5060411","污染者项链",,"","","","","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"3050","3","5060512","60级绿装腰带","2","0","5060512","污染者腰带",,"","","","","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"3051","3","5060613","60级绿装鞋子","2","0","5060613","污染者长靴",,"","","","","","","",,,,,"901","10","2","1200","","","","","","","","","","","5","10","1","1","155","2.5","0.6","0.1"
"4000","4","320101","治疗药水","3","0",,,"0","10","20","30","40","50","60","70","80","90","100","110","500","6","2","400","600","630","660","690","720","750","780","810","840","870","5","10","1","1","155","3.5","0.4","0.1"
"4001","4","320102","法力药水","3","0",,,"0","10","20","30","40","50","60","70","80","90","100","110","501","6","2","400","600","630","660","690","720","750","780","810","840","870","5","10","1","1","155","3.5","0.4","0.1"
"4002","4","320103","净化药剂","3","0",,,"0","10","20","30","40","50","60","70","80","90","100","110","502","6","2","400","600","630","660","690","720","750","780","810","840","870","5","10","1","1","155","3.5","0.4","0.1"
"4003","4","320104","复苏药剂","3","0",,,"0","10","20","30","40","50","60","70","80","90","100","110","503","6","2","400","600","630","660","690","720","750","780","810","840","870","5","10","1","1","155","3.5","0.4","0.1"
"5000","4","320001","煎蛋卷","3","0",,,"0","10","20","30","40","50","60","70","80","90","100","110","600","7","2","90","280","300","320","340","360","380","400","420","440","460","5","10","1","1","155","3.5","0.4","0.1"
"5001","4","320002","樱桃饼","3","0",,,"0","10","20","30","40","50","60","70","80","90","100","110","601","7","2","90","280","300","320","340","360","380","400","420","440","460","5","10","1","1","155","3.5","0.4","0.1"
"5002","4","320003","美味风蛇","3","0",,,"0","10","20","30","40","50","60","70","80","90","100","110","602","7","2","90","280","300","320","340","360","380","400","420","440","460","5","10","1","1","155","3.5","0.4","0.1"
"5003","4","320004","凤梨佳酿","3","0",,,"0","10","20","30","40","50","60","70","80","90","100","110","603","7","2","150","400","420","440","460","480","500","520","540","560","580","5","10","1","1","155","3.5","0.4","0.1"
"5004","4","320005","辣味狼排","3","0",,,"0","10","20","30","40","50","60","70","80","90","100","110","604","7","2","150","400","420","440","460","480","500","520","540","560","580","5","10","1","1","155","3.5","0.4","0.1"
"5005","4","320006","酸橙派","3","0",,,"0","10","20","30","40","50","60","70","80","90","100","110","605","7","2","280","600","630","660","690","720","750","780","810","840","870","5","10","1","1","155","3.5","0.4","0.1"
"5006","4","320007","晨露酒","3","0",,,"0","10","20","30","40","50","60","70","80","90","100","110","606","7","2","350","600","630","660","690","720","750","780","810","840","870","5","10","1","1","155","3.5","0.4","0.1"
"6000","1","311001","暴击","0","0",,,,,,,,,,,,,,,"400","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6001","1","311002","连击","0","0",,,,,,,,,,,,,,,"401","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6002","1","311003","强力","0","0",,,,,,,,,,,,,,,"402","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6003","1","311004","穿刺","0","0",,,,,,,,,,,,,,,"403","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6004","1","311005","偷袭","0","0",,,,,,,,,,,,,,,"404","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6005","1","311006","法术暴击","0","0",,,,,,,,,,,,,,,"405","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6006","1","311007","法术连击","0","0",,,,,,,,,,,,,,,"406","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6007","1","311008","法术波动","0","0",,,,,,,,,,,,,,,"407","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6008","1","311009","魔之心","0","0",,,,,,,,,,,,,,,"408","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6009","1","311010","法术穿刺","0","0",,,,,,,,,,,,,,,"409","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6010","1","311011","冥思","0","0",,,,,,,,,,,,,,,"410","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6011","1","311012","吸血","0","0",,,,,,,,,,,,,,,"411","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6012","1","311013","回春","0","0",,,,,,,,,,,,,,,"412","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6013","1","311014","凤凰之心","0","0",,,,,,,,,,,,,,,"413","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6014","1","311015","格挡","0","0",,,,,,,,,,,,,,,"414","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6015","1","311016","反弹","0","0",,,,,,,,,,,,,,,"415","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6016","1","311017","神迹","0","0",,,,,,,,,,,,,,,"416","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6017","1","311018","反击","0","0",,,,,,,,,,,,,,,"417","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6018","1","311019","灵敏","0","0",,,,,,,,,,,,,,,"418","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6019","1","311020","强壮","0","0",,,,,,,,,,,,,,,"419","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6020","1","311021","防御","0","0",,,,,,,,,,,,,,,"420","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6021","1","311022","固法","0","0",,,,,,,,,,,,,,,"421","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6022","1","311023","幸运","0","0",,,,,,,,,,,,,,,"422","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6023","1","311024","迟钝","0","0",,,,,,,,,,,,,,,"423","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6024","1","311025","火元素吸收","0","0",,,,,,,,,,,,,,,"424","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6025","1","311026","水元素吸收","0","0",,,,,,,,,,,,,,,"425","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6026","1","311027","土元素吸收","0","0",,,,,,,,,,,,,,,"426","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6027","1","311028","雷元素吸收","0","0",,,,,,,,,,,,,,,"427","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6028","1","311029","不死亡魂","0","0",,,,,,,,,,,,,,,"428","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6029","1","311030","驱魔","0","0",,,,,,,,,,,,,,,"429","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6030","1","311031","潜行","0","0",,,,,,,,,,,,,,,"430","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6031","1","311032","夜枭感知","0","0",,,,,,,,,,,,,,,"431","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6032","1","311033","永恒","0","0",,,,,,,,,,,,,,,"432","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6033","1","311034","精神集中","0","0",,,,,,,,,,,,,,,"433","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6034","1","311035","瘟疫","0","0",,,,,,,,,,,,,,,"434","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6035","1","311036","追击","0","0",,,,,,,,,,,,,,,"435","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6036","1","311037","溅射","0","0",,,,,,,,,,,,,,,"436","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6037","1","311075","烈火","0","0",,,,,,,,,,,,,,,"437","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6038","1","311076","霜冻","0","0",,,,,,,,,,,,,,,"438","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6039","1","311077","陨石","0","0",,,,,,,,,,,,,,,"439","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"6040","1","311078","雷击","0","0",,,,,,,,,,,,,,,"440","5","2","7000",,,,,,,,,,,"5","10","1","1","155","2.75","0.6","0.1"
"7000","1","311038","高级暴击","0","1",,,,,,,,,,,,,,,"300","4","","",,,,,,,,,,,,,"1","1","155","","",""
"7001","1","311039","高级连击","0","1",,,,,,,,,,,,,,,"301","4",,,,,,,,,,,,,,,"1","1","155","","",""
"7002","1","311040","高级强力","0","1",,,,,,,,,,,,,,,"302","4",,,,,,,,,,,,,,,"1","1","155",,,
"7003","1","311041","高级穿刺","0","1",,,,,,,,,,,,,,,"303","4",,,,,,,,,,,,,,,"1","1","155",,,
"7004","1","311042","高级偷袭","0","1",,,,,,,,,,,,,,,"304","4",,,,,,,,,,,,,,,"1","1","155",,,
"7005","1","311043","高级法术暴击","0","1",,,,,,,,,,,,,,,"305","4",,,,,,,,,,,,,,,"1","1","155",,,
"7006","1","311044","高级法术连击","0","1",,,,,,,,,,,,,,,"306","4",,,,,,,,,,,,,,,"1","1","155",,,
"7007","1","311045","高级法术波动","0","1",,,,,,,,,,,,,,,"307","4",,,,,,,,,,,,,,,"1","1","155",,,
"7008","1","311046","高级魔之心","0","1",,,,,,,,,,,,,,,"308","4",,,,,,,,,,,,,,,"1","1","155",,,
"7009","1","311047","高级法术穿刺","0","1",,,,,,,,,,,,,,,"309","4",,,,,,,,,,,,,,,"1","1","155",,,
"7010","1","311048","高级冥思","0","1",,,,,,,,,,,,,,,"310","4",,,,,,,,,,,,,,,"1","1","155",,,
"7011","1","311049","高级吸血","0","1",,,,,,,,,,,,,,,"311","4",,,,,,,,,,,,,,,"1","1","155",,,
"7012","1","311050","高级回春","0","1",,,,,,,,,,,,,,,"312","4",,,,,,,,,,,,,,,"1","1","155",,,
"7013","1","311051","高级凤凰之心","0","1",,,,,,,,,,,,,,,"313","4",,,,,,,,,,,,,,,"1","1","155",,,
"7014","1","311052","高级格挡","0","1",,,,,,,,,,,,,,,"314","4",,,,,,,,,,,,,,,"1","1","155",,,
"7015","1","311053","高级反弹","0","1",,,,,,,,,,,,,,,"315","4",,,,,,,,,,,,,,,"1","1","155",,,
"7016","1","311054","高级神迹","0","1",,,,,,,,,,,,,,,"316","4",,,,,,,,,,,,,,,"1","1","155",,,
"7017","1","311055","高级反击","0","1",,,,,,,,,,,,,,,"317","4",,,,,,,,,,,,,,,"1","1","155",,,
"7018","1","311056","高级灵敏","0","1",,,,,,,,,,,,,,,"318","4",,,,,,,,,,,,,,,"1","1","155",,,
"7019","1","311057","高级强壮","0","1",,,,,,,,,,,,,,,"319","4",,,,,,,,,,,,,,,"1","1","155",,,
"7020","1","311058","高级防御","0","1",,,,,,,,,,,,,,,"320","4",,,,,,,,,,,,,,,"1","1","155",,,
"7021","1","311059","高级固法","0","1",,,,,,,,,,,,,,,"321","4",,,,,,,,,,,,,,,"1","1","155",,,
"7022","1","311060","高级幸运","0","1",,,,,,,,,,,,,,,"322","4",,,,,,,,,,,,,,,"1","1","155",,,
"7023","1","311061","高级迟钝","0","1",,,,,,,,,,,,,,,"323","4",,,,,,,,,,,,,,,"1","1","155",,,
"7024","1","311062","高级火元素吸收","0","1",,,,,,,,,,,,,,,"324","4",,,,,,,,,,,,,,,"1","1","155",,,
"7025","1","311063","高级水元素吸收","0","1",,,,,,,,,,,,,,,"325","4",,,,,,,,,,,,,,,"1","1","155",,,
"7026","1","311064","高级土元素吸收","0","1",,,,,,,,,,,,,,,"326","4",,,,,,,,,,,,,,,"1","1","155",,,
"7027","1","311065","高级雷元素吸收","0","1",,,,,,,,,,,,,,,"327","4",,,,,,,,,,,,,,,"1","1","155",,,
"7028","1","311066","高级不死亡魂","0","1",,,,,,,,,,,,,,,"328","4",,,,,,,,,,,,,,,"1","1","155",,,
"7029","1","311067","高级驱魔","0","1",,,,,,,,,,,,,,,"329","4",,,,,,,,,,,,,,,"1","1","155",,,
"7030","1","311068","高级潜行","0","1",,,,,,,,,,,,,,,"330","4",,,,,,,,,,,,,,,"1","1","155",,,
"7031","1","311069","高级夜枭感知","0","1",,,,,,,,,,,,,,,"331","4",,,,,,,,,,,,,,,"1","1","155",,,
"7032","1","311070","高级永恒","0","1",,,,,,,,,,,,,,,"332","4",,,,,,,,,,,,,,,"1","1","155",,,
"7033","1","311071","高级精神集中","0","1",,,,,,,,,,,,,,,"333","4",,,,,,,,,,,,,,,"1","1","155",,,
"7034","1","311072","高级瘟疫","0","1",,,,,,,,,,,,,,,"334","4",,,,,,,,,,,,,,,"1","1","155",,,
"7035","1","311073","高级追击","0","1",,,,,,,,,,,,,,,"335","4",,,,,,,,,,,,,,,"1","1","155",,,
"7036","1","311074","高级溅射","0","1",,,,,,,,,,,,,,,"336","4",,,,,,,,,,,,,,,"1","1","155",,,
"7037","1","311079","地狱烈火","0","1",,,,,,,,,,,,,,,"337","4",,,,,,,,,,,,,,,"1","1","155",,,
"7038","1","311080","霜冻新星","0","1",,,,,,,,,,,,,,,"338","4",,,,,,,,,,,,,,,"1","1","155",,,
"7039","1","311081","天崩地裂","0","1",,,,,,,,,,,,,,,"339","4",,,,,,,,,,,,,,,"1","1","155",,,
"7040","1","311082","雷神之怒","0","1",,,,,,,,,,,,,,,"340","4",,,,,,,,,,,,,,,"1","1","155",,,
"7041","1","311083","壁垒击破","0","1",,,,,,,,,,,,,,,"341","4",,,,,,,,,,,,,,,"1","1","155",,,
"8000","1","331101","10武器模具","1","0","10","1~10",,,,,,,,,,,,,"700","8","2","120",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8001","1","331102","20武器模具","1","0","20","11~20",,,,,,,,,,,,,"700","8","2","120",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8002","1","331103","30武器模具","1","0","30","21~30",,,,,,,,,,,,,"700","8","2","120",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8003","1","331104","40武器模具","1","0","40","31~40",,,,,,,,,,,,,"700","8","2","150",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8004","1","331105","50武器模具","1","0","50","41~50",,,,,,,,,,,,,"700","8","2","300",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8005","1","331106","60武器模具","1","0","60","51~60",,,,,,,,,,,,,"700","8","2","450",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8006","1","331107","70武器模具","1","0","70","61~70",,,,,,,,,,,,,"700","8","2","500",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8007","1","331108","80武器模具","1","0","80","71~80",,,,,,,,,,,,,"700","8","2","550",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8008","1","331109","90武器模具","1","0","90","81~90",,,,,,,,,,,,,"700","8","2","600",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8009","1","331110","100武器模具","1","0","100","91~100",,,,,,,,,,,,,"700","8","2","650",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8010","1","331131","10防具模具","1","0","10","1~10",,,,,,,,,,,,,"701","8","2","120",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8011","1","331132","20防具模具","1","0","20","11~20",,,,,,,,,,,,,"701","8","2","120",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8012","1","331133","30防具模具","1","0","30","21~30",,,,,,,,,,,,,"701","8","2","120",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8013","1","331134","40防具模具","1","0","40","31~40",,,,,,,,,,,,,"701","8","2","150",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8014","1","331135","50防具模具","1","0","50","41~50",,,,,,,,,,,,,"701","8","2","300",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8015","1","331136","60防具模具","1","0","60","51~60",,,,,,,,,,,,,"701","8","2","450","",,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8016","1","331137","70防具模具","1","0","70","61~70",,,,,,,,,,,,,"701","8","2","500",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8017","1","331138","80防具模具","1","0","80","71~80",,,,,,,,,,,,,"701","8","2","550",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8018","1","331139","90防具模具","1","0","90","81~90",,,,,,,,,,,,,"701","8","2","600",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8019","1","331140","100防具模具","1","0","100","91~100",,,,,,,,,,,,,"701","8","2","650",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8020","1","331161","10饰品模具","1","0","10","1~10",,,,,,,,,,,,,"702","8","2","120",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8021","1","331162","20饰品模具","1","0","20","11~20",,,,,,,,,,,,,"702","8","2","120",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8022","1","331163","30饰品模具","1","0","30","21~30",,,,,,,,,,,,,"702","8","2","120",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8023","1","331164","40饰品模具","1","0","40","31~40",,,,,,,,,,,,,"702","8","2","150",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8024","1","331165","50饰品模具","1","0","50","41~50",,,,,,,,,,,,,"702","8","2","300",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8025","1","331166","60饰品模具","1","0","60","51~60",,,,,,,,,,,,,"702","8","2","450",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8026","1","331167","70饰品模具","1","0","70","61~70",,,,,,,,,,,,,"702","8","2","500",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8027","1","331168","80饰品模具","1","0","80","71~80",,,,,,,,,,,,,"702","8","2","550",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8028","1","331169","90饰品模具","1","0","90","81~90",,,,,,,,,,,,,"702","8","2","600",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"8029","1","331170","100饰品模具","1","0","100","91~100",,,,,,,,,,,,,"702","8","2","650",,,,,,,,,,,"5","10","1","1","155","3","0.6","0.1"
"9000","4","331201","生命附魔卷轴","4","0",,,"0","10","20","30","40","50","60","70","80","90","100","110","800","9","2","100","100","130","220","350","400","450","500","550","600","650","5","10","1","1","155","3","0.6","0.1"
"9001","4","331202","物攻附魔卷轴","4","0",,,"0","10","20","30","40","50","60","70","80","90","100","110","801","9","2","100","100","130","160","350","400","450","500","550","600","650","5","10","1","1","155","3","0.6","0.1"
"9002","4","331203","法攻附魔卷轴","4","0",,,"0","10","20","30","40","50","60","70","80","90","100","110","802","9","2","100","100","130","160","350","400","450","500","550","600","650","5","10","1","1","155","3","0.6","0.1"
"9003","4","331204","物防附魔卷轴","4","0",,,"0","10","20","30","40","50","60","70","80","90","100","110","803","9","2","100","100","130","160","350","400","450","500","550","600","650","5","10","1","1","155","3","0.6","0.1"
"9004","4","331205","法防附魔卷轴","4","0",,,"0","10","20","30","40","50","60","70","80","90","100","110","804","9","2","100","100","130","160","350","400","450","500","550","600","650","5","10","1","1","155","3","0.6","0.1"
"9005","4","331206","愤怒附魔卷轴","4","0",,,"0","10","20","30","40","50","60","70","80","90","100","110","805","9","2","100","100","130","160","350","400","450","500","550","600","650","5","10","1","1","155","3","0.6","0.1"
"9006","4","331207","治疗附魔卷轴","4","0",,,"0","10","20","30","40","50","60","70","80","90","100","110","806","9","2","100","100","130","160","350","400","450","500","550","600","650","5","10","1","1","155","3","0.6","0.1"
"9007","4","331208","控制附魔卷轴","4","0",,,"0","10","20","30","40","50","60","70","80","90","100","110","807","9","2","100","100","130","160","350","400","450","500","550","600","650","5","10","1","1","155","3","0.6","0.1"
"9008","4","331209","速度附魔卷轴","4","0",,,"0","10","20","30","40","50","60","70","80","90","100","110","808","9","2","100","100","130","160","350","400","450","500","550","600","650","5","10","1","1","155","3","0.6","0.1"
"10000","1","331000","还原卷轴·体","2","0","331000","体质",,,,,,,,,,,,,"1002","11","2","3000",,,,,,,,,,,"5","10","1","1","155","1.5","0.8","0.1"
"10001","1","331001","还原卷轴·智","2","0","331001","智力",,,,,,,,,,,,,"1002","11","2","3000",,,,,,,,,,,"5","10","1","1","155","1.5","0.8","0.1"
"10002","1","331002","还原卷轴·力","2","0","331002","力量",,,,,,,,,,,,,"1002","11","2","3000",,,,,,,,,,,"5","10","1","1","155","1.5","0.8","0.1"
"10003","1","331003","还原卷轴·耐","2","0","331003","耐力",,,,,,,,,,,,,"1002","11","2","3000",,,,,,,,,,,"5","10","1","1","155","1.5","0.8","0.1"
"10004","1","331004","还原卷轴·敏","2","0","331004","敏捷",,,,,,,,,,,,,"1002","11","2","3000",,,,,,,,,,,"5","10","1","1","155","1.5","0.8","0.1"
"10006","1","331350","时空龙鳞","2","0","331350","时空龙鳞",,,,,,,,,,,,,"1000","11","2","15000",,,,,,,,,,,"5","10","1","1","155","1.5","0.8","0.1"
"10007","1","331351","大地龙鳞","2","0","331351","大地龙鳞",,,,,,,,,,,,,"1000","11","2","15000",,,,,,,,,,,"5","10","1","1","155","1.5","0.8","0.1"
"10008","1","331352","魔法龙鳞","2","0","331352","魔法龙鳞",,,,,,,,,,,,,"1000","11","2","800",,,,,,,,,,,"5","10","1","1","155","1.5","0.6","0.1"
