"商品ID","用处（策划看）","商品名备注","商品类型","类型对应","货币1","货币2","价格1","价格2","现价1","现价2","限购类型","限购数量","限售数量","可见等级","可购买等级下限","可购买等级上限","浮动价格1","价格上限","价格下限","出售类型","商品描述"
"7006","兵器铺","真银胸甲","1","4040207","1",,"12000",,"12000",,"0","0","0","1","1","155",,,,,
"7007","兵器铺","羽饰外套","1","4040208","1",,"12000",,"12000",,"0","0","0","1","1","155",,,,,
"7008","兵器铺","腐蝎头盔","1","4040309","1",,"12000",,"12000",,"0","0","0","1","1","155",,,,,
"7009","兵器铺","新月头饰","1","4040310","1",,"12000",,"12000",,"0","0","0","1","1","155",,,,,
"7010","兵器铺","反击磁石","1","4040411","1",,"12000",,"12000",,"0","0","0","1","1","155",,,,,
"7011","兵器铺","掩护束腰","1","4040512","1",,"12000",,"12000",,"0","0","0","1","1","155",,,,,
"7012","兵器铺","圆月长靴","1","4040613","1",,"12000",,"12000",,"0","0","0","1","1","155",,,,,
"8000","荣誉商店","光环碎片","1","360000","5",,"500",,"500",,"1","10","10","1","1","155",,,,,
"9000","节日积分商店","宠物口粮","1","310200","8",,"10",,"10",,"1","10","10","1","1","155",,,,,
"10000","良师值","天火原石","1","40008","9",,"252",,"252",,"1","10","10","1","1","155",,,,,
"10001","良师值","风暴原石","1","40009","9",,"252",,"252",,"1","10","10","1","1","155",,,,,
"10002","良师值","宁静原石","1","40010","9",,"252",,"252",,"1","10","10","1","1","155",,,,,
"10003","良师值","洞察原石","1","40011","9",,"252",,"252",,"1","10","10","1","1","155",,,,,
,,,"",,,,,,,,,,,,,,,,,,
,,,"",,,,,,,,,,,,,,,,,,
