"子技能ID","子技能名称","属性状态需求","属性状态不符提示","过滤状态","需求状态","关联技能","何种情况下不能执行本技能","选择目标方","选择目标单位类型","选择目标单位关系","生效精准职业编号","生效精确怪物，伙伴ID号","索敌类型","索敌个数","索敌多个.排序变量","子技能触发几率","法术技能最小伤害","主BUFF序号","BUFF0.BUFFID","BUFF0.命中","BUFF0.持续回合","BUFF0.效果","buff0属性状态需求","buff0.buff状态过滤","buff0.buff状态需求","buff0触发几率","BUFF1.BUFFID","BUFF1.命中","BUFF1.持续回合","BUFF1.效果","buff1属性状态需求","buff1.buff状态过滤","buff1.buff状态需求","buff1触发几率","BUFF2.BUFFID","BUFF2.命中","BUFF2.持续回合","BUFF2.效果","buff2属性状态需求","buff2.buff状态过滤","buff2.buff状态需求","buff2触发几率","BUFF3.BUFFID","BUFF3.命中","BUFF3.持续回合","BUFF3.效果","buff3属性状态需求","buff3.buff状态过滤","buff3.buff状态需求","buff3触发几率","脚本配置文件"
"7230031","复仇之盾2",,,,,"7230030","4","2",,,,,"5","1",,"1",,"0","501010","0.25+0.001*(skilllevela-gradeb)","3","","","","","","501011","-1","3","physicrevise_value=-(0.4+0.001*skilllevela);magicrevise_value=-(0.6+0.001*skilllevela)","","","","","","","","","","","","","","","","","","","","",""
"7230032","复仇之盾3",,,,,"7230031","4","2",,,,,"5","1",,"1",,"0","501010","0.25+0.001*(skilllevela-gradeb)","3","","","","","","501011","-1","3","physicrevise_value=-(0.4+0.001*skilllevela);magicrevise_value=-(0.6+0.001*skilllevela)","","","","","","","","","","","","","","","","","","","","",""
"7230033","复仇之盾4","skilllevela>=60",,,,"7230032","4","2",,,,,"5","1",,"1",,"0","501010","0.25+0.001*(skilllevela-gradeb)","3","","","","","","501011","-1","3","physicrevise_value=-(0.4+0.001*skilllevela);magicrevise_value=-(0.6+0.002*skilllevela)","","","","","","","","","","","","","","","","","","","","",""
"7230040","圣光洗礼",,,,,"0","","1",,,,,"1","1",,"1",,"0","510116","1","","curhp_value=medicala*3+3*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230050","神谕责难1",,,,,"0","","2",,,,,"1","1",,"1",,"0","510133","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230051","神谕责难2",,,,,"7230050","4","2",,,,,"5","1","speed","1",,"0","510133","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230052","神谕责难3",,,,,"7230051","4","2",,,,,"5","1","speed","1",,"0","510133","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230053","神谕责难4","skilllevela>=50",,,,"7230052","4","2",,,,,"5","1","speed","1",,"0","510133","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230054","神谕责难5","skilllevela>=70",,,,"7230053","4","2",,,,,"5","1","speed","1",,"0","510133","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230055","神谕责难6","skilllevela>=90",,,,"7230054","4","2",,,,,"5","1","speed","1",,"0","510133","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7230060","沉默爆发",,,,,"0",,"3",,,,,"1","1",,"1",,"0","508108","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7240010","审判之锤1",,,,,"0","","2",,,,,"1","1",,"1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240011","审判之锤2",,,,,"7240010","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240012","审判之锤3",,,,,"7240011","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240013","审判之锤4","skilllevela>=60",,,,"7240012","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240014","审判之锤5","skilllevela>=70",,,,"7240013","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240015","审判之锤6","skilllevela>=90",,,,"7240014","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240016","审判之锤净化首目标",,,,,"7240010","4","2",,,,,"3","1",,"0.3",,"0","510133","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240020","无边定罪",,,,,"0","","2",,,,,"1","1",,"1","3*skilllevela","0","510114","1","","curhp_value=-3*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240021","无边定罪神圣伤害",,,,,"7240020","4","2",,,,,"2","1",,"0.66",,"0","510102","1","","curhp_value=-0.2*curhpb","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240030","复仇之盾1",,,,,"0","","2",,,,,"1","1",,"1",,"0","501010","0.5+0.001*(skilllevela-gradeb)","3","","","","","","501011","-1","3","physicrevise_value=-(0.4+0.001*skilllevela);magicrevise_value=-(0.6+0.001*skilllevela)","","","","","","","","","","","","","","","","","","","","",""
"7240031","复仇之盾2",,,,,"7240030","4","2",,,,,"5","1",,"1",,"0","501010","0.25+0.001*(skilllevela-gradeb)","3","","","","","","501011","-1","3","physicrevise_value=-(0.4+0.001*skilllevela);magicrevise_value=-(0.6+0.001*skilllevela)","","","","","","","","","","","","","","","","","","","","",""
"7240032","复仇之盾3",,,,,"7240031","4","2",,,,,"5","1",,"1",,"0","501010","0.25+0.001*(skilllevela-gradeb)","3","","","","","","501011","-1","3","physicrevise_value=-(0.4+0.001*skilllevela);magicrevise_value=-(0.6+0.001*skilllevela)","","","","","","","","","","","","","","","","","","","","",""
"7240033","复仇之盾4","skilllevela>=60",,,,"7240032","4","2",,,,,"5","1",,"1",,"0","501010","0.25+0.001*(skilllevela-gradeb)","3","","","","","","501011","-1","3","physicrevise_value=-(0.4+0.001*skilllevela);magicrevise_value=-(0.6+0.002*skilllevela)","","","","","","","","","","","","","","","","","","","","",""
"7240040","圣光洗礼",,,,,"0","","1",,,,,"1","randint(1,2)",,"1",,"0","510116","1","","curhp_value=medicala*3+3*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240050","神谕责难1",,,,,"0","","2",,,,,"1","1",,"1",,"0","510133","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240051","神谕责难2",,,,,"7240050","4","2",,,,,"5","1","speed","1",,"0","510133","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240052","神谕责难3",,,,,"7240051","4","2",,,,,"5","1","speed","1",,"0","510133","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240053","神谕责难4","skilllevela>=50",,,,"7240052","4","2",,,,,"5","1","speed","1",,"0","510133","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240054","神谕责难5","skilllevela>=70",,,,"7240053","4","2",,,,,"5","1","speed","1",,"0","510133","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240055","神谕责难6","skilllevela>=90",,,,"7240054","4","2",,,,,"5","1","speed","1",,"0","510133","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7240060","光明使者(光环)",,,,,"0",,"1","1,3",,,,"1","14",,"1",,"0","508109","1",,"phyattack_value=1*skilllevela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7310000","狩猎姿态",,,,,"0","","3",,,,,"1","1",,"1",,"0","503001","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","phyattack_value=0.5*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310010","多重打击1",,,,"503001","0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310011","多重打击2",,,,"503001","7310010","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310012","多重打击3",,,,"503001","7310011","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310013","多重打击4","skilllevela>=50",,,"503001","7310012","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310014","多重打击5","skilllevela>=70",,,"503001","7310013","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310015","多重打击6","skilllevela>=90",,,"503001","7310014","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310016","多重打击虚弱休息",,,,"503001","7310010","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","","","","","","","","","","","","","","","","",""
"7310017","美女野兽",,,,,"7310010","4","1",,,,"28109,28110","1","2",,"1",,"0","508111","1",,"phyattack_value=0.3*skilllevela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7310020","穿刺打击",,,,"503001","0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb*0.9+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310021","美女野兽",,,,,"7310020","4","1",,,,"28109,28110","1","2",,"1",,"0","508111","1",,"phyattack_value=0.3*skilllevela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7310030","野性召唤",,,,,"0","","1","2",,,,"1","5",,"1",,"0","503002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","phyattack_value=2*skilllevela;magicattack_value=1.4*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310031","美女野兽",,,,,"7310030","4","1",,,,"28109,28110","1","2",,"1",,"0","508111","1",,"phyattack_value=0.3*skilllevela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7310040","生命献祭1",,,,,"0","","1","2",,,,"0","1",,"1",,"0","510102","1","","curhp_value=-curhpb","","","","","510138","1","","","","","","","","","","","","","","","","","","","","","","",""
"7310041","生命献祭2",,,,,"7310040","4","1","1,3,5",,,,"0","5",,"1",,"0","510103","1","","curmp_value=6*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310042","美女野兽",,,,,"7310040","4","1",,,,"28109,28110","1","2",,"1",,"0","508111","1",,"phyattack_value=0.3*skilllevela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7310050","精准打击1",,,,"503001","0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.05-defendb+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310051","精准打击2",,,,"503001","7310050","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.95-defendb+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310052","精准打击3",,,,"503001","7310051","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.85-defendb+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310053","精准打击4","skilllevela>=60",,,"503001","7310052","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310054","精准打击5","skilllevela>=70",,,"503001","7310053","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310055","精准打击6","skilllevela>=90",,,"503001","7310054","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela+max(0,speeda-speedb)*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7310056","精准打击虚弱休息",,,,"503001","7310050","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","510130","1","","","","","","","","","","","","","","",""
"7310057","美女野兽",,,,,"7310050","4","1",,,,"28109,28110","1","2",,"1",,"0","508111","1",,"phyattack_value=0.3*skilllevela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7310060","美屡气质",,,,,"0",,"3",,,,,"1","1",,"1",,"0","508104","1",,"speed_value=speeda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7320000","狩猎姿态",,,,,"0","","3",,,,,"1","1",,"1",,"0","503001","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","phyattack_value=0.5*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320010","多重打击1",,,,"503001","0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320011","多重打击2",,,,"503001","7320010","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320012","多重打击3",,,,"503001","7320011","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320013","多重打击4","skilllevela>=50",,,"503001","7320012","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320014","多重打击5","skilllevela>=70",,,"503001","7320013","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320015","多重打击6","skilllevela>=90",,,"503001","7320014","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320016","多重打击虚弱休息",,,,"503001","7320010","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","","","","","","","","","","","","","","","","",""
"7320017","美女野兽",,,,,"7320010","4","1",,,,"28108,28110","1","2",,"1",,"0","508111","1",,"phyattack_value=0.3*skilllevela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7320020","穿刺打击",,,,"503001","0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb*0.9+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320021","美女野兽",,,,,"7320020","4","1",,,,"28108,28110","1","2",,"1",,"0","508111","1",,"phyattack_value=0.3*skilllevela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7320030","野性召唤",,,,,"0","","1","2",,,,"1","5",,"1",,"0","503002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","phyattack_value=2*skilllevela;magicattack_value=1.4*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320031","美女野兽",,,,,"7320030","4","1",,,,"28108,28110","1","2",,"1",,"0","508111","1",,"phyattack_value=0.3*skilllevela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7320040","生命献祭1",,,,,"0","","1","2",,,,"0","1",,"1",,"0","510102","1","","curhp_value=-curhpb","","","","","510138","1","","","","","","","","","","","","","","","","","","","","","","",""
"7320041","生命献祭2",,,,,"7320040","4","1","1,3,5",,,,"0","5",,"1",,"0","510103","1","","curmp_value=6*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320042","美女野兽",,,,,"7320040","4","1",,,,"28108,28110","1","2",,"1",,"0","508111","1",,"phyattack_value=0.3*skilllevela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7320050","精准打击1",,,,"503001","0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.05-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320051","精准打击2",,,,"503001","7320050","4","2",,,,,"7","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.95-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320052","精准打击3",,,,"503001","7320051","4","2",,,,,"7","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.85-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320053","精准打击4","skilllevela>=60",,,"503001","7320052","4","2",,,,,"7","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320054","精准打击5","skilllevela>=70",,,"503001","7320053","4","2",,,,,"7","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320055","精准打击6","skilllevela>=90",,,"503001","7320054","4","2",,,,,"7","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7320056","精准打击虚弱休息",,,,"503001","7320050","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","510130","1","","","","","","","","","","","","","","",""
"7320057","美女野兽",,,,,"7320050","4","1",,,,"28108,28110","1","2",,"1",,"0","508111","1",,"phyattack_value=0.3*skilllevela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7320060","战斗技巧",,,,,"0",,"3",,,,,"1","1",,"1",,"0","508105","1",,"maxhp_value=5*skilllevela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7330000","狩猎姿态",,,,,"0","","3",,,,,"1","1",,"1",,"0","503001","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","phyattack_value=0.5*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330010","多重打击1",,,,"503001","0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330011","多重打击2",,,,"503001","7330010","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330012","多重打击3",,,,"503001","7330011","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330013","多重打击4",,,,"503001","7330012","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330014","多重打击5","skilllevela>=50",,,"503001","7330013","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330015","多重打击6","skilllevela>=70",,,"503001","7330014","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330016","多重打击7","skilllevela>=90",,,"503001","7330015","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330017","多重打击虚弱休息",,,,"503001","7330010","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","","","","","","","","","","","","","","","","",""
"7330018","美女野兽",,,,,"7330010","4","1",,,,"28108,28109","1","2",,"1",,"0","508111","1",,"phyattack_value=0.3*skilllevela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7330020","穿刺打击",,,,"503001","0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb*0.9+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330021","美女野兽",,,,,"7330020","4","1",,,,"28108,28109","1","2",,"1",,"0","508111","1",,"phyattack_value=0.3*skilllevela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7330030","野性召唤",,,,,"0","","1","2",,,,"1","5",,"1",,"0","503002","1","4+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","phyattack_value=2*skilllevela;magicattack_value=1.4*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330031","美女野兽",,,,,"7330030","4","1",,,,"28108,28109","1","2",,"1",,"0","508111","1",,"phyattack_value=0.3*skilllevela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7330040","生命献祭1",,,,,"0","","1","2",,,,"0","1",,"1",,"0","510102","1","","curhp_value=-curhpb","","","","","510138","1","","","","","","","","","","","","","","","","","","","","","","",""
"7330041","生命献祭2",,,,,"7330040","4","1","1,3,5",,,,"0","5",,"1",,"0","510103","1","","curmp_value=6*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330042","美女野兽",,,,,"7330040","4","1",,,,"28108,28109","1","2",,"1",,"0","508111","1",,"phyattack_value=0.3*skilllevela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7330050","精准打击1",,,,"503001","0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.05-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330051","精准打击2",,,,"503001","7330050","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.95-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330052","精准打击3",,,,"503001","7330051","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.85-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330053","精准打击4","skilllevela>=60",,,"503001","7330052","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330054","精准打击5","skilllevela>=70",,,"503001","7330053","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330055","精准打击6","skilllevela>=90",,,"503001","7330054","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7330056","精准打击虚弱休息",,,,"503001","7330050","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","510130","1","","","","","","","","","","","","","","",""
"7330057","美女野兽",,,,,"7330050","4","1",,,,"28108,28109","1","2",,"1",,"0","508111","1",,"phyattack_value=0.3*skilllevela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7330060","强击光环(光环)",,,,,"0",,"1","3",,,,"1","14",,"1",,"0","508113","1",,"phyattack_value=1*skilllevela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7410010","撕裂横扫1",,,,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.4-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7410011","撕裂横扫2",,,,,"7410010","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.4-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7410012","撕裂横扫3",,,,,"7410011","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.4-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7410013","撕裂横扫4","skilllevela>=60",,,,"7410012","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.4-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7410014","撕裂横扫5","skilllevela>=70",,,,"7410013","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.4-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7410015","撕裂横扫6","skilllevela>=90",,,,"7410014","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.6+defenda*0.4-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7410016","撕裂横扫虚弱休息",,,,,"7410010","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.24;magicdef_percent=-0.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7410020","绿之潮1",,,,,"0","","2",,,,,"1","1",,"1",,"0","504002","1","5+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7410021","绿之潮2",,,,,"7410020","4","2",,,,,"5","1","speed","1",,"0","504002","1","5+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7410022","绿之潮3",,,,,"7410021","4","2",,,,,"5","1","speed","1",,"0","504002","1","5+min(floor(skilllevela/60),1)+min(floor(skilllevela/90),1)","defend_value=-2*skilllevela","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
