"id","改变形象","触发隐藏剧情","改变战场地图","改变场景时的渐变特效","有无客户端动作","播放战场特效","播放音乐","动作类型","技能ID","调用伙伴几号槽里技能","技能等级系数","技能等级常数","逃跑几率","召唤","目标","场景AI是否指定主角","策划备注","说话信息","说话信息是否显示到聊天框","语音资源名","语音信息是否显示到聊天框","语音信息时长","提示框信息"
"58013","0","","0","1","TRUE","","0","12",,,,,,"26110@16",,,"公会副本BOSS召唤怪物","可爱的小狗们，去狩猎你们的食物吧！","","","","",
"58014","0","","0","1","TRUE","","0","2","182013","","","","","","96013","","小怪自爆","为了老大我愿献祭自己！","","","","",
"58015","0","","0","1","TRUE","","0","2","182002",,,,,"","96011",,"公会副本小怪愤怒","居然敢伤害我们老大，不可饶恕！","","","","",
"58016","0","","0","1","TRUE","","0","2","800017","","1","0","","","96012","","公会副本驱散神佑技能","","","","","",
"58017","0","","0","1","TRUE","","0","10","","","","","","","","","公会副本BOSS待机","","","","","",""
"58018","0","","0","1","TRUE","","0","12",,,,,,"26126@21;26127@22;26128@23;26129@24;26130@20",,,"公会副本BOSS召唤物理怪物","我的孩子们，出来消灭眼前的敌人！","","","","",
"58019","0","","0","1","TRUE","","0","12",,,,,,"26131@21;26132@22;26133@23;26134@24;26135@20",,,"公会副本BOSS召唤法术怪物","我的孩子们，出来消灭眼前的敌人！","","","","",
"58020","0","","0","1","TRUE","","0","1",,,,,,,,,,"老大放狗咬他！","","","","",
"58021","0","","0","1","TRUE","","0","",,"",,,,,,,,"我的防御坚如磐石！","","","","",
"58022","0","","0","1","TRUE","","0","1",,"",,,,,,,,"誓死守护老大！","","","","",
"58023","0","","0","1","TRUE","","0","1",,"",,,,,,,,"我是来客串的.","","","","",
"58024","0","","0","1","TRUE","","0","1",,"",,,,,,,,"逃到这里还是被追杀，欺狗太甚！","","","","",
"58025","0","","0","1","TRUE","","0","",,,,,,,,,,"兄弟们不死，我就将永生.","","","","",
"58026","0","","0","1","TRUE","","0","1",,,,,,,,,,"归顺老大才是你们的归宿.","","","","",
"58027","0","","0","1","TRUE","","0","1",,,,,,,,,,"想要伤害老大的人，只能踏过我的尸体.","","","","",
"58028","0","","0","1","TRUE","","0","1",,,,,,,,,,"没有人可以窥探溶洞的宝藏.","","","","",
"58029","0","","0","1","TRUE","","0","1",,,,,,,,,,"你将没有未来.","","","","",
"58030","0","","0","1","TRUE","","0","1",,,,,,,,,,"老大有难，我来助你.","","","","",
"58031","0","","0","1","TRUE","","0","1",,,,,,,,,,"兄弟齐心,齐力断金!","","","","",
"58032","0","","0","1","TRUE","","0","",,,,,,,,,,"没有人可以冒犯我的威严!","","","","",
"58033","0","","0","1","TRUE","","0","2","140003",,"1","0",,"","96014",,"剧毒花蕾技能（副本用）","最讨厌那些粗鲁的战士了.","","","","",
"58034","0","","0","1","TRUE","","0","9",,,,,"100",,,,"公会副本（惧佛）","居然有圣骑士和牧师，好可怕，我得跑。","","","","",
"58035","0","","0","1","TRUE","","0","9",,,,,"100",,,,"公会副本（惧封）被封印后逃跑喊话","居然被控制了，我得跑了。","","","","",
"58041","0","","0","1","TRUE","","0","",,,,,,,,,"公会副本（惧封）没被封印后喊话","哈哈，不控制我，我便控制你。","","","","",
"58036","0","","0","1","TRUE","","0","9",,,,,"100",,,,"公会副本（惧牧）见到治疗后逃跑喊话","居然有治疗职业，我就不献丑了。","","","","",
"58037","0","","0","1","TRUE","","0","",,,,,,,,,"公会副本（惧牧）没有治疗喊话","既然没有治疗职业，那就看我的厉害吧。","","","","",
"58038","0","","0","1","TRUE","","0","",,,,,,,,,"公会副本（铁甲）喊话","物理攻击对我用处不大.","","","","",
"58039","0","","0","1","TRUE","","0","",,,,,,,,,"公会副本（抗魔）喊话","法术攻击对我用处不大.","","","","",
"58040","0","","0","1","TRUE","","0","",,,,,,,,,"公会副本（BOSS）喊话","哈哈，你们居然能来到这里。","","","","",
"58042","0","","0","1","TRUE","","0","2","207018",,"1","0",,,,,"公会副本BOSS释放技能隐身","","","","","",
"58043","0","","0","1","TRUE","","0","2","2060210",,"1","0",,,,,"公会副本BOSS释放技能防御","","","","","",
"58044","0","","0","1","TRUE","","0","12",,,,,,"26126@15;26127@16;26128@17;26129@18",,,"公会副本BOSS召唤怪物","我的孩子们，出来消灭眼前的敌人！","","","","",
"58045","0","","0","1","TRUE","","0","12",,,,,,"26052@20",,,"纳克萨马斯","反抗我的人都将被死亡埋葬!","","","","",
"58049","0","","0","1","TRUE","","0","9",,,,,"100",,,,"亚龙入侵（佛徒）","居然有圣骑士、牧师、德鲁伊好可怕，我得跑。","","","","",
"58050","0","","0","1","TRUE","","0","9",,,,,"100",,,,"宠物逃跑","给你机会都抓不住我，不和你玩了。","","","","",
"58051","0","","0","1","TRUE","","0","2","191001",,"1","0",,,,,"职业闯关（猎人第一回合多重打击）","嗨！孙子接受惩罚吧！","","","","",
"58052","0","","0","1","TRUE","","0","2","140002",,"1","0",,,,,"职业闯关（小德第一回合减防）","嗨！孙子接受惩罚吧！","","","","",
"58061","0","","0","1","TRUE","","0","2","140002",,"1","0",,,"",,"巨龙入侵（德鲁伊第一回合技能减防）",,,,,,
"58062","0","","0","1","TRUE","","0","2","191001",,"1","0",,,"",,"巨龙入侵（猎人第二回合（多重打击））",,,,,,
"58063","0","","0","1","TRUE","","0","2","160004",,"1","0",,,"",,"巨龙入侵（牧师第一回合（加状态））",,,,,,
"58064","0","","0","1","TRUE","","0","2","110002",,"1","0",,,"",,"巨龙入侵（战士第一回合（3连））",,,,,,
"58065","0","","0","1","TRUE","","0","2","160003",,"1","0",,,"",,"巨龙入侵精英（牧师拉人）",,,,,,
"58066","0","","0","1","TRUE","","0","2","160003",,"1","0",,,"",,"巨龙入侵精英（牧师拉人）",,,,,,
"58067","0","","0","1","TRUE","","0","2","160003",,"1","0",,,"",,"巨龙入侵精英（牧师拉人）",,,,,,
"58068","0","","0","1","TRUE","","0","2","160004","","1","0","","","","","职业闯关（牧师加状态）","嗨！孙子接受惩罚吧！","",,,,
"58070","0","","0","1","TRUE","","0","12","","","","","","22124@20","96017","","","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"58071","0","","0","1","TRUE","","0","10","","","","","","","","","沙包待机","","","","","",""
"58072","0","","0","1","TRUE","","0","6","","","","","","30901@21;30902@22","","","第一回合召唤小怪","","","","","",""
"58073","0","","0","1","TRUE","","0","2","190000","","","","","","","","第一回合自爆自身80%血量，对方全部怪物减80%血量","","","","","",""
"58074","0","","0","1","TRUE","","0","9",,,,,"100",,,,"职业闯关","同职业前来闯关，我先退让避嫌","","","","",
"58075","0","","0","1","TRUE","","0","9",,,,,"100",,,,"职业闯关","同职业前来闯关，我先退让避嫌","","","","",
"58076","0","","0","1","TRUE","","0","9",,,,,"100",,,,"职业闯关","同职业前来闯关，我先退让避嫌","","","","",
"58077","0","","0","1","TRUE","","0","9",,,,,"100",,,,"职业闯关","同职业前来闯关，我先退让避嫌","","","","",
"58078","0","","0","1","TRUE","","0","9",,,,,"100",,,,"职业闯关","同职业前来闯关，我先退让避嫌","","","","",
"58079","0","","0","1","TRUE","","0","9",,,,,"100",,,,"职业闯关","同职业前来闯关，我先退让避嫌","","","","",
"58080","0","","0","1","TRUE","","0","9",,,,,"100",,,,"职业闯关","记住我给你们的惩罚，我先跑了","","","","",
"58081","0","","0","1","TRUE","","0","9",,,,,"100",,,,"职业闯关","记住我给你们的惩罚，我先跑了","","","","",
"58082","0","","0","1","TRUE","","0","9",,,,,"100",,,,"职业闯关","记住我给你们的惩罚，我先跑了","","","","",
"58083","0","","0","1","TRUE","","0","9",,,,,"100",,,,"职业闯关","记住我给你们的惩罚，我先跑了","","","","",
"58084","0","","0","1","TRUE","","0","9",,,,,"100",,,,"职业闯关","记住我给你们的惩罚，我先跑了","","","","",
"58085","0","","0","1","TRUE","","0","9",,,,,"100",,,,"职业闯关","记住我给你们的惩罚，我先跑了","","","","",
"58086","0","","0","1","TRUE","","0","2","183000",,,,,,,,"冠军试炼圣骑大弟子双封","嗨！孙子接受惩罚吧！","","","","",
"58087","0","","0","1","TRUE","","0","2","183000",,,,,,,,"冠军试炼圣骑大弟子双封","嗨！孙子接受惩罚吧！","","","","",
"58088","0","","0","1","TRUE","","0","2","183000",,,,,,,,"冠军试炼圣骑大弟子双封","嗨！孙子接受惩罚吧！","","","","",
"58089","0","","0","1","TRUE","","0","9",,,,,"100",,,,"职业闯关","同职业前来闯关，我先退让避嫌","","","","",
"58090","0","","0","1","TRUE","","0","9",,,,,"100",,,,"职业闯关","同职业前来闯关，我先退让避嫌","","","","",
"58091","0","","0","1","TRUE","","0","9",,,,,"100",,,,"职业闯关","同职业前来闯关，我先退让避嫌","","","","",
"58092","","","","","TRUE","","0","9",,,,,"100",,,,"职业闯关","记住我给你们的惩罚，我先跑了","","","","",
"58093","","","","","TRUE","","0","9",,,,,"100",,,,"职业闯关","记住我给你们的惩罚，我先跑了","","","","",
"58094","","","","","TRUE","","0","9",,,,,"100",,,,"职业闯关","记住我给你们的惩罚，我先跑了","","","","",
"58095","0","","0","1","TRUE","","0","2","150003",,,,,,,,"fs第一回合放变羊","嗨！孙子接受惩罚吧！","","","","",
"58096","0","","0","1","TRUE","","0","2","110002",,,,,,,,"战士第一回合嘲讽","嗨！孙子接受惩罚吧！","","","","",
"58097","0","","0","1","TRUE","","0","2","161005",,,,,,,,"萨满加状态","嗨！孙子接受惩罚吧！","","","","",
"58098","0","","0","1","TRUE","","0","2","120003",,,,,,,,"圣骑第一回合嘲讽","嗨！孙子接受惩罚吧！","","","","",
"58099","0","","0","1","TRUE","","0","2","162003",,,,,,,,"盗贼剔骨","嗨！孙子接受惩罚吧！","","","","",
"58100","0","","0","1","TRUE","","0","","",,,,,"","",,"宠物开场喊话","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",
"58101","0","","0","1","TRUE","","0","12",,,,,,"27010@15",,,"（尖牙溶洞）腐蚀者布莱恩召唤1个怪物","居然敢欺负美丽的克德拉，你们要付出代价！","","","","",
"58102","0","","0","1","TRUE","","0","2","800017",,"1","0",,"","96101",,"（尖牙溶洞）永生者沃尔丹驱散神佑技能","","","","","",
"58103","0","","0","1","TRUE","","0","2","181001",,,,,"",,,"（尖牙溶洞）毒牙之王瑟芬配怪怪物自我沉睡","好累啊！先睡一会.谁打扰我我一定弄死他！","","","","",
"58104","0","","0","1","TRUE","","0","12",,,,,,"27024@15;27025@16",,,"（尖牙溶洞）毒牙之王瑟芬召唤2个怪物","我的仆人们，出来消灭眼前的敌人！","","","","",
"58105","0","","0","1","TRUE","","0","","",,,,,"","",,"（尖牙溶洞）永生者沃尔丹开场喊话","兄弟们不死，我就将永生.","","","","",
"58106","0","","0","1","TRUE","","0","","",,,,,"","",,"（尖牙溶洞）永生者沃尔丹怪物死亡后喊话","兄弟们死光了，我也危险了！","","","","",
"58107","0","","0","1","TRUE","","0","","",,,,,"","",,"（尖牙溶洞）大囧龟开场喊话","我的防御坚如磐石！","","","","",
"58110","0","","0","1","TRUE","","0","12","","","","","","27060@20","","","（亡者矿坑）召唤怪物","敌人厉害，看来要来个兄弟帮帮手！","","","","",""
"58111","0","","0","1","TRUE","","0","2","162003",,"1","0",,"","96112",,"（亡者矿坑）连击点数大于等于1释放技能","承受我剔骨的痛苦吧！","","","","",
"58112",,"","","",,"","0","2","160004","","1","0","","","","","（亡者矿坑）心灵之火","在我面前你们那点伤害完全不够看！","",,,,
"58200","","","","","","","0","2","110002","","1","0","","","96200","0","战士自动对目标使用挫志怒吼",,,,,,
"58201","","","","","","","0","2","110005","","1","0","","","96201","0","战士自动对目标使用破甲",,,,,,
"58202","","","","","","","0","2","110003","","1","0","","","96202","0","战士对敌方单位使用毁灭打击",,,,,,
"58203","","","","","","","0","2","120003","","1","0","","","96203","0","骑士自动对目标使用复仇之盾",,,,,,
"58204","","","","","","","0","2","120005","","1","0","","","96204","0","骑士自动对目标使用神谕责难",,,,,,
"58205","","","","","","","0","2","120004","","1","0","","","96205","0","骑士自动对目标使用圣光洗礼",,,,,,
"58206","","","","","","","0","2","120002","","1","0","","","96206","0","骑士自动对目标使用无边定罪",,,,,,
"58207","","","","","","","0","2","130005","","1","0","","","96207","0","猎人自动对目标使用精准打击",,,,,,
"58208","","","","","","","0","2","140002","","1","0","","","","0","德鲁伊自动对目标使用绿之潮",,,,,,
"58209","","","","","","","0","2","140003","","1","0","","","96209","0","德鲁伊自动对目标使用黄昏花蕾",,,,,,
"58210","","","","","","","0","2","160004","","1","0","","","","0","牧师自动对目标使用心灵之火",,,,,,
"58211","","","","","","","0","2","160003","","1","0","","","96211","0","牧师自动对目标使用复生",,,,,,
"58212","","","","","","","0","2","160002","","1","0","","","96212","0","牧师自动对目标使用治疗祷言",,,,,,
"58213","","","","","","","0","2","160005","","1","0","","","96213","0","牧师自动对目标使用神圣救赎",,,,,,
"58214","","","","","","","0","2","161004","","1","0","","","96214","0","萨满自动对目标使用先祖之魂",,,,,,
"58215","","","","","","","0","2","162002","","1","0","","","96215","0","盗贼自动对目标使用穿刺影袭",,,,,,
"58216","","","","","","","0","2","163002","","1","0","","","96216","0","术士自动对目标使用沉默诅咒",,,,,,
"58217","","","","","","","0","2","163005","","1","0","","","96217","0","术士自动对目标使用虚弱诅咒",,,,,,
"58218","","","","","","","0","2","163003","","1","0","","","","0","术士自动对目标使用生命虹吸",,,,,,
"58219","","","","","","","0","2","162003","","1","0","","","96219","0","0连击点盗贼自动对目标使用剔骨",,,,,,
"58220","","","","","","","0","2","162003","","1","0","","","96220","0","1连击点盗贼自动对目标使用剔骨",,,,,,
"58221","","","","","","","0","2","162003","","1","0","","","96221","0","2连击点盗贼自动对目标使用剔骨",,,,,,
"58222","","","","","","","0","2","162003","","1","0","","","96222","0","3连击点盗贼自动对目标使用剔骨",,,,,,
"58223","","","","","","","0","2","162003","","1","0","","","96223","0","4连击点盗贼自动对目标使用剔骨",,,,,,
"58224","","","","","","","0","2","162003","","1","0","","","96224","0","5连击点盗贼自动对目标使用剔骨",,,,,,
"59001","0","","0","1","TRUE",,"0","9",,,,,"100",,,,,"既然有讨厌的人在，那么我就不陪你们玩了！","","","","",
"59002","0","","0","1","TRUE",,"0","",,,,,,,,,,"我最讨厌牧师、德鲁伊、圣骑还有术士！","","","","",
"59003","0","","0","1","TRUE",,"0","9",,,,,"100",,,,,"本来以为你们蛮厉害的，没想到这么菜，不陪你们玩了！","","","","",
"59004","0","","0","1","TRUE",,"0","","180011",,"1","0",,,"97003",,,"","","","","",
"59005","0","","0","1","TRUE","","0","12",,,,,,"24556@15",,,,"对面人多势众，看来得找个帮手了。","","","","",
"59006","0","","0","1","TRUE","","0","12",,,,,,"24557@15",,,,"对面人多势众，看来得找个帮手了。","","","","",
"59007","0","","0","1","TRUE","","0","12",,,,,,"24558@15",,,,"对面人多势众，看来得找个帮手了。","","","","",
"59008","0","","0","1","TRUE","","0","",,,,,,,,,"日常副本（惧封）没被封印后喊话","作为超级牧师的我，除了控制我什么都不怕。","","","","",
"59009","0","","0","1","TRUE","","0","9",,,,,"100",,,,"日常副本（惧封）被封印后逃跑喊话","居然被控制了，我得跑了。","","","","",
"59010","0","","0","1","TRUE","","0","2","163004",,,,,,,,"冰封王座25关BOSS第一回合错乱一个人","能见到我是你们的荣幸！","","","","",
"59011","0","","0","1","TRUE","","0","2","420024",,,,,,,,"冰封王座25关BOSS第二回合给对面全体减防","看样子我小瞧你们了！","","","","",
"59012","0","","0","1","TRUE","","0","2","420018",,,,,,,,"冰封王座25关BOSS第三回合给已方全体加攻","讨厌你们还是这么厉害！","","","","",
"59013","0","","0","1","TRUE","","0","2","420008",,,,,,,,"冰封王座25关BOSS第四回合给已方全体加血","糟了！队友没血了！","","","","",
"59014","0","","0","1","TRUE",,"0","",,,,,,,,,,"我最讨厌牧师、德鲁伊、圣骑还有术士！","","","","",
"59015","0","","0","1","TRUE","","0","2","120001",,,,,"",,,"（亡者矿坑）BOSS1闲话","没有谁能够轻视我！","","","","",
"59016","0","","0","1","TRUE","","0","2","120001",,,,,"",,,"（亡者矿坑）BOSS1闲话","你们这群弱小的存在，害怕了吧！","","","","",
"59017","0","","0","1","TRUE","","0","2","120001",,,,,"",,,"（亡者矿坑）BOSS1闲话","没有谁能够轻视我！","","","","",
"59018","0","","0","1","TRUE","","0","2","120001",,,,,"",,,"（亡者矿坑）BOSS1闲话","你们这群弱小的存在，害怕了吧！","","","","",
"59019","0","","0","1","TRUE","","0","2","110003",,,,,"",,,"（亡者矿坑）BOSS2闲话","战士的荣耀不允许有任何污点！","","","","",
"59020","0","","0","1","TRUE","","0","2","110004",,,,,"",,,"（亡者矿坑）BOSS2闲话","没有人可以在我的攻击下无动于衷！","","","","",
"59021","0","","0","1","TRUE","","0","2","110003",,,,,"",,,"（亡者矿坑）BOSS2闲话","战士的荣耀不允许有任何污点！","","","","",
"59022","0","","0","1","TRUE","","0","2","110004",,,,,"",,,"（亡者矿坑）BOSS2闲话","没有人可以在我的攻击下无动于衷！","","","","",
"59023","0","","0","1","TRUE","","0","2","161001",,,,,"",,,"（亡者矿坑）BOSS3闲话","你们不懂曲奇的品味，让我将你们电的外焦里嫩吧！","","","","",
"59024","0","","0","1","TRUE","","0","2","161003",,,,,"",,,"（亡者矿坑）BOSS3闲话","可口的食物，天呐，可口的食物！","","","","",
"59025","0","","0","1","TRUE","","0","2","161001",,,,,"",,,"（亡者矿坑）BOSS3闲话","你们不懂曲奇的品味，让我将你们电的外焦里嫩吧！","","","","",
"59026","0","","0","1","TRUE","","0","2","161003",,,,,"",,,"（亡者矿坑）BOSS3闲话","可口的食物，天呐，可口的食物！","","","","",
"59027","0","","0","1","TRUE","","0","2","110005",,,,,"",,,"（亡者矿坑）BOSS4闲话","这么差的装备还敢来和我较量！","","","","",
"59028","0","","0","1","TRUE","","0","2","110003",,,,,"",,,"（亡者矿坑）BOSS4闲话","快点跪地求饶我会考虑放你们一马！","","","","",
"59029","0","","0","1","TRUE","","0","2","110005",,,,,"",,,"（亡者矿坑）BOSS4闲话","这么差的装备还敢来和我较量！","","","","",
"59030","0","","0","1","TRUE","","0","2","110003",,,,,"",,,"（亡者矿坑）BOSS4闲话","快点跪地求饶我会考虑放你们一马！","","","","",
"59031","0","","0","1","TRUE","","0","",,,,,,"",,,"（亡者矿坑）BOSS5闲话","居然敢入侵死亡之地，你们真是嫌命长了！","","","","",
"59032","0","","0","1","TRUE","","0","",,,,,,"",,,"（亡者矿坑）BOSS5闲话","居然敢入侵死亡之地，你们真是嫌命长了！","","","","",
"59033","0","","0","1","TRUE","","0","",,,,,,"",,,"（亡者矿坑）BOSS5闲话","居然敢入侵死亡之地，你们真是嫌命长了！","","","","",
"59034","0","","0","1","TRUE","","0","",,,,,,"",,,"（亡者矿坑）BOSS5闲话","居然敢入侵死亡之地，你们真是嫌命长了！","","","","",
"59040",,"","","",,"","0","2","140003","","1","0","","","96120","0","黄昏花蕾","让你们看看来自德鲁伊的治疗！","",,,,
"59041",,"","","",,"","0","2","160002","","1","0","","","96121","0","治愈祷言","会治疗的牧师才是真正的牧师！","",,,,
"59042",,"","","",,"","0","2","160004","","1","0","","","96122","","心灵之火","在我面前你们那点伤害完全不够看！","",,,,
"59043","",,,,"","","0","2","160003","","1","0","","","96123","0","复生","战斗还没有结束，我的兄弟复活吧！","",,,,
"59044","0","","0","1","TRUE","","0","12","","","","","","27076@20","","","召唤怪物","不要以为有宠物很了不起，我的兄弟有很多！","","","","",""
"59045","0","","0","1","TRUE","","0","2","180030",,"1","0",,"",,,"日常副本魔王第一回合使用技能","承受我的怒火吧，你们这些凡人！","","","","",
"59046","0","","0","1","TRUE","","0","2","180030",,"1","0",,"",,,"日常副本魔王第三回合使用技能","承受我的怒火吧，你们这些凡人！","","","","",
"60000","0","","0","1","TRUE","","0","",,,,,,,,,"未召唤宝宝喊话","我还会回来了！","","","","",
"60001","0","","0","1","TRUE","","0","12","","","","","","22220@20","99001","","小软宝宝1","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60002","0","","0","1","TRUE","","0","12","","","","","","22261@20","99001","","变异小软1","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60003","0","","0","1","TRUE","","0","12","","","","","","22221@20","99001","","捕猎者宝宝5","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60004","0","","0","1","TRUE","","0","12","","","","","","22262@20","99001","","变异捕猎者5","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60005","0","","0","1","TRUE","","0","12","","","","","","22222@20","99001","","羽蛇宝宝15","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60006","0","","0","1","TRUE","","0","12","","","","","","22263@20","99001","","变异羽蛇15","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60007","0","","0","1","TRUE","","0","12","","","","","","22223@20","99001","","囧龟宝宝15","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60008","0","","0","1","TRUE","","0","12","","","","","","22264@20","99001","","变异囧龟15","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60009","0","","0","1","TRUE","","0","12","","","","","","22224@20","99001","","食人工头宝宝25","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60010","0","","0","1","TRUE","","0","12","","","","","","22225@20","99001","","地精工匠宝宝25","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60011","0","","0","1","TRUE","","0","12","","","","","","22226@20","99001","","剪刀手宝宝25","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60012","0","","0","1","TRUE","","0","12","","","","","","22227@20","99001","","鱼人宝宝25","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60013","0","","0","1","TRUE","","0","12","","","","","","22265@20","99001","","食人工头宝宝25","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60014","0","","0","1","TRUE","","0","12","","","","","","22266@20","99001","","地精工匠宝宝25","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60015","0","","0","1","TRUE","","0","12","","","","","","22267@20","99001","","剪刀手宝宝25","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60016","0","","0","1","TRUE","","0","12","","","","","","22268@20","99001","","鱼人宝宝25","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60017","0","","0","1","TRUE","","0","12","","","","","","22228@20","99001","","野鬼宝宝35","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60018","0","","0","1","TRUE","","0","12","","","","","","22229@20","99001","","狼人宝宝35","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60019","0","","0","1","TRUE","","0","12","","","","","","22230@20","99001","","死灵哨兵宝宝35","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60020","0","","0","1","TRUE","","0","12","","","","","","22231@20","99001","","血月教徒宝宝35","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60021","0","","0","1","TRUE","","0","12","","","","","","22269@20","99001","","变异野鬼35","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60022","0","","0","1","TRUE","","0","12","","","","","","22270@20","99001","","变异狼人35","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60023","0","","0","1","TRUE","","0","12","","","","","","22271@20","99001","","变异死灵哨兵35","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60024","0","","0","1","TRUE","","0","12","","","","","","22272@20","99001","","变异血月教徒35","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60025","0","","0","1","TRUE","","0","12","","","","","","22232@20","99001","","野猪宝宝45","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60026","0","","0","1","TRUE","","0","12","","","","","","22233@20","99001","","吸血蝙蝠宝宝45","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60027","0","","0","1","TRUE","","0","12","","","","","","22234@20","99001","","野猪人宝宝45","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60028","0","","0","1","TRUE","","0","12","","","","","","22235@20","99001","","巫妖宝宝45","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60029","0","","0","1","TRUE","","0","12","","","","","","22273@20","99001","","变异野猪45","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60030","0","","0","1","TRUE","","0","12","","","","","","22274@20","99001","","变异吸血蝙蝠45","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60031","0","","0","1","TRUE","","0","12","","","","","","22275@20","99001","","变异野猪人45","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60032","0","","0","1","TRUE","","0","12","","","","","","22276@20","99001","","变异巫妖45","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60033","0","","0","1","TRUE","","0","12","","","","","","22236@20","99001","","血色猎犬宝宝55","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60034","0","","0","1","TRUE","","0","12","","","","","","22237@20","99001","","幽灵宝宝55","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60035","0","","0","1","TRUE","","0","12","","","","","","22238@20","99001","","血色士兵宝宝55","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60036","0","","0","1","TRUE","","0","12","","","","","","22239@20","99001","","血色骑士宝宝55","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60037","0","","0","1","TRUE","","0","12","","","","","","22240@20","99001","","血色牧师宝宝55","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60038","0","","0","1","TRUE","","0","12","","","","","","22277@20","99001","","变异血色猎犬55","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60039","0","","0","1","TRUE","","0","12","","","","","","22278@20","99001","","变异幽灵55","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60040","0","","0","1","TRUE","","0","12","","","","","","22279@20","99001","","变异血色士兵55","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60041","0","","0","1","TRUE","","0","12","","","","","","22280@20","99001","","变异血色骑士55","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60042","0","","0","1","TRUE","","0","12","","","","","","22281@20","99001","","变异血色牧师55","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60043","0","","0","1","TRUE","","0","12","","","","","","22241@20","99001","","土元素宝宝65","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60044","0","","0","1","TRUE","","0","12","","","","","","22242@20","99001","","半人马宝宝65","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60045","0","","0","1","TRUE","","0","12","","","","","","22243@20","99001","","鞭笞者宝宝65","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
"60046","0","","0","1","TRUE","","0","12","","","","","","22244@20","99001","","腐女宝宝65","看起来你们很强，有想招聘强力宠物的没有，三餐有肉就行！！！","","","","",""
