"装备属性编号","属性1ID","属性1名称","属性2ID","属性2名称","属性3ID","属性3名称","属性1波动段1min","属性1波动段1max","属性1波动段2min","属性1波动段2max","属性1波动段3min","属性1波动段3max","属性1波动段4min","属性1波动段4max","属性1波动段5min","属性1波动段5max","属性1波动段1权重","属性1波动段2权重","属性1波动段3权重","属性1波动段4权重","属性1波动段5权重","属性2波动段1min","属性2波动段1max","属性2波动段2min","属性2波动段2max","属性2波动段3min","属性2波动段3max","属性2波动段4min","属性2波动段4max","属性2波动段5min","属性2波动段5max","属性2波动段1权重","属性2波动段2权重","属性2波动段3权重","属性2波动段4权重","属性2波动段5权重","属性3波动段1min","属性3波动段1max","属性3波动段2min","属性3波动段2max","属性3波动段3min","属性3波动段3max","属性3波动段4min","属性3波动段4max","属性3波动段5min","属性3波动段5max","属性3波动段1权重","属性3波动段2权重","属性3波动段3权重","属性3波动段4权重","属性3波动段5权重"
"8090101","130","phyattack_value","150","magicattack_value","170","medical_value","723","734","734","744","744","754","754","765","765","775","4546","2909","1636","727","182","163","165","165","167","167","170","170","172","172","174","4546","2909","1636","727","182","238","247","247","256","256","265","265","274","274","284","4546","2909","1636","727","182"
"8090102","130","phyattack_value","150","magicattack_value","170","medical_value","723","734","734","744","744","754","754","765","765","775","4546","2909","1636","727","182","163","165","165","167","167","170","170","172","172","174","4546","2909","1636","727","182","238","247","247","256","256","265","265","274","274","284","4546","2909","1636","727","182"
"8090103","130","phyattack_value","150","magicattack_value","170","medical_value","723","734","734","744","744","754","754","765","765","775","4546","2909","1636","727","182","163","165","165","167","167","170","170","172","172","174","4546","2909","1636","727","182","238","247","247","256","256","265","265","274","274","284","4546","2909","1636","727","182"
"8090104","130","phyattack_value","150","magicattack_value","170","medical_value","723","734","734","744","744","754","754","765","765","775","4546","2909","1636","727","182","163","165","165","167","167","170","170","172","172","174","4546","2909","1636","727","182","238","247","247","256","256","265","265","274","274","284","4546","2909","1636","727","182"
"8090105","130","phyattack_value","150","magicattack_value","170","medical_value","723","734","734","744","744","754","754","765","765","775","4546","2909","1636","727","182","163","165","165","167","167","170","170","172","172","174","4546","2909","1636","727","182","238","247","247","256","256","265","265","274","274","284","4546","2909","1636","727","182"
"8090106","130","phyattack_value","150","magicattack_value","170","medical_value","723","734","734","744","744","754","754","765","765","775","4546","2909","1636","727","182","163","165","165","167","167","170","170","172","172","174","4546","2909","1636","727","182","238","247","247","256","256","265","265","274","274","284","4546","2909","1636","727","182"
"8090207","60","maxhp_value","140","defend_value","","","579","587","587","595","595","603","603","612","612","620","4546","2909","1636","727","182","181","183","183","186","186","189","189","191","191","194","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8090208","60","maxhp_value","140","defend_value","","","579","587","587","595","595","603","603","612","612","620","4546","2909","1636","727","182","181","183","183","186","186","189","189","191","191","194","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8090309","90","maxmp_value","140","defend_value","","","723","734","734","744","744","754","754","765","765","775","4546","2909","1636","727","182","108","110","110","112","112","113","113","115","115","116","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8090310","90","maxmp_value","140","defend_value","","","723","734","734","744","744","754","754","765","765","775","4546","2909","1636","727","182","108","110","110","112","112","113","113","115","115","116","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8090411","150","magicattack_value","160","magicdef_value","","","199","202","202","205","205","207","207","210","210","213","4546","2909","1636","727","182","106","107","107","109","109","110","110","112","112","113","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8090512","60","maxhp_value","140","defend_value","","","868","880","880","893","893","905","905","917","917","930","4546","2909","1636","727","182","72","73","73","74","74","75","75","76","76","77","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8090613","160","magicdef_value","200","speed_value","","","106","107","107","109","109","110","110","112","112","113","4546","2909","1636","727","182","103","107","107","111","111","115","115","119","119","123","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8100101","130","phyattack_value","150","magicattack_value","170","medical_value","804","815","815","827","827","838","838","850","850","861","4546","2909","1636","727","182","181","183","183","186","186","189","189","191","191","194","4546","2909","1636","727","182","264","274","274","284","284","295","295","305","305","315","4546","2909","1636","727","182"
"8100102","130","phyattack_value","150","magicattack_value","170","medical_value","804","815","815","827","827","838","838","850","850","861","4546","2909","1636","727","182","181","183","183","186","186","189","189","191","191","194","4546","2909","1636","727","182","264","274","274","284","284","295","295","305","305","315","4546","2909","1636","727","182"
"8100103","130","phyattack_value","150","magicattack_value","170","medical_value","804","815","815","827","827","838","838","850","850","861","4546","2909","1636","727","182","181","183","183","186","186","189","189","191","191","194","4546","2909","1636","727","182","264","274","274","284","284","295","295","305","305","315","4546","2909","1636","727","182"
"8100104","130","phyattack_value","150","magicattack_value","170","medical_value","804","815","815","827","827","838","838","850","850","861","4546","2909","1636","727","182","181","183","183","186","186","189","189","191","191","194","4546","2909","1636","727","182","264","274","274","284","284","295","295","305","305","315","4546","2909","1636","727","182"
"8100105","130","phyattack_value","150","magicattack_value","170","medical_value","804","815","815","827","827","838","838","850","850","861","4546","2909","1636","727","182","181","183","183","186","186","189","189","191","191","194","4546","2909","1636","727","182","264","274","274","284","284","295","295","305","305","315","4546","2909","1636","727","182"
"8100106","130","phyattack_value","150","magicattack_value","170","medical_value","804","815","815","827","827","838","838","850","850","861","4546","2909","1636","727","182","181","183","183","186","186","189","189","191","191","194","4546","2909","1636","727","182","264","274","274","284","284","295","295","305","305","315","4546","2909","1636","727","182"
"8100207","60","maxhp_value","140","defend_value","","","643","652","652","661","661","670","670","680","680","689","4546","2909","1636","727","182","201","204","204","207","207","210","210","212","212","215","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8100208","60","maxhp_value","140","defend_value","","","643","652","652","661","661","670","670","680","680","689","4546","2909","1636","727","182","201","204","204","207","207","210","210","212","212","215","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8100309","90","maxmp_value","140","defend_value","","","804","815","815","827","827","838","838","850","850","861","4546","2909","1636","727","182","121","122","122","124","124","126","126","127","127","129","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8100310","90","maxmp_value","140","defend_value","","","804","815","815","827","827","838","838","850","850","861","4546","2909","1636","727","182","121","122","122","124","124","126","126","127","127","129","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8100411","150","magicattack_value","160","magicdef_value","","","221","224","224","227","227","230","230","234","234","237","4546","2909","1636","727","182","118","119","119","121","121","123","123","124","124","126","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8100512","60","maxhp_value","140","defend_value","","","964","978","978","992","992","1006","1006","1019","1019","1033","4546","2909","1636","727","182","80","82","82","83","83","84","84","85","85","86","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8100613","160","magicdef_value","200","speed_value","","","118","119","119","121","121","123","123","124","124","126","4546","2909","1636","727","182","114","119","119","123","123","128","128","132","132","137","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8110101","130","phyattack_value","150","magicattack_value","170","medical_value","884","897","897","909","909","922","922","934","934","947","4546","2909","1636","727","182","199","202","202","205","205","207","207","210","210","213","4546","2909","1636","727","182","290","302","302","313","313","324","324","335","335","347","4546","2909","1636","727","182"
"8110102","130","phyattack_value","150","magicattack_value","170","medical_value","884","897","897","909","909","922","922","934","934","947","4546","2909","1636","727","182","199","202","202","205","205","207","207","210","210","213","4546","2909","1636","727","182","290","302","302","313","313","324","324","335","335","347","4546","2909","1636","727","182"
"8110103","130","phyattack_value","150","magicattack_value","170","medical_value","884","897","897","909","909","922","922","934","934","947","4546","2909","1636","727","182","199","202","202","205","205","207","207","210","210","213","4546","2909","1636","727","182","290","302","302","313","313","324","324","335","335","347","4546","2909","1636","727","182"
"8110104","130","phyattack_value","150","magicattack_value","170","medical_value","884","897","897","909","909","922","922","934","934","947","4546","2909","1636","727","182","199","202","202","205","205","207","207","210","210","213","4546","2909","1636","727","182","290","302","302","313","313","324","324","335","335","347","4546","2909","1636","727","182"
"8110105","130","phyattack_value","150","magicattack_value","170","medical_value","884","897","897","909","909","922","922","934","934","947","4546","2909","1636","727","182","199","202","202","205","205","207","207","210","210","213","4546","2909","1636","727","182","290","302","302","313","313","324","324","335","335","347","4546","2909","1636","727","182"
"8110106","130","phyattack_value","150","magicattack_value","170","medical_value","884","897","897","909","909","922","922","934","934","947","4546","2909","1636","727","182","199","202","202","205","205","207","207","210","210","213","4546","2909","1636","727","182","290","302","302","313","313","324","324","335","335","347","4546","2909","1636","727","182"
"8110207","60","maxhp_value","140","defend_value","","","707","717","717","727","727","737","737","748","748","758","4546","2909","1636","727","182","221","224","224","227","227","230","230","234","234","237","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8110208","60","maxhp_value","140","defend_value","","","707","717","717","727","727","737","737","748","748","758","4546","2909","1636","727","182","221","224","224","227","227","230","230","234","234","237","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8110309","90","maxmp_value","140","defend_value","","","884","897","897","909","909","922","922","934","934","947","4546","2909","1636","727","182","133","134","134","136","136","138","138","140","140","142","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8110310","90","maxmp_value","140","defend_value","","","884","897","897","909","909","922","922","934","934","947","4546","2909","1636","727","182","133","134","134","136","136","138","138","140","140","142","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8110411","150","magicattack_value","160","magicdef_value","","","243","247","247","250","250","254","254","257","257","260","4546","2909","1636","727","182","129","131","131","133","133","135","135","137","137","139","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8110512","60","maxhp_value","140","defend_value","","","1061","1076","1076","1091","1091","1106","1106","1121","1121","1137","4546","2909","1636","727","182","88","90","90","91","91","92","92","93","93","95","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8110613","160","magicdef_value","200","speed_value","","","129","131","131","133","133","135","135","137","137","139","4546","2909","1636","727","182","126","131","131","136","136","140","140","145","145","150","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8120101","130","phyattack_value","150","magicattack_value","170","medical_value","964","978","978","992","992","1006","1006","1019","1019","1033","4546","2909","1636","727","182","217","220","220","223","223","226","226","229","229","232","4546","2909","1636","727","182","317","329","329","341","341","354","354","366","366","378","4546","2909","1636","727","182"
"8120102","130","phyattack_value","150","magicattack_value","170","medical_value","964","978","978","992","992","1006","1006","1019","1019","1033","4546","2909","1636","727","182","217","220","220","223","223","226","226","229","229","232","4546","2909","1636","727","182","317","329","329","341","341","354","354","366","366","378","4546","2909","1636","727","182"
"8120103","130","phyattack_value","150","magicattack_value","170","medical_value","964","978","978","992","992","1006","1006","1019","1019","1033","4546","2909","1636","727","182","217","220","220","223","223","226","226","229","229","232","4546","2909","1636","727","182","317","329","329","341","341","354","354","366","366","378","4546","2909","1636","727","182"
"8120104","130","phyattack_value","150","magicattack_value","170","medical_value","964","978","978","992","992","1006","1006","1019","1019","1033","4546","2909","1636","727","182","217","220","220","223","223","226","226","229","229","232","4546","2909","1636","727","182","317","329","329","341","341","354","354","366","366","378","4546","2909","1636","727","182"
"8120105","130","phyattack_value","150","magicattack_value","170","medical_value","964","978","978","992","992","1006","1006","1019","1019","1033","4546","2909","1636","727","182","217","220","220","223","223","226","226","229","229","232","4546","2909","1636","727","182","317","329","329","341","341","354","354","366","366","378","4546","2909","1636","727","182"
"8120106","130","phyattack_value","150","magicattack_value","170","medical_value","964","978","978","992","992","1006","1006","1019","1019","1033","4546","2909","1636","727","182","217","220","220","223","223","226","226","229","229","232","4546","2909","1636","727","182","317","329","329","341","341","354","354","366","366","378","4546","2909","1636","727","182"
"8120207","60","maxhp_value","140","defend_value","","","771","782","782","793","793","805","805","816","816","827","4546","2909","1636","727","182","241","245","245","248","248","251","251","255","255","258","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8120208","60","maxhp_value","140","defend_value","","","771","782","782","793","793","805","805","816","816","827","4546","2909","1636","727","182","241","245","245","248","248","251","251","255","255","258","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8120309","90","maxmp_value","140","defend_value","","","964","978","978","992","992","1006","1006","1019","1019","1033","4546","2909","1636","727","182","145","147","147","149","149","151","151","153","153","155","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8120310","90","maxmp_value","140","defend_value","","","964","978","978","992","992","1006","1006","1019","1019","1033","4546","2909","1636","727","182","145","147","147","149","149","151","151","153","153","155","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8120411","150","magicattack_value","160","magicdef_value","","","265","269","269","273","273","277","277","280","280","284","4546","2909","1636","727","182","141","143","143","145","145","147","147","149","149","151","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8120512","60","maxhp_value","140","defend_value","","","1157","1174","1174","1190","1190","1207","1207","1223","1223","1240","4546","2909","1636","727","182","96","98","98","99","99","101","101","102","102","103","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8120613","160","magicdef_value","200","speed_value","","","141","143","143","145","145","147","147","149","149","151","4546","2909","1636","727","182","137","143","143","148","148","153","153","158","158","164","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8130101","130","phyattack_value","150","magicattack_value","170","medical_value","1045","1060","1060","1075","1075","1089","1089","1104","1104","1119","4546","2909","1636","727","182","235","238","238","242","242","245","245","248","248","252","4546","2909","1636","727","182","343","356","356","370","370","383","383","396","396","410","4546","2909","1636","727","182"
"8130102","130","phyattack_value","150","magicattack_value","170","medical_value","1045","1060","1060","1075","1075","1089","1089","1104","1104","1119","4546","2909","1636","727","182","235","238","238","242","242","245","245","248","248","252","4546","2909","1636","727","182","343","356","356","370","370","383","383","396","396","410","4546","2909","1636","727","182"
"8130103","130","phyattack_value","150","magicattack_value","170","medical_value","1045","1060","1060","1075","1075","1089","1089","1104","1104","1119","4546","2909","1636","727","182","235","238","238","242","242","245","245","248","248","252","4546","2909","1636","727","182","343","356","356","370","370","383","383","396","396","410","4546","2909","1636","727","182"
"8130104","130","phyattack_value","150","magicattack_value","170","medical_value","1045","1060","1060","1075","1075","1089","1089","1104","1104","1119","4546","2909","1636","727","182","235","238","238","242","242","245","245","248","248","252","4546","2909","1636","727","182","343","356","356","370","370","383","383","396","396","410","4546","2909","1636","727","182"
"8130105","130","phyattack_value","150","magicattack_value","170","medical_value","1045","1060","1060","1075","1075","1089","1089","1104","1104","1119","4546","2909","1636","727","182","235","238","238","242","242","245","245","248","248","252","4546","2909","1636","727","182","343","356","356","370","370","383","383","396","396","410","4546","2909","1636","727","182"
"8130106","130","phyattack_value","150","magicattack_value","170","medical_value","1045","1060","1060","1075","1075","1089","1089","1104","1104","1119","4546","2909","1636","727","182","235","238","238","242","242","245","245","248","248","252","4546","2909","1636","727","182","343","356","356","370","370","383","383","396","396","410","4546","2909","1636","727","182"
"8130207","60","maxhp_value","140","defend_value","","","836","848","848","860","860","872","872","884","884","895","4546","2909","1636","727","182","261","265","265","269","269","272","272","276","276","280","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8130208","60","maxhp_value","140","defend_value","","","836","848","848","860","860","872","872","884","884","895","4546","2909","1636","727","182","261","265","265","269","269","272","272","276","276","280","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8130309","90","maxmp_value","140","defend_value","","","1045","1060","1060","1075","1075","1089","1089","1104","1104","1119","4546","2909","1636","727","182","157","159","159","161","161","163","163","166","166","168","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8130310","90","maxmp_value","140","defend_value","","","1045","1060","1060","1075","1075","1089","1089","1104","1104","1119","4546","2909","1636","727","182","157","159","159","161","161","163","163","166","166","168","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8130411","150","magicattack_value","160","magicdef_value","","","287","291","291","295","295","300","300","304","304","308","4546","2909","1636","727","182","153","155","155","157","157","159","159","162","162","164","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8130512","60","maxhp_value","140","defend_value","","","1254","1272","1272","1289","1289","1307","1307","1325","1325","1343","4546","2909","1636","727","182","104","106","106","107","107","109","109","110","110","112","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8130613","160","magicdef_value","200","speed_value","","","153","155","155","157","157","159","159","162","162","164","4546","2909","1636","727","182","149","154","154","160","160","166","166","172","172","177","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8140101","130","phyattack_value","150","magicattack_value","170","medical_value","1125","1141","1141","1157","1157","1173","1173","1189","1189","1205","4546","2909","1636","727","182","253","257","257","260","260","264","264","268","268","271","4546","2909","1636","727","182","370","384","384","398","398","412","412","427","427","441","4546","2909","1636","727","182"
"8140102","130","phyattack_value","150","magicattack_value","170","medical_value","1125","1141","1141","1157","1157","1173","1173","1189","1189","1205","4546","2909","1636","727","182","253","257","257","260","260","264","264","268","268","271","4546","2909","1636","727","182","370","384","384","398","398","412","412","427","427","441","4546","2909","1636","727","182"
"8140103","130","phyattack_value","150","magicattack_value","170","medical_value","1125","1141","1141","1157","1157","1173","1173","1189","1189","1205","4546","2909","1636","727","182","253","257","257","260","260","264","264","268","268","271","4546","2909","1636","727","182","370","384","384","398","398","412","412","427","427","441","4546","2909","1636","727","182"
"8140104","130","phyattack_value","150","magicattack_value","170","medical_value","1125","1141","1141","1157","1157","1173","1173","1189","1189","1205","4546","2909","1636","727","182","253","257","257","260","260","264","264","268","268","271","4546","2909","1636","727","182","370","384","384","398","398","412","412","427","427","441","4546","2909","1636","727","182"
"8140105","130","phyattack_value","150","magicattack_value","170","medical_value","1125","1141","1141","1157","1157","1173","1173","1189","1189","1205","4546","2909","1636","727","182","253","257","257","260","260","264","264","268","268","271","4546","2909","1636","727","182","370","384","384","398","398","412","412","427","427","441","4546","2909","1636","727","182"
"8140106","130","phyattack_value","150","magicattack_value","170","medical_value","1125","1141","1141","1157","1157","1173","1173","1189","1189","1205","4546","2909","1636","727","182","253","257","257","260","260","264","264","268","268","271","4546","2909","1636","727","182","370","384","384","398","398","412","412","427","427","441","4546","2909","1636","727","182"
"8140207","60","maxhp_value","140","defend_value","","","900","913","913","926","926","939","939","951","951","964","4546","2909","1636","727","182","281","285","285","289","289","293","293","297","297","301","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8140208","60","maxhp_value","140","defend_value","","","900","913","913","926","926","939","939","951","951","964","4546","2909","1636","727","182","281","285","285","289","289","293","293","297","297","301","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8140309","90","maxmp_value","140","defend_value","","","1125","1141","1141","1157","1157","1173","1173","1189","1189","1205","4546","2909","1636","727","182","169","171","171","174","174","176","176","178","178","181","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8140310","90","maxmp_value","140","defend_value","","","1125","1141","1141","1157","1157","1173","1173","1189","1189","1205","4546","2909","1636","727","182","169","171","171","174","174","176","176","178","178","181","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8140411","150","magicattack_value","160","magicdef_value","","","309","314","314","318","318","323","323","327","327","331","4546","2909","1636","727","182","165","167","167","169","169","172","172","174","174","176","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8140512","60","maxhp_value","140","defend_value","","","1350","1369","1369","1389","1389","1408","1408","1427","1427","1446","4546","2909","1636","727","182","113","114","114","116","116","117","117","119","119","121","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8140613","160","magicdef_value","200","speed_value","","","165","167","167","169","169","172","172","174","174","176","4546","2909","1636","727","182","160","166","166","173","173","179","179","185","185","191","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8150101","130","phyattack_value","150","magicattack_value","170","medical_value","1205","1223","1223","1240","1240","1257","1257","1274","1274","1292","4546","2909","1636","727","182","271","275","275","279","279","283","283","287","287","291","4546","2909","1636","727","182","396","411","411","427","427","442","442","457","457","473","4546","2909","1636","727","182"
"8150102","130","phyattack_value","150","magicattack_value","170","medical_value","1205","1223","1223","1240","1240","1257","1257","1274","1274","1292","4546","2909","1636","727","182","271","275","275","279","279","283","283","287","287","291","4546","2909","1636","727","182","396","411","411","427","427","442","442","457","457","473","4546","2909","1636","727","182"
"8150103","130","phyattack_value","150","magicattack_value","170","medical_value","1205","1223","1223","1240","1240","1257","1257","1274","1274","1292","4546","2909","1636","727","182","271","275","275","279","279","283","283","287","287","291","4546","2909","1636","727","182","396","411","411","427","427","442","442","457","457","473","4546","2909","1636","727","182"
"8150104","130","phyattack_value","150","magicattack_value","170","medical_value","1205","1223","1223","1240","1240","1257","1257","1274","1274","1292","4546","2909","1636","727","182","271","275","275","279","279","283","283","287","287","291","4546","2909","1636","727","182","396","411","411","427","427","442","442","457","457","473","4546","2909","1636","727","182"
"8150105","130","phyattack_value","150","magicattack_value","170","medical_value","1205","1223","1223","1240","1240","1257","1257","1274","1274","1292","4546","2909","1636","727","182","271","275","275","279","279","283","283","287","287","291","4546","2909","1636","727","182","396","411","411","427","427","442","442","457","457","473","4546","2909","1636","727","182"
"8150106","130","phyattack_value","150","magicattack_value","170","medical_value","1205","1223","1223","1240","1240","1257","1257","1274","1274","1292","4546","2909","1636","727","182","271","275","275","279","279","283","283","287","287","291","4546","2909","1636","727","182","396","411","411","427","427","442","442","457","457","473","4546","2909","1636","727","182"
"8150207","60","maxhp_value","140","defend_value","","","964","978","978","992","992","1006","1006","1019","1019","1033","4546","2909","1636","727","182","301","306","306","310","310","314","314","319","319","323","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8150208","60","maxhp_value","140","defend_value","","","964","978","978","992","992","1006","1006","1019","1019","1033","4546","2909","1636","727","182","301","306","306","310","310","314","314","319","319","323","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8150309","90","maxmp_value","140","defend_value","","","1205","1223","1223","1240","1240","1257","1257","1274","1274","1292","4546","2909","1636","727","182","181","183","183","186","186","189","189","191","191","194","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8150310","90","maxmp_value","140","defend_value","","","1205","1223","1223","1240","1240","1257","1257","1274","1274","1292","4546","2909","1636","727","182","181","183","183","186","186","189","189","191","191","194","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8150411","150","magicattack_value","160","magicdef_value","","","331","336","336","341","341","346","346","350","350","355","4546","2909","1636","727","182","176","179","179","181","181","184","184","186","186","189","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8150512","60","maxhp_value","140","defend_value","","","1446","1467","1467","1488","1488","1508","1508","1529","1529","1550","4546","2909","1636","727","182","121","122","122","124","124","126","126","127","127","129","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"8150613","160","magicdef_value","200","speed_value","","","176","179","179","181","181","184","184","186","186","189","4546","2909","1636","727","182","172","178","178","185","185","191","191","198","198","205","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4001114","130","phyattack_value","150","magicattack_value","170","medical_value","6","6","6","6","6","6","6","6","6","6","4546","2909","1636","727","182","1","1","1","1","1","1","1","1","1","1","4546","2909","1636","727","182","2","2","2","2","2","2","2","2","2","2","4546","2909","1636","727","182"
"4001115","130","phyattack_value","150","magicattack_value","170","medical_value","6","6","6","6","6","6","6","6","6","6","4546","2909","1636","727","182","1","1","1","1","1","1","1","1","1","1","4546","2909","1636","727","182","2","2","2","2","2","2","2","2","2","2","4546","2909","1636","727","182"
"4001116","130","phyattack_value","150","magicattack_value","170","medical_value","6","6","6","6","6","6","6","6","6","6","4546","2909","1636","727","182","1","1","1","1","1","1","1","1","1","1","4546","2909","1636","727","182","2","2","2","2","2","2","2","2","2","2","4546","2909","1636","727","182"
"4001117","130","phyattack_value","150","magicattack_value","170","medical_value","6","6","6","6","6","6","6","6","6","6","4546","2909","1636","727","182","1","1","1","1","1","1","1","1","1","1","4546","2909","1636","727","182","2","2","2","2","2","2","2","2","2","2","4546","2909","1636","727","182"
"4001118","130","phyattack_value","150","magicattack_value","170","medical_value","6","6","6","6","6","6","6","6","6","6","4546","2909","1636","727","182","1","1","1","1","1","1","1","1","1","1","4546","2909","1636","727","182","2","2","2","2","2","2","2","2","2","2","4546","2909","1636","727","182"
"4001119","130","phyattack_value","150","magicattack_value","170","medical_value","6","6","6","6","6","6","6","6","6","6","4546","2909","1636","727","182","1","1","1","1","1","1","1","1","1","1","4546","2909","1636","727","182","2","2","2","2","2","2","2","2","2","2","4546","2909","1636","727","182"
"4001220","60","maxhp_value","140","defend_value","","","5","5","5","5","5","5","5","5","5","5","4546","2909","1636","727","182","1","1","1","1","1","1","1","1","1","1","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4001221","60","maxhp_value","140","defend_value","","","5","5","5","5","5","5","5","5","5","5","4546","2909","1636","727","182","1","1","1","1","1","1","1","1","1","1","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4001322","90","maxmp_value","140","defend_value","","","6","6","6","6","6","6","6","6","6","6","4546","2909","1636","727","182","1","1","1","1","1","1","1","1","1","1","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4001323","90","maxmp_value","140","defend_value","","","6","6","6","6","6","6","6","6","6","6","4546","2909","1636","727","182","1","1","1","1","1","1","1","1","1","1","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4001424","150","magicattack_value","160","magicdef_value","","","2","2","2","2","2","2","2","2","2","2","4546","2909","1636","727","182","1","1","1","1","1","1","1","1","1","1","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4001525","60","maxhp_value","140","defend_value","","","7","7","7","7","7","7","7","7","7","7","4546","2909","1636","727","182","1","1","1","1","1","1","1","1","1","1","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4001626","160","magicdef_value","200","speed_value","","","1","1","1","1","1","1","1","1","1","1","4546","2909","1636","727","182","1","1","1","1","1","1","1","1","1","1","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"4010114","130","phyattack_value","150","magicattack_value","170","medical_value","57","57","57","57","57","57","57","57","57","57","4546","2909","1636","727","182","13","13","13","13","13","13","13","13","13","13","4546","2909","1636","727","182","15","15","15","15","15","15","15","15","15","15","4546","2909","1636","727","182"
"4010115","130","phyattack_value","150","magicattack_value","170","medical_value","57","57","57","57","57","57","57","57","57","57","4546","2909","1636","727","182","13","13","13","13","13","13","13","13","13","13","4546","2909","1636","727","182","15","15","15","15","15","15","15","15","15","15","4546","2909","1636","727","182"
"4010116","130","phyattack_value","150","magicattack_value","170","medical_value","57","57","57","57","57","57","57","57","57","57","4546","2909","1636","727","182","13","13","13","13","13","13","13","13","13","13","4546","2909","1636","727","182","15","15","15","15","15","15","15","15","15","15","4546","2909","1636","727","182"
"4010117","130","phyattack_value","150","magicattack_value","170","medical_value","57","57","57","57","57","57","57","57","57","57","4546","2909","1636","727","182","13","13","13","13","13","13","13","13","13","13","4546","2909","1636","727","182","15","15","15","15","15","15","15","15","15","15","4546","2909","1636","727","182"
