"装备ID","装备分类","等级","制造图纸ID","制造图纸数量","千年寒铁ID","千年寒铁数量","材料铁1","材料铁数量1","材料铁2","材料铁数量2","材料铁3","材料铁数量3","材料铁4","材料铁数量4","材料铁5","材料铁数量5","材料铁6","材料铁数量6","材料铁7","材料铁数量7","材料铁8","材料铁数量8","材料铁9","材料铁数量9","材料铁10","材料铁数量10","材料铁11","材料铁数量11","材料铁12","材料铁数量12","材料铁13","材料铁数量13","材料铁14","材料铁数量14","材料铁15","材料铁数量15","制造符ID","制造符数量","制造符1","制造符数量1","制造符2","制造符数量2","制造符3","制造符数量3","制造符4","制造符数量4","制造符5","制造符数量5","制造符6","制造符数量6","制造符7","制造符数量7","制造符8","制造符数量8","制造符9","制造符数量9","制造符10","制造符数量10","制造符11","制造符数量11","制造符12","制造符数量12","制造符13","制造符数量13","制造符14","制造符数量14","制造符15","制造符数量15","强化材料ID","强化材料数量","打造金钱消耗","打造消耗金钱类型","强化打造产出装备ID","普通打造装备ID1","普通打造装备概率1","普通打造装备ID2","普通打造装备概率2","普通打造装备ID3","普通打造装备概率3","普通打造装备ID4","普通打造装备概率4","普通打造装备ID5","普通打造装备概率5","强化打造装备ID1","强化打造装备概率1","强化打造装备ID2","强化打造装备概率2","强化打造装备ID3","强化打造装备概率3","强化打造装备ID4","强化打造装备概率4","强化打造装备ID5","强化打造装备概率5"
"5020105","1288","20","350204","1","341102","1","341102","1","341103","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","331102","1","331102","1","331103","1","331104","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","40008","1","17500","1","6020105","5020105","5500","6020105","4000","7020105","500","","",,,"5020105","0","6020105","7500","7020105","2500",,"",,
"5020106","1288","20","350205","1","341102","1","341102","1","341103","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","331102","1","331102","1","331103","1","331104","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","40008","1","17500","1","6020106","5020106","5500","6020106","4000","7020106","500","","",,,"5020106","0","6020106","7500","7020106","2500",,"",,
"5020207","312","20","350211","1","341102","1","341102","1","341103","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","331132","1","331132","1","331133","1","331134","1","331135","1","331136","1","331137","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","40010","1","17500","1","6020207","5020207","5500","6020207","4000","7020207","500","","",,,"5020207","0","6020207","7500","7020207","2500",,"",,
"5020208","312","20","350212","1","341102","1","341102","1","341103","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","331132","1","331132","1","331133","1","331134","1","331135","1","331136","1","331137","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","40010","1","17500","1","6020208","5020208","5500","6020208","4000","7020208","500","","",,,"5020208","0","6020208","7500","7020208","2500",,"",,
"5020309","280","20","350209","1","341102","1","341102","1","341103","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","331132","1","331132","1","331133","1","331134","1","331135","1","331136","1","331137","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","40009","1","17500","1","6020309","5020309","5500","6020309","4000","7020309","500","","",,,"5020309","0","6020309","7500","7020309","2500",,"",,
"5020310","280","20","350210","1","341102","1","341102","1","341103","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","331132","1","331132","1","331133","1","331134","1","331135","1","331136","1","331137","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","40009","1","17500","1","6020310","5020310","5500","6020310","4000","7020310","500","","",,,"5020310","0","6020310","7500","7020310","2500",,"",,
"5020411","40","20","350208","1","341102","1","341102","1","341103","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","331162","1","331162","1","331163","1","331164","1","331165","1","331166","1","331167","1","331168","1","331169","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","40011","1","17500","1","6020411","5020411","5500","6020411","4000","7020411","500","","",,,"5020411","0","6020411","7500","7020411","2500",,"",,
"5020512","72","20","350206","1","341102","1","341102","1","341103","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","331162","1","331162","1","331163","1","331164","1","331165","1","331166","1","331167","1","331168","1","331169","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","40011","1","17500","1","6020512","5020512","5500","6020512","4000","7020512","500","","",,,"5020512","0","6020512","7500","7020512","2500",,"",,
"5020613","88","20","350207","1","341102","1","341102","1","341103","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","331162","1","331162","1","331163","1","331164","1","331165","1","331166","1","331167","1","331168","1","331169","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","40011","1","17500","1","6020613","5020613","5500","6020613","4000","7020613","500","","",,,"5020613","0","6020613","7500","7020613","2500",,"",,
"5030101","1288","30","350300","1","341103","1","341103","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","331103","1","331103","1","331104","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","40008","1","25000","1","6030101","5030101","5500","6030101","4000","7030101","500","","",,,"5030101","0","6030101","7500","7030101","2500",,"",,
"5030102","1288","30","350301","1","341103","1","341103","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","331103","1","331103","1","331104","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","40008","1","25000","1","6030102","5030102","5500","6030102","4000","7030102","500","","",,,"5030102","0","6030102","7500","7030102","2500",,"",,
"5030103","1288","30","350302","1","341103","1","341103","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","331103","1","331103","1","331104","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","40008","1","25000","1","6030103","5030103","5500","6030103","4000","7030103","500","","",,,"5030103","0","6030103","7500","7030103","2500",,"",,
"5030104","1288","30","350303","1","341103","1","341103","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","331103","1","331103","1","331104","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","40008","1","25000","1","6030104","5030104","5500","6030104","4000","7030104","500","","",,,"5030104","0","6030104","7500","7030104","2500",,"",,
"5030105","1288","30","350304","1","341103","1","341103","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","331103","1","331103","1","331104","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","40008","1","25000","1","6030105","5030105","5500","6030105","4000","7030105","500","","",,,"5030105","0","6030105","7500","7030105","2500",,"",,
"5030106","1288","30","350305","1","341103","1","341103","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","331103","1","331103","1","331104","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","40008","1","25000","1","6030106","5030106","5500","6030106","4000","7030106","500","","",,,"5030106","0","6030106","7500","7030106","2500",,"",,
"5030207","312","30","350311","1","341103","1","341103","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","331133","1","331133","1","331134","1","331135","1","331136","1","331137","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","40010","1","25000","1","6030207","5030207","5500","6030207","4000","7030207","500","","",,,"5030207","0","6030207","7500","7030207","2500",,"",,
"5030208","312","30","350312","1","341103","1","341103","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","331133","1","331133","1","331134","1","331135","1","331136","1","331137","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","40010","1","25000","1","6030208","5030208","5500","6030208","4000","7030208","500","","",,,"5030208","0","6030208","7500","7030208","2500",,"",,
"5030309","280","30","350309","1","341103","1","341103","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","331133","1","331133","1","331134","1","331135","1","331136","1","331137","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","40009","1","25000","1","6030309","5030309","5500","6030309","4000","7030309","500","","",,,"5030309","0","6030309","7500","7030309","2500",,"",,
"5030310","280","30","350310","1","341103","1","341103","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","331133","1","331133","1","331134","1","331135","1","331136","1","331137","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","40009","1","25000","1","6030310","5030310","5500","6030310","4000","7030310","500","","",,,"5030310","0","6030310","7500","7030310","2500",,"",,
"5030411","40","30","350308","1","341103","1","341103","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","331163","1","331163","1","331164","1","331165","1","331166","1","331167","1","331168","1","331169","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","40011","1","25000","1","6030411","5030411","5500","6030411","4000","7030411","500","","",,,"5030411","0","6030411","7500","7030411","2500",,"",,
"5030512","72","30","350306","1","341103","1","341103","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","331163","1","331163","1","331164","1","331165","1","331166","1","331167","1","331168","1","331169","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","40011","1","25000","1","6030512","5030512","5500","6030512","4000","7030512","500","","",,,"5030512","0","6030512","7500","7030512","2500",,"",,
"5030613","88","30","350307","1","341103","1","341103","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","331163","1","331163","1","331164","1","331165","1","331166","1","331167","1","331168","1","331169","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","40011","1","25000","1","6030613","5030613","5500","6030613","4000","7030613","500","","",,,"5030613","0","6030613","7500","7030613","2500",,"",,
"5040101","1288","40","350400","1","341104","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","331104","1","331104","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","40008","1","35000","1","6040101","5040101","5500","6040101","4000","7040101","500","","",,,"5040101","0","6040101","7500","7040101","2500",,"",,
"5040102","1288","40","350401","1","341104","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","331104","1","331104","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","40008","1","35000","1","6040102","5040102","5500","6040102","4000","7040102","500","","",,,"5040102","0","6040102","7500","7040102","2500",,"",,
"5040103","1288","40","350402","1","341104","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","331104","1","331104","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","40008","1","35000","1","6040103","5040103","5500","6040103","4000","7040103","500","","",,,"5040103","0","6040103","7500","7040103","2500",,"",,
"5040104","1288","40","350403","1","341104","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","331104","1","331104","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","40008","1","35000","1","6040104","5040104","5500","6040104","4000","7040104","500","","",,,"5040104","0","6040104","7500","7040104","2500",,"",,
"5040105","1288","40","350404","1","341104","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","331104","1","331104","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","40008","1","35000","1","6040105","5040105","5500","6040105","4000","7040105","500","","",,,"5040105","0","6040105","7500","7040105","2500",,"",,
"5040106","1288","40","350405","1","341104","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","331104","1","331104","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","40008","1","35000","1","6040106","5040106","5500","6040106","4000","7040106","500","","",,,"5040106","0","6040106","7500","7040106","2500",,"",,
"5040207","312","40","350411","1","341104","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","331134","1","331134","1","331135","1","331136","1","331137","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","40010","1","35000","1","6040207","5040207","5500","6040207","4000","7040207","500","","",,,"5040207","0","6040207","7500","7040207","2500",,"",,
"5040208","312","40","350412","1","341104","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","331134","1","331134","1","331135","1","331136","1","331137","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","40010","1","35000","1","6040208","5040208","5500","6040208","4000","7040208","500","","",,,"5040208","0","6040208","7500","7040208","2500",,"",,
"5040309","280","40","350409","1","341104","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","331134","1","331134","1","331135","1","331136","1","331137","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","40009","1","35000","1","6040309","5040309","5500","6040309","4000","7040309","500","","",,,"5040309","0","6040309","7500","7040309","2500",,"",,
"5040310","280","40","350410","1","341104","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","331134","1","331134","1","331135","1","331136","1","331137","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","40009","1","35000","1","6040310","5040310","5500","6040310","4000","7040310","500","","",,,"5040310","0","6040310","7500","7040310","2500",,"",,
"5040411","40","40","350408","1","341104","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","331164","1","331164","1","331165","1","331166","1","331167","1","331168","1","331169","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","","","40011","1","35000","1","6040411","5040411","5500","6040411","4000","7040411","500","","",,,"5040411","0","6040411","7500","7040411","2500",,"",,
"5040512","72","40","350406","1","341104","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","331164","1","331164","1","331165","1","331166","1","331167","1","331168","1","331169","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","","","40011","1","35000","1","6040512","5040512","5500","6040512","4000","7040512","500","","",,,"5040512","0","6040512","7500","7040512","2500",,"",,
"5040613","88","40","350407","1","341104","1","341104","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","331164","1","331164","1","331165","1","331166","1","331167","1","331168","1","331169","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","","","40011","1","35000","1","6040613","5040613","5500","6040613","4000","7040613","500","","",,,"5040613","0","6040613","7500","7040613","2500",,"",,
"5050101","1288","50","350500","1","341105","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","331105","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","40008","2","47500","1","6050101","5050101","5500","6050101","4000","7050101","500","","",,,"5050101","0","6050101","7500","7050101","2500",,"",,
"5050102","1288","50","350501","1","341105","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","331105","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","40008","2","47500","1","6050102","5050102","5500","6050102","4000","7050102","500","","",,,"5050102","0","6050102","7500","7050102","2500",,"",,
"5050103","1288","50","350502","1","341105","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","331105","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","40008","2","47500","1","6050103","5050103","5500","6050103","4000","7050103","500","","",,,"5050103","0","6050103","7500","7050103","2500",,"",,
"5050104","1288","50","350503","1","341105","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","331105","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","40008","2","47500","1","6050104","5050104","5500","6050104","4000","7050104","500","","",,,"5050104","0","6050104","7500","7050104","2500",,"",,
"5050105","1288","50","350504","1","341105","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","331105","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","40008","2","47500","1","6050105","5050105","5500","6050105","4000","7050105","500","","",,,"5050105","0","6050105","7500","7050105","2500",,"",,
"5050106","1288","50","350505","1","341105","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","331105","1","331105","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","40008","2","47500","1","6050106","5050106","5500","6050106","4000","7050106","500","","",,,"5050106","0","6050106","7500","7050106","2500",,"",,
"5050207","312","50","350511","1","341105","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","331135","1","331135","1","331136","1","331137","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","40010","2","47500","1","6050207","5050207","5500","6050207","4000","7050207","500","","",,,"5050207","0","6050207","7500","7050207","2500",,"",,
"5050208","312","50","350512","1","341105","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","331135","1","331135","1","331136","1","331137","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","40010","2","47500","1","6050208","5050208","5500","6050208","4000","7050208","500","","",,,"5050208","0","6050208","7500","7050208","2500",,"",,
"5050309","280","50","350509","1","341105","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","331135","1","331135","1","331136","1","331137","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","40009","2","47500","1","6050309","5050309","5500","6050309","4000","7050309","500","","",,,"5050309","0","6050309","7500","7050309","2500",,"",,
"5050310","280","50","350510","1","341105","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","331135","1","331135","1","331136","1","331137","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","40009","2","47500","1","6050310","5050310","5500","6050310","4000","7050310","500","","",,,"5050310","0","6050310","7500","7050310","2500",,"",,
"5050411","40","50","350508","1","341105","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","331165","1","331165","1","331166","1","331167","1","331168","1","331169","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","","","","","40011","2","47500","1","6050411","5050411","5500","6050411","4000","7050411","500","","",,,"5050411","0","6050411","7500","7050411","2500",,"",,
"5050512","72","50","350506","1","341105","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","331165","1","331165","1","331166","1","331167","1","331168","1","331169","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","","","","","40011","2","47500","1","6050512","5050512","5500","6050512","4000","7050512","500","","",,,"5050512","0","6050512","7500","7050512","2500",,"",,
"5050613","88","50","350507","1","341105","1","341105","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","331165","1","331165","1","331166","1","331167","1","331168","1","331169","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","","","","","40011","2","47500","1","6050613","5050613","5500","6050613","4000","7050613","500","","",,,"5050613","0","6050613","7500","7050613","2500",,"",,
"5060101","1288","60","350600","1","341106","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","331106","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","40008","6","62500","1","6060101","5060101","5500","6060101","4000","7060101","500","","",,,"5060101","0","6060101","7500","7060101","2500",,"",,
"5060102","1288","60","350601","1","341106","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","331106","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","40008","6","62500","1","6060102","5060102","5500","6060102","4000","7060102","500","","",,,"5060102","0","6060102","7500","7060102","2500",,"",,
"5060103","1288","60","350602","1","341106","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","331106","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","40008","6","62500","1","6060103","5060103","5500","6060103","4000","7060103","500","","",,,"5060103","0","6060103","7500","7060103","2500",,"",,
"5060104","1288","60","350603","1","341106","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","331106","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","40008","6","62500","1","6060104","5060104","5500","6060104","4000","7060104","500","","",,,"5060104","0","6060104","7500","7060104","2500",,"",,
"5060105","1288","60","350604","1","341106","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","331106","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","40008","6","62500","1","6060105","5060105","5500","6060105","4000","7060105","500","","",,,"5060105","0","6060105","7500","7060105","2500",,"",,
"5060106","1288","60","350605","1","341106","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","331106","1","331106","1","331107","1","331108","1","331109","1","331110","1","331111","1","331112","1","331113","1","331114","1","331115","1","","","","","","","","","","","40008","6","62500","1","6060106","5060106","5500","6060106","4000","7060106","500","","",,,"5060106","0","6060106","7500","7060106","2500",,"",,
"5060207","312","60","350611","1","341106","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","331136","1","331136","1","331137","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","40010","6","62500","1","6060207","5060207","5500","6060207","4000","7060207","500","","",,,"5060207","0","6060207","7500","7060207","2500",,"",,
"5060208","312","60","350612","1","341106","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","331136","1","331136","1","331137","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","40010","6","62500","1","6060208","5060208","5500","6060208","4000","7060208","500","","",,,"5060208","0","6060208","7500","7060208","2500",,"",,
"5060309","280","60","350609","1","341106","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","331136","1","331136","1","331137","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","40009","6","62500","1","6060309","5060309","5500","6060309","4000","7060309","500","","",,,"5060309","0","6060309","7500","7060309","2500",,"",,
"5060310","280","60","350610","1","341106","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","331136","1","331136","1","331137","1","331138","1","331139","1","331140","1","331141","1","331142","1","331143","1","331144","1","331145","1","","","","","","","","","","","40009","6","62500","1","6060310","5060310","5500","6060310","4000","7060310","500","","",,,"5060310","0","6060310","7500","7060310","2500",,"",,
"5060411","40","60","350608","1","341106","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","331166","1","331166","1","331167","1","331168","1","331169","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","","","","","","","40011","6","62500","1","6060411","5060411","5500","6060411","4000","7060411","500","","",,,"5060411","0","6060411","7500","7060411","2500",,"",,
"5060512","72","60","350606","1","341106","1","341106","1","341107","1","341108","1","341109","1","341110","1","341111","1","341112","1","341113","1","341114","1","341115","1","","","","","","","","","","","331166","1","331166","1","331167","1","331168","1","331169","1","331170","1","331171","1","331172","1","331173","1","331174","1","331175","1","","","","","","","","","","","40011","6","62500","1","6060512","5060512","5500","6060512","4000","7060512","500","","",,,"5060512","0","6060512","7500","7060512","2500",,"",,
