"附加属性id","名称","颜色","属性id","属性名称","区间","buffid","技能id"
"1","体质+&","FF00b1ff","10","cons_value","1;1","0","0"
"849","耐力+&","FF00b1ff","40","endu_value","-4;-8","0","0"
"850","敏捷+&","FF00b1ff","50","agi_value","-4;-8","0","0"
"851","体质+&","FF00b1ff","10","cons_value","-5;-9","0","0"
"852","智力+&","FF00b1ff","20","iq_value","-5;-10","0","0"
"853","力量+&","FF00b1ff","30","str_value","-5;-11","0","0"
"854","耐力+&","FF00b1ff","40","endu_value","-5;-12","0","0"
"855","敏捷+&","FF00b1ff","50","agi_value","-5;-13","0","0"
"856","体质+&","FF00b1ff","10","cons_value","-6;-11","0","0"
"857","智力+&","FF00b1ff","20","iq_value","-6;-12","0","0"
"858","力量+&","FF00b1ff","30","str_value","-6;-13","0","0"
"859","耐力+&","FF00b1ff","40","endu_value","-6;-14","0","0"
"860","敏捷+&","FF00b1ff","50","agi_value","-6;-15","0","0"
"861","体质+&","FF00b1ff","10","cons_value","-7;-13","0","0"
"862","智力+&","FF00b1ff","20","iq_value","-7;-14","0","0"
"863","力量+&","FF00b1ff","30","str_value","-7;-15","0","0"
"864","耐力+&","FF00b1ff","40","endu_value","-7;-16","0","0"
"865","敏捷+&","FF00b1ff","50","agi_value","-7;-17","0","0"
"866","体质+&","FF00b1ff","10","cons_value","-8;-14","0","0"
"867","智力+&","FF00b1ff","20","iq_value","-8;-14","0","0"
"868","力量+&","FF00b1ff","30","str_value","-8;-14","0","0"
"869","耐力+&","FF00b1ff","40","endu_value","-8;-14","0","0"
"870","敏捷+&","FF00b1ff","50","agi_value","-8;-14","0","0"
"871","体质+&","FF00b1ff","10","cons_value","-8;-16","0","0"
"872","智力+&","FF00b1ff","20","iq_value","-8;-16","0","0"
"873","力量+&","FF00b1ff","30","str_value","-8;-16","0","0"
"874","耐力+&","FF00b1ff","40","endu_value","-8;-16","0","0"
"875","敏捷+&","FF00b1ff","50","agi_value","-8;-16","0","0"
"876","体质+&","FF00b1ff","10","cons_value","-9;-17","0","0"
"877","智力+&","FF00b1ff","20","iq_value","-9;-18","0","0"
"878","力量+&","FF00b1ff","30","str_value","-9;-19","0","0"
"879","耐力+&","FF00b1ff","40","endu_value","-9;-20","0","0"
"880","敏捷+&","FF00b1ff","50","agi_value","-9;-21","0","0"
"881","体质+&","FF00b1ff","10","cons_value","-10;-19","0","0"
"882","智力+&","FF00b1ff","20","iq_value","-10;-20","0","0"
"883","力量+&","FF00b1ff","30","str_value","-10;-21","0","0"
"884","耐力+&","FF00b1ff","40","endu_value","-10;-22","0","0"
"885","敏捷+&","FF00b1ff","50","agi_value","-10;-23","0","0"
"886","体质+&","FF00b1ff","10","cons_value","-11;-20","0","0"
"887","智力+&","FF00b1ff","20","iq_value","-11;-20","0","0"
"888","力量+&","FF00b1ff","30","str_value","-11;-20","0","0"
"889","耐力+&","FF00b1ff","40","endu_value","-11;-20","0","0"
"890","敏捷+&","FF00b1ff","50","agi_value","-11;-20","0","0"
"891","体质+&","FF00b1ff","10","cons_value","-11;-22","0","0"
"892","智力+&","FF00b1ff","20","iq_value","-11;-22","0","0"
"893","力量+&","FF00b1ff","30","str_value","-11;-22","0","0"
"894","耐力+&","FF00b1ff","40","endu_value","-11;-22","0","0"
"895","敏捷+&","FF00b1ff","50","agi_value","-11;-22","0","0"
"896","体质+&","FF00b1ff","10","cons_value","-12;-23","0","0"
"897","智力+&","FF00b1ff","20","iq_value","-12;-24","0","0"
"898","力量+&","FF00b1ff","30","str_value","-12;-25","0","0"
"899","耐力+&","FF00b1ff","40","endu_value","-12;-26","0","0"
"900","敏捷+&","FF00b1ff","50","agi_value","-12;-27","0","0"
"901","体质+&","FF00b1ff","10","cons_value","2;3","0","0"
"902","智力+&","FF00b1ff","20","iq_value","2;4","0","0"
"903","力量+&","FF00b1ff","30","str_value","2;5","0","0"
"904","耐力+&","FF00b1ff","40","endu_value","2;6","0","0"
"905","敏捷+&","FF00b1ff","50","agi_value","2;7","0","0"
"906","体质+&","FF00b1ff","10","cons_value","4;6","0","0"
"907","智力+&","FF00b1ff","20","iq_value","4;7","0","0"
"908","力量+&","FF00b1ff","30","str_value","4;8","0","0"
"909","耐力+&","FF00b1ff","40","endu_value","4;9","0","0"
"910","敏捷+&","FF00b1ff","50","agi_value","4;10","0","0"
"911","体质+&","FF00b1ff","10","cons_value","7;9","0","0"
"912","智力+&","FF00b1ff","20","iq_value","7;10","0","0"
"913","力量+&","FF00b1ff","30","str_value","7;11","0","0"
"914","耐力+&","FF00b1ff","40","endu_value","7;12","0","0"
"915","敏捷+&","FF00b1ff","50","agi_value","7;13","0","0"
"916","体质+&","FF00b1ff","10","cons_value","9;13","0","0"
"917","智力+&","FF00b1ff","20","iq_value","9;14","0","0"
"918","力量+&","FF00b1ff","30","str_value","9;15","0","0"
"919","耐力+&","FF00b1ff","40","endu_value","9;16","0","0"
"920","敏捷+&","FF00b1ff","50","agi_value","9;17","0","0"
"921","体质+&","FF00b1ff","10","cons_value","11;16","0","0"
"922","智力+&","FF00b1ff","20","iq_value","11;17","0","0"
"923","力量+&","FF00b1ff","30","str_value","11;18","0","0"
"924","耐力+&","FF00b1ff","40","endu_value","11;19","0","0"
"925","敏捷+&","FF00b1ff","50","agi_value","11;20","0","0"
"926","体质+&","FF00b1ff","10","cons_value","13;19","0","0"
"927","智力+&","FF00b1ff","20","iq_value","13;20","0","0"
"928","力量+&","FF00b1ff","30","str_value","13;21","0","0"
"929","耐力+&","FF00b1ff","40","endu_value","13;22","0","0"
"930","敏捷+&","FF00b1ff","50","agi_value","13;23","0","0"
"931","体质+&","FF00b1ff","10","cons_value","15;22","0","0"
"932","智力+&","FF00b1ff","20","iq_value","15;23","0","0"
"933","力量+&","FF00b1ff","30","str_value","15;24","0","0"
"934","耐力+&","FF00b1ff","40","endu_value","15;25","0","0"
"935","敏捷+&","FF00b1ff","50","agi_value","15;26","0","0"
"936","体质+&","FF00b1ff","10","cons_value","18;25","0","0"
"937","智力+&","FF00b1ff","20","iq_value","18;26","0","0"
"938","力量+&","FF00b1ff","30","str_value","18;27","0","0"
"939","耐力+&","FF00b1ff","40","endu_value","18;28","0","0"
"940","敏捷+&","FF00b1ff","50","agi_value","18;29","0","0"
"941","体质+&","FF00b1ff","10","cons_value","20;28","0","0"
"942","智力+&","FF00b1ff","20","iq_value","20;29","0","0"
"943","力量+&","FF00b1ff","30","str_value","20;30","0","0"
"944","耐力+&","FF00b1ff","40","endu_value","20;31","0","0"
"945","敏捷+&","FF00b1ff","50","agi_value","20;32","0","0"
"946","体质+&","FF00b1ff","10","cons_value","22;31","0","0"
"947","智力+&","FF00b1ff","20","iq_value","22;32","0","0"
"948","力量+&","FF00b1ff","30","str_value","22;33","0","0"
"949","耐力+&","FF00b1ff","40","endu_value","22;34","0","0"
"950","敏捷+&","FF00b1ff","50","agi_value","22;35","0","0"
"951","体质+&","FF00b1ff","10","cons_value","24;34","0","0"
"952","智力+&","FF00b1ff","20","iq_value","24;35","0","0"
"953","力量+&","FF00b1ff","30","str_value","24;36","0","0"
"954","耐力+&","FF00b1ff","40","endu_value","24;37","0","0"
"955","敏捷+&","FF00b1ff","50","agi_value","24;38","0","0"
"956","体质+&","FF00b1ff","10","cons_value","26;38","0","0"
"957","智力+&","FF00b1ff","20","iq_value","26;39","0","0"
"958","力量+&","FF00b1ff","30","str_value","26;40","0","0"
"959","耐力+&","FF00b1ff","40","endu_value","26;41","0","0"
"960","敏捷+&","FF00b1ff","50","agi_value","26;42","0","0"
"961","体质+&","FF00b1ff","10","cons_value","28;41","0","0"
"962","智力+&","FF00b1ff","20","iq_value","28;42","0","0"
"963","力量+&","FF00b1ff","30","str_value","28;43","0","0"
"964","耐力+&","FF00b1ff","40","endu_value","28;44","0","0"
"965","敏捷+&","FF00b1ff","50","agi_value","28;45","0","0"
"966","体质+&","FF00b1ff","10","cons_value","31;44","0","0"
"967","智力+&","FF00b1ff","20","iq_value","31;45","0","0"
"968","力量+&","FF00b1ff","30","str_value","31;46","0","0"
"969","耐力+&","FF00b1ff","40","endu_value","31;47","0","0"
"970","敏捷+&","FF00b1ff","50","agi_value","31;48","0","0"
"971","体质+&","FF00b1ff","10","cons_value","33;47","0","0"
"972","智力+&","FF00b1ff","20","iq_value","33;48","0","0"
"973","力量+&","FF00b1ff","30","str_value","33;49","0","0"
"974","耐力+&","FF00b1ff","40","endu_value","33;50","0","0"
"975","敏捷+&","FF00b1ff","50","agi_value","33;51","0","0"
"976","体质+&","FF00b1ff","10","cons_value","3;5","0","0"
"977","智力+&","FF00b1ff","20","iq_value","3;6","0","0"
"978","力量+&","FF00b1ff","30","str_value","3;7","0","0"
"979","耐力+&","FF00b1ff","40","endu_value","3;8","0","0"
"980","敏捷+&","FF00b1ff","50","agi_value","3;9","0","0"
"981","体质+&","FF00b1ff","10","cons_value","7;9","0","0"
"982","智力+&","FF00b1ff","20","iq_value","7;10","0","0"
"983","力量+&","FF00b1ff","30","str_value","7;11","0","0"
"984","耐力+&","FF00b1ff","40","endu_value","7;12","0","0"
"985","敏捷+&","FF00b1ff","50","agi_value","7;13","0","0"
"986","体质+&","FF00b1ff","10","cons_value","10;14","0","0"
"987","智力+&","FF00b1ff","20","iq_value","10;15","0","0"
"988","力量+&","FF00b1ff","30","str_value","10;16","0","0"
"989","耐力+&","FF00b1ff","40","endu_value","10;17","0","0"
"990","敏捷+&","FF00b1ff","50","agi_value","10;18","0","0"
"991","体质+&","FF00b1ff","10","cons_value","13;19","0","0"
"992","智力+&","FF00b1ff","20","iq_value","13;20","0","0"
"993","力量+&","FF00b1ff","30","str_value","13;21","0","0"
"994","耐力+&","FF00b1ff","40","endu_value","13;22","0","0"
"995","敏捷+&","FF00b1ff","50","agi_value","13;23","0","0"
"996","体质+&","FF00b1ff","10","cons_value","16;23","0","0"
"997","智力+&","FF00b1ff","20","iq_value","16;24","0","0"
"998","力量+&","FF00b1ff","30","str_value","16;25","0","0"
"999","耐力+&","FF00b1ff","40","endu_value","16;26","0","0"
"1000","敏捷+&","FF00b1ff","50","agi_value","16;27","0","0"
"1001","体质+&","FF00b1ff","10","cons_value","20;28","0","0"
"1002","智力+&","FF00b1ff","20","iq_value","20;29","0","0"
"1003","力量+&","FF00b1ff","30","str_value","20;30","0","0"
"1004","耐力+&","FF00b1ff","40","endu_value","20;31","0","0"
"1005","敏捷+&","FF00b1ff","50","agi_value","20;32","0","0"
"1006","体质+&","FF00b1ff","10","cons_value","23;33","0","0"
"1007","智力+&","FF00b1ff","20","iq_value","23;34","0","0"
"1008","力量+&","FF00b1ff","30","str_value","23;35","0","0"
"1009","耐力+&","FF00b1ff","40","endu_value","23;36","0","0"
"1010","敏捷+&","FF00b1ff","50","agi_value","23;37","0","0"
"1011","体质+&","FF00b1ff","10","cons_value","26;38","0","0"
"1012","智力+&","FF00b1ff","20","iq_value","26;39","0","0"
"1013","力量+&","FF00b1ff","30","str_value","26;40","0","0"
"1014","耐力+&","FF00b1ff","40","endu_value","26;41","0","0"
"1015","敏捷+&","FF00b1ff","50","agi_value","26;42","0","0"
"1016","体质+&","FF00b1ff","10","cons_value","30;42","0","0"
"1017","智力+&","FF00b1ff","20","iq_value","30;43","0","0"
"1018","力量+&","FF00b1ff","30","str_value","30;44","0","0"
"1019","耐力+&","FF00b1ff","40","endu_value","30;45","0","0"
"1020","敏捷+&","FF00b1ff","50","agi_value","30;46","0","0"
"1021","体质+&","FF00b1ff","10","cons_value","33;47","0","0"
"1022","智力+&","FF00b1ff","20","iq_value","33;48","0","0"
"1023","力量+&","FF00b1ff","30","str_value","33;49","0","0"
"1024","耐力+&","FF00b1ff","40","endu_value","33;50","0","0"
"1025","敏捷+&","FF00b1ff","50","agi_value","33;51","0","0"
"1026","体质+&","FF00b1ff","10","cons_value","36;52","0","0"
"1027","智力+&","FF00b1ff","20","iq_value","36;53","0","0"
"1028","力量+&","FF00b1ff","30","str_value","36;54","0","0"
"1029","耐力+&","FF00b1ff","40","endu_value","36;55","0","0"
"1030","敏捷+&","FF00b1ff","50","agi_value","36;56","0","0"
"1031","体质+&","FF00b1ff","10","cons_value","39;56","0","0"
"1032","智力+&","FF00b1ff","20","iq_value","39;57","0","0"
"1033","力量+&","FF00b1ff","30","str_value","39;58","0","0"
"1034","耐力+&","FF00b1ff","40","endu_value","39;59","0","0"
"1035","敏捷+&","FF00b1ff","50","agi_value","39;60","0","0"
"1036","体质+&","FF00b1ff","10","cons_value","43;61","0","0"
"1037","智力+&","FF00b1ff","20","iq_value","43;62","0","0"
"1038","力量+&","FF00b1ff","30","str_value","43;63","0","0"
"1039","耐力+&","FF00b1ff","40","endu_value","43;64","0","0"
"1040","敏捷+&","FF00b1ff","50","agi_value","43;65","0","0"
"1041","体质+&","FF00b1ff","10","cons_value","46;66","0","0"
"1042","智力+&","FF00b1ff","20","iq_value","46;67","0","0"
"1043","力量+&","FF00b1ff","30","str_value","46;68","0","0"
"1044","耐力+&","FF00b1ff","40","endu_value","46;69","0","0"
"1045","敏捷+&","FF00b1ff","50","agi_value","46;70","0","0"
"1046","体质+&","FF00b1ff","10","cons_value","49;70","0","0"
"1047","智力+&","FF00b1ff","20","iq_value","49;71","0","0"
"1048","力量+&","FF00b1ff","30","str_value","49;72","0","0"
"1049","耐力+&","FF00b1ff","40","endu_value","49;73","0","0"
"1050","敏捷+&","FF00b1ff","50","agi_value","49;74","0","0"
"1051","体质+&","FF00b1ff","10","cons_value","4;6","0","0"
"1052","智力+&","FF00b1ff","20","iq_value","4;7","0","0"
"1053","力量+&","FF00b1ff","30","str_value","4;8","0","0"
"1054","耐力+&","FF00b1ff","40","endu_value","4;9","0","0"
"1055","敏捷+&","FF00b1ff","50","agi_value","4;10","0","0"
"1056","体质+&","FF00b1ff","10","cons_value","9;13","0","0"
"1057","智力+&","FF00b1ff","20","iq_value","9;14","0","0"
"1058","力量+&","FF00b1ff","30","str_value","9;15","0","0"
"1059","耐力+&","FF00b1ff","40","endu_value","9;16","0","0"
"1060","敏捷+&","FF00b1ff","50","agi_value","9;17","0","0"
"1061","体质+&","FF00b1ff","10","cons_value","13;19","0","0"
"1062","智力+&","FF00b1ff","20","iq_value","13;20","0","0"
"1063","力量+&","FF00b1ff","30","str_value","13;21","0","0"
"1064","耐力+&","FF00b1ff","40","endu_value","13;22","0","0"
"1065","敏捷+&","FF00b1ff","50","agi_value","13;23","0","0"
"1066","体质+&","FF00b1ff","10","cons_value","18;25","0","0"
"1067","智力+&","FF00b1ff","20","iq_value","18;26","0","0"
"1068","力量+&","FF00b1ff","30","str_value","18;27","0","0"
"1069","耐力+&","FF00b1ff","40","endu_value","18;28","0","0"
"1070","敏捷+&","FF00b1ff","50","agi_value","18;29","0","0"
"1071","体质+&","FF00b1ff","10","cons_value","22;31","0","0"
"1072","智力+&","FF00b1ff","20","iq_value","22;32","0","0"
"1073","力量+&","FF00b1ff","30","str_value","22;33","0","0"
"1074","耐力+&","FF00b1ff","40","endu_value","22;34","0","0"
"1075","敏捷+&","FF00b1ff","50","agi_value","22;35","0","0"
"1076","体质+&","FF00b1ff","10","cons_value","26;38","0","0"
"1077","智力+&","FF00b1ff","20","iq_value","26;39","0","0"
"1078","力量+&","FF00b1ff","30","str_value","26;40","0","0"
"1079","耐力+&","FF00b1ff","40","endu_value","26;41","0","0"
"1080","敏捷+&","FF00b1ff","50","agi_value","26;42","0","0"
"1081","体质+&","FF00b1ff","10","cons_value","31;44","0","0"
"1082","智力+&","FF00b1ff","20","iq_value","31;45","0","0"
"1083","力量+&","FF00b1ff","30","str_value","31;46","0","0"
"1084","耐力+&","FF00b1ff","40","endu_value","31;47","0","0"
"1085","敏捷+&","FF00b1ff","50","agi_value","31;48","0","0"
"1086","体质+&","FF00b1ff","10","cons_value","35;50","0","0"
"1087","智力+&","FF00b1ff","20","iq_value","35;51","0","0"
"1088","力量+&","FF00b1ff","30","str_value","35;52","0","0"
"1089","耐力+&","FF00b1ff","40","endu_value","35;53","0","0"
"1090","敏捷+&","FF00b1ff","50","agi_value","35;54","0","0"
"1091","体质+&","FF00b1ff","10","cons_value","39;56","0","0"
"1092","智力+&","FF00b1ff","20","iq_value","39;57","0","0"
"1093","力量+&","FF00b1ff","30","str_value","39;58","0","0"
"1094","耐力+&","FF00b1ff","40","endu_value","39;59","0","0"
"1095","敏捷+&","FF00b1ff","50","agi_value","39;60","0","0"
"1096","体质+&","FF00b1ff","10","cons_value","44;63","0","0"
"1097","智力+&","FF00b1ff","20","iq_value","44;64","0","0"
"1098","力量+&","FF00b1ff","30","str_value","44;65","0","0"
"1099","耐力+&","FF00b1ff","40","endu_value","44;66","0","0"
"1100","敏捷+&","FF00b1ff","50","agi_value","44;67","0","0"
"1101","体质+&","FF00b1ff","10","cons_value","48;69","0","0"
"1102","智力+&","FF00b1ff","20","iq_value","48;70","0","0"
"1103","力量+&","FF00b1ff","30","str_value","48;71","0","0"
"1104","耐力+&","FF00b1ff","40","endu_value","48;72","0","0"
"1105","敏捷+&","FF00b1ff","50","agi_value","48;73","0","0"
"1106","体质+&","FF00b1ff","10","cons_value","53;75","0","0"
"1107","智力+&","FF00b1ff","20","iq_value","53;76","0","0"
"1108","力量+&","FF00b1ff","30","str_value","53;77","0","0"
"1109","耐力+&","FF00b1ff","40","endu_value","53;78","0","0"
"1110","敏捷+&","FF00b1ff","50","agi_value","53;79","0","0"
"1111","体质+&","FF00b1ff","10","cons_value","57;81","0","0"
"1112","智力+&","FF00b1ff","20","iq_value","57;82","0","0"
"1113","力量+&","FF00b1ff","30","str_value","57;83","0","0"
"1114","耐力+&","FF00b1ff","40","endu_value","57;84","0","0"
"1115","敏捷+&","FF00b1ff","50","agi_value","57;85","0","0"
"1116","体质+&","FF00b1ff","10","cons_value","61;88","0","0"
"1117","智力+&","FF00b1ff","20","iq_value","61;89","0","0"
"1118","力量+&","FF00b1ff","30","str_value","61;90","0","0"
"1119","耐力+&","FF00b1ff","40","endu_value","61;91","0","0"
"1120","敏捷+&","FF00b1ff","50","agi_value","61;92","0","0"
"1121","体质+&","FF00b1ff","10","cons_value","66;94","0","0"
"1122","智力+&","FF00b1ff","20","iq_value","66;95","0","0"
"1123","力量+&","FF00b1ff","30","str_value","66;96","0","0"
"1124","耐力+&","FF00b1ff","40","endu_value","66;97","0","0"
"1125","敏捷+&","FF00b1ff","50","agi_value","66;98","0","0"
"1126","体质+&","FF00b1ff","10","cons_value","-2;-2","0","0"
"1127","智力+&","FF00b1ff","20","iq_value","-2;-3","0","0"
"1128","力量+&","FF00b1ff","30","str_value","-2;-4","0","0"
"1129","耐力+&","FF00b1ff","40","endu_value","-2;-5","0","0"
"1130","敏捷+&","FF00b1ff","50","agi_value","-2;-6","0","0"
"1131","体质+&","FF00b1ff","10","cons_value","-3;-3","0","0"
"1132","智力+&","FF00b1ff","20","iq_value","-3;-4","0","0"
"1133","力量+&","FF00b1ff","30","str_value","-3;-5","0","0"
"1134","耐力+&","FF00b1ff","40","endu_value","-3;-6","0","0"
"1135","敏捷+&","FF00b1ff","50","agi_value","-3;-7","0","0"
"1136","体质+&","FF00b1ff","10","cons_value","-4;-5","0","0"
"1137","智力+&","FF00b1ff","20","iq_value","-4;-6","0","0"
"1138","力量+&","FF00b1ff","30","str_value","-4;-7","0","0"
"1139","耐力+&","FF00b1ff","40","endu_value","-4;-8","0","0"
"1140","敏捷+&","FF00b1ff","50","agi_value","-4;-9","0","0"
"1141","体质+&","FF00b1ff","10","cons_value","-5;-6","0","0"
"1142","智力+&","FF00b1ff","20","iq_value","-5;-7","0","0"
"1143","力量+&","FF00b1ff","30","str_value","-5;-8","0","0"
"1144","耐力+&","FF00b1ff","40","endu_value","-5;-9","0","0"
"1145","敏捷+&","FF00b1ff","50","agi_value","-5;-10","0","0"
"1146","体质+&","FF00b1ff","10","cons_value","-6;-8","0","0"
"1147","智力+&","FF00b1ff","20","iq_value","-6;-9","0","0"
"1148","力量+&","FF00b1ff","30","str_value","-6;-10","0","0"
"1149","耐力+&","FF00b1ff","40","endu_value","-6;-11","0","0"
"1150","敏捷+&","FF00b1ff","50","agi_value","-6;-12","0","0"
"1151","体质+&","FF00b1ff","10","cons_value","-7;-9","0","0"
"1152","智力+&","FF00b1ff","20","iq_value","-7;-10","0","0"
"1153","力量+&","FF00b1ff","30","str_value","-7;-11","0","0"
"1154","耐力+&","FF00b1ff","40","endu_value","-7;-12","0","0"
"1155","敏捷+&","FF00b1ff","50","agi_value","-7;-13","0","0"
"1156","体质+&","FF00b1ff","10","cons_value","-8;-11","0","0"
"1157","智力+&","FF00b1ff","20","iq_value","-8;-12","0","0"
"1158","力量+&","FF00b1ff","30","str_value","-8;-13","0","0"
"1159","耐力+&","FF00b1ff","40","endu_value","-8;-14","0","0"
"1160","敏捷+&","FF00b1ff","50","agi_value","-8;-15","0","0"
"1161","体质+&","FF00b1ff","10","cons_value","-9;-13","0","0"
"1162","智力+&","FF00b1ff","20","iq_value","-9;-14","0","0"
"1163","力量+&","FF00b1ff","30","str_value","-9;-15","0","0"
"1164","耐力+&","FF00b1ff","40","endu_value","-9;-16","0","0"
"1165","敏捷+&","FF00b1ff","50","agi_value","-9;-17","0","0"
"1166","体质+&","FF00b1ff","10","cons_value","-10;-14","0","0"
"1167","智力+&","FF00b1ff","20","iq_value","-10;-15","0","0"
"1168","力量+&","FF00b1ff","30","str_value","-10;-16","0","0"
"1169","耐力+&","FF00b1ff","40","endu_value","-10;-17","0","0"
"1170","敏捷+&","FF00b1ff","50","agi_value","-10;-18","0","0"
"1171","体质+&","FF00b1ff","10","cons_value","-11;-16","0","0"
"1172","智力+&","FF00b1ff","20","iq_value","-11;-17","0","0"
"1173","力量+&","FF00b1ff","30","str_value","-11;-18","0","0"
"1174","耐力+&","FF00b1ff","40","endu_value","-11;-19","0","0"
"1175","敏捷+&","FF00b1ff","50","agi_value","-11;-20","0","0"
"1176","体质+&","FF00b1ff","10","cons_value","-13;-17","0","0"
"1177","智力+&","FF00b1ff","20","iq_value","-13;-18","0","0"
"1178","力量+&","FF00b1ff","30","str_value","-13;-19","0","0"
"1179","耐力+&","FF00b1ff","40","endu_value","-13;-20","0","0"
"1180","敏捷+&","FF00b1ff","50","agi_value","-13;-21","0","0"
"1181","体质+&","FF00b1ff","10","cons_value","-14;-19","0","0"
"1182","智力+&","FF00b1ff","20","iq_value","-14;-20","0","0"
"1183","力量+&","FF00b1ff","30","str_value","-14;-21","0","0"
"1184","耐力+&","FF00b1ff","40","endu_value","-14;-22","0","0"
"1185","敏捷+&","FF00b1ff","50","agi_value","-14;-23","0","0"
"1186","体质+&","FF00b1ff","10","cons_value","-15;-20","0","0"
"1187","智力+&","FF00b1ff","20","iq_value","-15;-21","0","0"
"1188","力量+&","FF00b1ff","30","str_value","-15;-22","0","0"
"1189","耐力+&","FF00b1ff","40","endu_value","-15;-23","0","0"
"1190","敏捷+&","FF00b1ff","50","agi_value","-15;-24","0","0"
"1191","体质+&","FF00b1ff","10","cons_value","-16;-22","0","0"
"1192","智力+&","FF00b1ff","20","iq_value","-16;-23","0","0"
"1193","力量+&","FF00b1ff","30","str_value","-16;-24","0","0"
"1194","耐力+&","FF00b1ff","40","endu_value","-16;-25","0","0"
"1195","敏捷+&","FF00b1ff","50","agi_value","-16;-26","0","0"
"1196","体质+&","FF00b1ff","10","cons_value","-17;-23","0","0"
"1197","智力+&","FF00b1ff","20","iq_value","-17;-24","0","0"
"1198","力量+&","FF00b1ff","30","str_value","-17;-25","0","0"
"1199","耐力+&","FF00b1ff","40","endu_value","-17;-26","0","0"
"1200","敏捷+&","FF00b1ff","50","agi_value","-17;-27","0","0"
"2001","物理暴击 +8","FFd200ff","","","","","430001"
"2002","物理抗暴 +8","FFd200ff","","","","","430002"
"2003","法术暴击 +8","FFd200ff","","","","","430003"
"2004","法术抗暴 +8","FFd200ff","","","","","430004"
"2005","控制命中 +6","FFd200ff","","","","","430005"
"2006","控制抵抗 +6","FFd200ff","","","","","430006"
"2007","治疗暴击 +5","FFd200ff","","","","","430007"
"2008","被治疗暴击 +5","FFd200ff","","","","","430008"
"2009","物理暴击 +16","FFd200ff","","","","","430009"
"2010","物理抗暴 +16","FFd200ff","","","","","430010"
"2011","法术暴击 +16","FFd200ff","","","","","430011"
"2012","法术抗暴 +16","FFd200ff","","","","","430012"
"2013","控制命中 +12","FFd200ff","","","","","430013"
"2014","控制抵抗 +12","FFd200ff","","","","","430014"
"2015","治疗暴击 +10","FFd200ff","","","","","430015"
"2016","被治疗暴击 +10","FFd200ff","","","","","430016"
"2017","物理暴击 +24","FFd200ff","","","","","430017"
"2018","物理抗暴 +24","FFd200ff","","","","","430018"
"2019","法术暴击 +24","FFd200ff","","","","","430019"
"2020","法术抗暴 +24","FFd200ff","","","","","430020"
"2021","控制命中 +18","FFd200ff","","","","","430021"
"2022","控制抵抗 +18","FFd200ff","","","","","430022"
"2023","治疗暴击 +15","FFd200ff","","","","","430023"
"2024","被治疗暴击 +15","FFd200ff","","","","","430024"
"2025","愤怒","FFd200ff","","","","","430025"
"2026","暴怒","FFd200ff","","","","","430026"
"2027","凤凰之心","FFd200ff","","","","","430027"
"2028","药师","FFd200ff","","","","","430028"
"2029","回春","FFd200ff","","","","","430029"
"2030","专注","FFd200ff","","","","","430030"
"2031","斩杀","FFd200ff","","","","","430031"
"2032","迷踪","FFd200ff","","","","","430032"
"2033","狩猎","FFd200ff","","","","","430033"
"2034","简易","FFd200ff","","","","","430034"
"2035","无级别限制","FFd200ff","","","","","430035"
"2036","洞察","FFd200ff","","","","","430036"
"3001","治愈术","FFd200ff","","","","","420001"
"3002","滋润术","FFd200ff","","","","","420002"
"3003","祝福术","FFd200ff","","","","","420003"
"3004","凝气术","FFd200ff","","","","","420004"
"3005","凝神术","FFd200ff","","","","","420005"
"3006","活血术","FFd200ff","","","","","420006"
"3007","命归术","FFd200ff","","","","","420007"
"3008","宁静之雨","FFd200ff","","","","","420008"
"3009","复活术","FFd200ff","","","","","420009"
"3010","还魂术","FFd200ff","","","","","420010"
"3011","绝望赞歌","FFd200ff","","","","","420011"
"3012","净化术","FFd200ff","","","","","420012"
"3013","清心术","FFd200ff","","","","","420013"
"3014","气定神闲","FFd200ff","","","","","420014"
"3015","氤氲神祗","FFd200ff","","","","","420015"
"3016","诬陷术","FFd200ff","","","","","420016"
"3017","鼓舞术","FFd200ff","","","","","420017"
"3018","魔兽之印","FFd200ff","","","","","420018"
"3019","震慑术","FFd200ff","","","","","420019"
"3020","雷霆怒吼","FFd200ff","","","","","420020"
"3021","固甲术","FFd200ff","","","","","420021"
"3022","圣灵之甲","FFd200ff","","","","","420022"
"3023","破甲术","FFd200ff","","","","","420023"
"3024","破碎无双","FFd200ff","","","","","420024"
"3025","疾风术","FFd200ff",,,,,"420025"
"3026","幽灵疾步","FFd200ff",,,,,"420026"
"3027","凝滞术","FFd200ff",,,,,"420027"
"3028","惰性剧变","FFd200ff",,,,,"420028"
"3029","法术护盾","FFd200ff",,,,,"420029"
"3030","虚空结界","FFd200ff",,,,,"420030"
"3031","破血狂攻","FFd200ff",,,,,"420031"
"3032","弱点击破","FFd200ff",,,,,"420032"
"3033","散失之刃","FFd200ff",,,,,"420033"
