"ID","提示对话框类型","提示内容","备注"
"150194","4,15","<T t='$parameter1$' c='ff00ff00'/><T t='在考古时挖掘到一团黑乎乎的东西，小心清理干净后发现竟然是'c='FF693F00'/><T t='$parameter2$' c='FF693F00'/><T t='$parameter3$' c='FF693F00'/><T t='$parameter4$' c='ff00ff00'/>","藏宝图提示"
"150195","1","你考古遇到怪物","藏宝图提示"
"150196","4,15","<T t='$parameter1$' c='ff00ff00'/><T t='击败考古时意外解开封印的上古支配者，获得'c='FF693F00'/><T t='$parameter2$' c='FF693F00'/><T t='$parameter3$' c='FF693F00'/><T t='$parameter4$' c='ff00ff00'/>","藏宝图提示"
"150197","1","你解开了古神爪牙的封印","藏宝图提示"
"150198","4,15","<T t='$parameter1$' c='ff00ff00'/><T t='在考古时解开了'c='FF693F00'/><T t='$parameter2$' c='ff00ff00'/><T t='古神爪牙的封印，英雄们速去封印他们！'c='FF693F00'/>","藏宝图提示"
"150199","1","踩到哪个混蛋放的陷阱了（血蓝扣光）","藏宝图提示"
"150200","4,15","<T t='太难以置信了！'c='FF693F00'/><T t='$parameter1$' c='ff00ff00'/><T t='根据高级藏宝图所示位置进行考古挖掘，竟然获得了'c='FF693F00'/><T t='$parameter2$' c='FF693F00'/><T t='$parameter3$' c='FF693F00'/><T t='$parameter4$' c='ff00ff00'/>","藏宝图提示"
"150201","1","你解开了古神的封印","藏宝图提示"
"150202","4,15","<T t='$parameter1$' c='ff00ff00'/><T t='不得了，在考古时解开了古神的封印，古神已经到了'c='FF693F00'/><T t='$parameter2$' c='ff00ff00'/><T t='英雄快去封印呀！'c='FF693F00'/>","藏宝图提示"
"150203","1","你挖塌了宝宝幼儿园","藏宝图提示"
"150204","4,15","<T t='$parameter1$' c='ff00ff00'/><T t='在'c='FF693F00'/><T t='$parameter2$' c='ff00ff00'/><T t='考古时触发了地震，当地宝宝幼儿园宝宝四处逃散、无家可归，大家快去收留他们吧！'c='FF693F00'/>","藏宝图提示"
"150205","2","<T t='无法合成，缺少'/><T t='$parameter1$' c='ff00ff00'/><T t='，不要消遣我了'/>","高级藏宝图合成不足提示"
"150206","1","<T t='五色龙鳞都收集齐了，这个'/><T t='$parameter1$' c='ff00ff00'/><T t='你拿走吧'/>","高级藏宝图合成成功提示"
"150207","1","成功领取考古任务","考古任务接取提示"
"150208","1","你已经接取了考古任务了","考古任务接取提示"
"150209","1","你今天的考古任务次数已经用完，明天再来吧","考古任务接取提示"
"150210","1","你今天封印古神爪牙的奖励次数已满10次，再次封印古神爪牙将不会获得经验或银币奖励！","封印古神爪牙提示"
"150211","1","你今天捕捉宠物的奖励次数已经用完，再次捕捉宠物将不会获得经验或银币奖励！","宝宝幼儿园提示"
"150212","1","有人正在封印古神，请稍后再来吧！","封印古神提示"
"150213","1","有人正在捕捉宝宝，请稍后再来吧！","宝宝幼儿园提示"
"150214","1","你今天封印古神的奖励次数已满3次，再次封印古神将不会获得经验或银币奖励！","封印古神提示"
"150215","1","你今天开启宝箱的奖励次数已满10次，将无法在开启宝箱了！","世界报箱提示"
"150220","1","似乎感受到宝藏就在脚下","藏宝图提示"
"150221","1","下回合进入手动操作","自动挂机中断提示"
"150222","4,15","<T t=""巨龙护卫（35级-49级可挑战）降临在""c=""FF693F00""></T><T t=""$parameter1$""c=""ff33ff33""></T>，<T t=""请各位英雄前去迎敌。""c=""FF693F00""></T>","燃烧军团玩法刷怪提示"
"150223","4,15","<T t=""巨龙军团★（50级可挑战）降临在""c=""FF693F00""></T><T t=""$parameter1$""c=""ff33ff33""></T>，<T t=""请各位英雄前去迎敌。""c=""FF693F00""></T>","燃烧军团玩法刷怪提示"
"150224","4,15","<T t=""巨龙军团★★（50级可挑战）降临在""c=""FF693F00""></T><T t=""$parameter1$""c=""ff33ff33""></T>，<T t=""请各位英雄前去迎敌。""c=""FF693F00""></T>","燃烧军团玩法刷怪提示"
"150230","4,15","<T t=""巨龙护卫（35-49可挑战）攻入艾泽拉斯""c=""FF693F00""></T><T t=""$parameter1$""c=""ff33ff33""></T>$parameter1$。","燃烧军团玩法刷怪提示"
"150231","1","今日击杀巨龙护卫数量已满10次，无法再获得奖励","明雷怪战斗提示"
"150500","1","请先选择要购买的宠物","商店提示"
"150501","1","<T t='您成功购买了宠物'/><T t='$parameter1$' c='ff00ff00'/>","商店提示"
"150502","1","<T t='您的等级低于'/><T t='$parameter1$' c='ff00ff00'/><T t='级，无法购买' c='ffffffff'/><T t='$parameter2$' c='ff00ff00'/>","商店提示"
"150503","1","<T t='您的等级高于'/><T t='$parameter1$' c='ff00ff00'/><T t='级，无法购买' c='ffffffff'/><T t='$parameter2$' c='ff00ff00'/>","商店提示"
"150504","1","<T t='您出售了'/><T t='$parameter1$个'/><T t='$parameter2$, 获得'/><T t='$parameter3$' c='ff00ff00'/><T t='银币'/><B/><T t='今日还可出售'/><T t='$parameter4$' c='ff00ff00'/><T t='个'/>","商店提示"
"150505","1","<T t='已达到出售上限，此物品每日出售上限'/><T t='$parameter1$' c='ff00ff00'/><T t='个'/>","商店提示"
"150506","5","符石不足，是否前往充值","商店提示"
"150507","1","$dot$<T t='拍卖上架收取1%摊位费'/><B/><T t=' '/><B/>$dot$<T t='最低1000银币'/><B/><T t=' '/><B/>$dot$<T t='最高100,000银币'/>","商店提示"
"150508","1","不能购买自己上架的商品","商店提示"
"150509","1","参战宠物不能上架","商店提示"
"150510","1","请点击售价框设置价格","商店提示"
"150511","1","参战等级低于$parameter1$级的宠物不能上架","商店提示"
"150521","1","你当前没有特技","没有特技提示"
"150522","2","请组队前来！（队伍人数需要至少$parameter1$人）","明雷怪战斗提示"
"150523","1","$parameter1$等级不足，无法挑战！（需要至少$parameter2$级）","明雷怪战斗提示"
"150524","1","今日击杀巨龙军团数量已满5次，无法再获得奖励","明雷怪战斗提示"
"150525","1","$parameter1$等级过高，无法挑战！（需要低于$parameter2$级）","明雷怪战斗提示"
"150531","1","一键升级成功","技能学习提示"
"150532","1","绝技$parameter1$升到$parameter2$级","技能学习提示"
"150535","5","英雄已经完成1轮日常副本任务了，是否继续？","抓鬼完成1轮提示"
"150536","1","成功领取英雄试炼任务","英雄试炼任务接取提示"
"150537","1","你已经接取了英雄试炼任务了","英雄试炼任务接取提示"
"150538","1","你今天的英雄试炼任务已经用完，明天再来吧","英雄试炼任务接取提示"
"150539","5","您已经完成了今日20环的职业日常（每周连续3天或7天完成当日全部的职业日常，将触发特殊职业任务。）","职业任务完成提示"
"150540","1","英雄饶命阿！小的再也不敢了，这就乖乖回家做个良民","职业任务完成提示"
"150541","1","因为您上交了高品质物品,所以额外获得奖励","职业任务完成提示"
"150542","2","需要$parameter1$级才能参与","循环任务等级不足提示"
"150543","1","完成英雄试炼任务","英雄试炼任务完成提示"
"150544","1","宠物上交成功,职业导师很开心","职业任务提示"
"150545","1","物品收集成功,快去交给职业导师吧","职业任务提示"
"150546","1","打造兵器成功","职业任务提示"
"150547","1","制作符文成功","职业任务提示"
"150548","1","物品上交成功","职业任务提示"
"150549","1","因为您有特殊日常未完成,所以触发特殊职业任务失败","职业任务提示"
"150550","2","您已经完成了本周的全部的公会任务","职业任务完成提示"
"150551","5","您已经完成了本周的全部的公会任务","职业任务完成提示"
"160001","1","连击点不足，行动失败","战斗消耗不足提示"
"160002","1","魔法不足，行动失败","战斗消耗不足提示"
"160003","1","愤怒不足，行动失败","战斗消耗不足提示"
"160004","1","生命不足50%，毁灭打击行动失败","战斗消耗不足提示"
"160005","1,15","您因为死亡损失了1%装备耐久","死亡掉耐久"
"160006","1","恭喜你！学会了$parameter1$","学会阵法提示"
"160007","1","奖励已经领取过了","充值提示"
"160008","1","还没有达到充值额度不能领取","充值提示"
"160009","1","领取成功","充值提示"
"160010","1","您被打败了,请好好提升自己","死亡提醒"
"160011","1","需要人物等级达到21级","死亡提醒"
"160012","1","累计充值$parameter1$才能购买此道具","商城购买有充值限制的道具"
"160013","1","今日购买的数量已达上限","商会购买剩余数量不足提示"
"160014","1","已达本周限购数量，请下周再购买","商城限购的物品数量为0时继续购买的提示"
"160015","1","你的银币值不足，无法兑换该伙伴","伙伴购买界面提示"
"160016","1","确定登出当前账号？","切换账号"
"160017","1","登出","切换账号"
"160018","1","前面没有伙伴了","伙伴助战"
"160019","1","后面没有伙伴了","伙伴助战"
"160020","1","请选择职业","创建角色"
"160021","1","参战宠物无法存入","宠物仓库"
"160022","1","<T t='存入'/><T t='$parameter1$' c='ff00ff00'/><T t='成功'/>","宠物仓库"
"160023","1","<T t='取出'/><T t='$parameter1$' c='ff00ff00'/><T t='成功'/>","宠物仓库"
"160024","1","增加宠物寄存框成功","宠物仓库"
"160025","1","请选择要领回的宠物","宠物仓库"
"160026","1","绑定宠物无法存入","宠物仓库"
"160027","5","增加1个宠物寄存栏,需要花费$parameter1$银币","宠物仓库"
"160028","1","当前仓库已满","宠物仓库"
"160029","1","恭喜，修理完美成功","修理提示"
"160030","1","修理失败，装备耐久度上限降低","修理提示"
"160031","1","这件装备足够结实，不需要修理","修理提示"
"160032","1","请选择要寄存的宠物","宠物仓库"
"160033","1","该物品无法存入仓库","存仓库的提示"
"160034","1","该仓库已满,无法存入","仓库满提示"
"160035","1","已暂离，战斗结束后生效","组队战斗队员暂离提示"
"160036","1","宠物栏已满，无法购买","宠物商店"
"160037","1","$parameter1$不足5个，无法合成光环卷轴","阵法书合成（不足数量）"
"160038","1","恭喜您获得$parameter1$","阵法书合成（足够数量）"
"160039","1","战斗中无法取出道具","战斗背包"
"160040","1","战斗中无法存放道具","战斗背包"
"160041","1","你没有选择任何升级材料哦！","阵法升级"
"160042","5","你目前还没有学会光环，是否跳转至光环界面学习光环","阵法"
"160043","1","是否进行新手剧情战斗？","新手战斗"
"160044","1","输入数字超出范围！","商店提示"
"160045","1","<T t=""购买物品""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""$ItemNumber$$Unit$，共花费""></T><T t=""$Money$"" c=""ff00ff00""></T><T t=""银币。""></T>","购买提示"
"160046","1","<T t=""购买物品""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""$ItemNumber$$Unit$，共花费""></T><T t=""$Money$"" c=""ff00ff00""></T><T t=""金币。""></T>","购买提示"
"160047","1","<T t=""购买物品""></T><T t=""$ItemName$"" c=""ff00ff00""></T><T t=""$ItemNumber$$Unit$，共花费""></T><T t=""$Money$"" c=""ff00ff00""></T><T t=""符石。""></T>","购买提示"
"160048","1","同时上架的物品不能超过8件哦","拍卖提示"
"160049","1,15","<T t=""你获得了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><I s='linshi' i='yb'/>","获得货币提示"
"160050","1,15","<T t=""你获得了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><I s='linshi' i='jb'/>","获得货币提示"
"160051","1,15","<T t=""你获得了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""职业贡献。"" c=""FF693F00""></T>","获得货币提示"
"160052","1,15","<T t=""你花费了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""银币。"" c=""FF693F00""></T>","获得货币提示"
"160053","1,15","<T t=""你花费了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""金币。"" c=""FF693F00""></T>","获得货币提示"
"160054","1,15","<T t=""你花费了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""职业贡献。"" c=""FF693F00""></T>","获得货币提示"
"160055","5","升级该光环需要消耗光环卷轴或光环碎片，使用同名光环卷轴可获得更多光环经验","提升光环二级界面文本"
"160056","1","这只宠物普普通通，不能上架哦！","宠物上架提示"
"160057","1","$parameter1$级开放拍卖功能，快升级哦！","拍卖购买出售提示"
"160058","1","$parameter1$级才可以出售物品，快升级哦！","拍卖出售提示"
"160059","5","您还没有领取双倍点数，是否领取100点双倍点数。","捉鬼任务双倍点数提示"
"160060","1","您没有双倍点数可以领取了，请使用歌唱水晶增加双倍点数","捉鬼任务双倍点数提示"
"160061","1","该功能尚未开启，敬请期待","未开启功能提示"
"160062","1","背包空间不足","背包提示"
"160063","1,15","<T t=""你获得了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><I s='linshi' i='jy'/><T t=""(队长加成5%)"" c=""ff00ff00""></T>","捉鬼队长收益提示"
"160064","1,15","<T t=""你获得了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""公会贡献度。"" c=""FF693F00""></T>","公会贡献提示"
"160065","1,15","<T t=""你解冻了""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""公会贡献度。""></T>","解冻贡献提示"
"160066","5","是否将当前装备上的宝石全部替换到新装备上","更换装备，继承宝石提示"
"160067","1","宝石等级过高，新装备无法镶嵌",""
"160068","1","成功更改公会名称","更改公会名称提示"
"160069","1","公会资金上限：$parameter1$万","公会资金上限提示"
"160100","1","<T t=""等级不足无法进入副本，该副本需要""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""级方可进入""></T>","副本提示"
"160101","1","<T t=""进入副本需要组队，队伍人数至少""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""人""></T>","副本提示"
"160102","1","<T t=""队伍中""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""等级没有达到""></T><T t=""$parameter2$"" c=""ff00ff00""></T><T t=""级""></T>","副本提示"
"160103","1","<T t=""队伍人数不足，队伍人数至少""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""人""></T>","副本提示"
"160104","1","您的永曦露水不足","修炼提示"
"160105","1","您的纪元之书不足","修炼提示"
"160106","1","当前专精技能已达到等级上限","修炼提示"
"160107","1","当前专精技能已达到最高等级","修炼提示"
"160108","1","可携带宠物以满,无法取出","宠物仓库提醒"
"160109","1","当前仓库以满","宠物仓库提醒"
"160110","7","<T t=""目前公会资金不足以进行公会维护，因此公会等级降低一级，如果公会药房高于当前公会等级则效果与公会等级一致，同时公会将得到500万公会资金补给，请尽快参与公会活动，如公会等级降至1级时依然如此，你的公会将自动解散。"" c=""FF693F00""></T>","公会降级提示"
"160111","1","镶嵌宝石的装备不能上架哦","镶嵌宝石装备拍卖上架提示"
"160112","1","恭喜，你打造出了珍品装备！","打造处珍品装备提示"
"160113","1","您的货币即将达到上限","货币达到上限提示"
"160114","1","合成宝石失败，返还$parameter1$宝石$parameter2$颗，再接再厉","合成失败提示"
"160115","2","这么少的人就别来送死了，凑够3个人再来吧!","公会副本战斗提示"
"160116","16","<T t='您距离上次离开累计离线' c='FF693F00'/><T t='$parameter1$' c='ff00ff00'/><T t='分钟，共获得' c='FF693F00'/><T t='$parameter2$' c='ff00ff00'/><T t='离线经验' c='FF693F00'/>","好友频道挂机离线提示"
"160117","16","<T t='您因为死亡损失了' c='FF693F00'/><T t='1%' c='ff00ff00'/><T t='装备耐久' c='FF693F00'/>","好友频道死亡掉耐久"
"160118","1","金币不足","兑换时提示"
"160119","1","已向若干个公会发起申请入会，请耐心等候","公会一键申请提示"
"160120","1,15","<T t=""你获得了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""符石。"" c=""FF693F00""></T>","获得货币提示"
"160121","1,15","<T t=""你获得了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""荣誉值。"" c=""FF693F00""></T>","获得货币提示"
"160122","1,15","<T t=""你获得了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""公会DKP。"" c=""FF693F00""></T>","获得货币提示"
"160123","1,15","<T t=""你获得了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""声望值。"" c=""FF693F00""></T>","获得货币提示"
"160124","1,15","<T t=""你获得了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""节日积分。"" c=""FF693F00""></T>","获得货币提示"
"160125","1,15","<T t=""你获得了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""师徒值。"" c=""FF693F00""></T>","获得货币提示"
"160126","1,15","<T t=""你获得了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""经验。"" c=""FF693F00""></T>","获得货币提示"
"160127","1,15","<T t=""你获得了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""每日活跃度。"" c=""FF693F00""></T>","获得货币提示"
"160128","1,15","<T t=""你获得了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""活力。"" c=""FF693F00""></T>","获得货币提示"
"160129","1,15","<T t=""你花费了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""符石。"" c=""FF693F00""></T>","花费货币提示"
"160130","1,15","<T t=""你花费了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""荣誉值。"" c=""FF693F00""></T>","花费货币提示"
"160131","1,15","<T t=""你花费了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""公会DKP。"" c=""FF693F00""></T>","花费货币提示"
"160132","1,15","<T t=""你花费了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""声望值。"" c=""FF693F00""></T>","花费货币提示"
"160133","1,15","<T t=""你花费了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""节日积分。"" c=""FF693F00""></T>","花费货币提示"
"160134","1,15","<T t=""你花费了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""师徒值。"" c=""FF693F00""></T>","花费货币提示"
"160135","1,15","<T t=""你花费了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""经验。"" c=""FF693F00""></T>","花费货币提示"
"160136","1,15","<T t=""你花费了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""每日活跃度。"" c=""FF693F00""></T>","花费货币提示"
"160137","1,15","<T t=""你花费了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""活力。"" c=""FF693F00""></T>","花费货币提示"
"160138","1","合成$parameter1$宝石，成功$parameter2$颗，失败返还$parameter3$颗","全部合成提示"
"160139","1","无法进行公会专精,您需要先加入一个公会","修炼提示"
"160140","1","该场景没有小地图","小地图提示"
"160141","1","请长按发音","语音"
"160142","1,15","获得了$parameter1$","使用宠物道具提示"
"160143","1,15","获得了$parameter1$$parameter2$天","使用伙伴道具提示"
"160144","1","同意","公会二级邀请提示"
"160145","1","拒绝","公会二级邀请提示"
"160146","1","<T t=""购买物品""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""$parameter2$$parameter3$，共花费""></T><T t=""$parameter4$"" c=""ff00ff00""></T><T t=""$parameter5$。""></T>","购买成功提示"
"160147","1","积分不足，无法兑换","兑换商店"
"160148","1","你背包内没有这个物品","公会副本交物品提示"
"160149","1","<T t=""购买物品""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""$parameter2$$parameter3$，共花费""></T><T t=""$parameter4$"" c=""ff00ff00""></T><T t=""金币。""></T>",""
"160150","1","<T t=""购买物品""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""$parameter2$$parameter3$，共花费""></T><T t=""$parameter4$"" c=""ff00ff00""></T><T t=""符石。""></T>",""
"160151","1","<T t=""购买物品""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""$parameter2$$parameter3$，共花费""></T><T t=""$parameter4$"" c=""ff00ff00""></T><T t=""职业贡献。""></T>",""
"160152","1","<T t=""购买物品""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""$parameter2$$parameter3$，共花费""></T><T t=""$parameter4$"" c=""ff00ff00""></T><T t=""荣誉值。""></T>",""
"160153","1","<T t=""购买物品""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""$parameter2$$parameter3$，共花费""></T><T t=""$parameter4$"" c=""ff00ff00""></T><T t=""公会DKP。""></T>",""
"160154","1","<T t=""购买物品""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""$parameter2$$parameter3$，共花费""></T><T t=""$parameter4$"" c=""ff00ff00""></T><T t=""声望值。""></T>",""
"160155","1","<T t=""购买物品""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""$parameter2$$parameter3$，共花费""></T><T t=""$parameter4$"" c=""ff00ff00""></T><T t=""节日积分。""></T>",""
"160156","1","<T t=""购买物品""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""$parameter2$$parameter3$，共花费""></T><T t=""$parameter4$"" c=""ff00ff00""></T><T t=""师徒值。""></T>",""
"160157","1,15","<T t=""你为公会贡献了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""资金。"" c=""FF693F00""></T>","公会任务提示"
"160158","1,15","<T t=""你获得了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""公会分红。"" c=""FF693F00""></T>","公会任务提示"
"160159","1","您的$parameter1$不足，无法兑换","兑换商店"
"160160","1,15","<T t=""你获得了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""双倍点数。"" c=""FF693F00""></T>","双倍点数获取提示"
"160161","1,15","<T t=""你获得了"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""声望。"" c=""FF693F00""></T>","声望获取提示"
"160162","1","你身上的货币已达上限，无法继续获得","货币已满提示"
"160163","1","<T t=""分解获得"" c=""FF693F00""></T><T t=""$parameter1$"" c=""ff00ff00""></T><I s='linshi' i='yb'/>","分解提示"
"160164","1","分解获得物品$parameter1$$parameter2$个","分解提示"
"160165","2","今天我要战个痛快！","公会副本战斗提示"
"160166","2","我在战斗中，等会再来收拾你","公会副本NPC战斗中提示"
"160167","5","当前网络不可用，是否需要重试？","登录时网络连接不上提示"
"160168","1","队长目前正在公会地图，不属于同一个公会成员无法传送","不属于同一公会传送提示"
"160169","1","请长按发言","语音聊天提示"
"160170","1","发言成功","语音聊天提示"
"160171","1","发言失败，请稍后再试！","语音聊天提示"
"160172","1","发送太频繁，请稍后再试！","语音聊天提示"
"160173","1","<T t=""歌唱水晶每天最多可使用""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""次""></T>","双倍点数道具使用次数达到上限提示"
"160174","1","已领取双倍点数达到上限，无法领取双倍点数，请消耗一定双倍点数后再使用此道具","双倍点数提示"
"160175","1","使用道具后将超出已领取点数上限，无法领取双倍点数，请消耗一定双倍点数后再使用此道具","双倍点数提示"
"160176","1","其他玩家已提交此物品","公会副本交物品提示"
"160177","5","使用的$parameter1$高于装备等级，是否继续","使用高级道具提示"
"160178","1","<T t=""召回失败，对方等级不足""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""级，无法进入此场景""></T>","召回失败提示"
"160179","1","<T t=""回归失败，队伍所在场景需等级达到""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""级""></T>","召回失败提示"
"160180","1","组队状态下队员无法进行传送操作","组队状态下，队员进行传送操作"
"160181","5","退出公会之后你将离开当前场景","公会副本内退出公会提示"
"160182","2","我好饿，我要吃的！","公会副本贪食NPC提示"
"160183","2","我最喜欢闪亮的石头了，你有么？","公会副本恋宝NPC提示"
"160184","2","打打杀杀的事我不喜欢，能连续答对我3道问题就放你们过去，嘿嘿！","公会副本书魂NPC提示"
"160185","2","今天什么日子，这么多人找我，我正忙着呢。（其他玩家正在交互）","公会副本书魂NPC提示"
"160186","16","<T t='你已成功加入' c='FF693F00'/><T t='$parameter1$' c='ff00ff00'/><T t='公会，公会频道开启。' c='FF693F00'/>","加入公会提示"
"160187","1","商品已售出","拍卖的商品被别人买走后，再购买的提示"
"160188","16","<T t='你已被' c='FF693F00'/><T t='$parameter1$' c='ff00ff00'/><T t='因' c='FF693F00'/><T t='$parameter2$' c='ff00ff00'/><T t='踢出了公会，你的' c='FF693F00'/><T t='$parameter3$' c='ff00ff00'/><T t='点公会贡献度已冻结，历史贡献度清零。在加入新公会3天后，所冻结的贡献度将1:1返还。' c='FF693F00'/>","被公会踢出提示"
"160189","1","您的双倍点数已领取完","挂机提示"
"160190","1","战斗中不能改变人物加点","战斗中提示"
"160191","1","你不是队长无法进入副本","副本提示"
"160192","1","一键申请需间隔5分钟使用一次，请耐心等候","公会一键申请提示"
"160193","1","请离队后进行任务","主线任务组队，队员提示"
"160194","1","队伍中有非本公会成员","组队进入公会相关地图提示"
"160195","1","似乎没有能帮助你的好友在线","组队邀请好友功能提示"
"160196","1","<T t=""$parameter1$"" c=""ff00ff00""></T><T t=""与你不属于同一公会，无法进入当前场景"" c=""ff00ff00""></T>","队长在公会场景中组队提示"
"160197","1","<T t=""购买物品""></T><T t=""$parameter1$"" c=""ff00ff00""></T><T t=""$parameter2$$parameter3$，共花费""></T><T t=""$parameter4$"" c=""ff00ff00""></T><T t=""银币。""></T>",""
"160198","1","没有空位容纳新宠物","宠物已满提示"
"160199","1","修理失败三次的装备无法继续修理","修理三次失败后提示"
"160200","16","<T t='公会升级至' c='FF693F00'/><T t='$parameter1$' c='FF693F00'/><T t='级' c='FF693F00'/>","公会升级提示"
"160201","1","队长在副本内无法组队","副本提示"
"160202","1","在副本内无法组队","副本提示"
"160203","2","这就是力量的感觉吗？我感觉我可以撕裂一切。","副本提示"
"160204","2","伟大的纳拉雷克斯，指引着我们前进的方向，翡翠梦境的力量在逐渐蔓延。","副本提示"
"160205","2","闯入者要么成为我们的一员，要么就被我们撕碎。","副本提示"
"160206","2","真正的永生近在咫尺，这是宿命的选择。","副本提示"
"160207","2","从此我不再信奉自然之神，只有无尽的哀嚎为伴。","副本提示"
"160208","1","请按照提示进行操作","引导提示"
"160209","1","此物品已绑定，无法上架","拍卖上架提示"
"160210","5,13","队长号召进入副本$parameter1$,您的奖励次数还剩余$parameter2$次,是否同意进入?","副本提示"
"160211","1,13","$parameter1$拒绝进入副本,进入副本失败","副本提示"
"160212","1","金币不足，请重新购买","拍卖购买异常"
"160213","16","<T t='$parameter1$' c='ff00ff00'/><T t='公会拒绝了你的入会申请' c='FF693F00'/>","好友频道拒绝入会申请提示"
"160214","16","<T t='$parameter1$' c='ff00ff00'/><T t='拒绝了你的入会邀请' c='FF693F00'/>","好友频道拒绝入会邀请提示"
"160215","1","对方已离线","离线提示"
"160216","16","<T t='恭喜！您出售的$parameter1$已经被ID$parameter2$购买。'c='FF693F00'/><B/><T t='您获得$parameter3$金币'c='FF693F00'/><B/><T t='今日税率：10%' c='FF693F00'/>","好友频道拍卖物品被购买"
"160217","5","该装备上镶嵌有宝石,分解后宝石自动退还到背包中","分解提示"
"160218","1","40级以下装备会自动分解","自动分解提示"
"160219","16","<T t='公会金库升级至' c='FF693F00'/><T t='$parameter1$' c='FF693F00'/><T t='级' c='FF693F00'/>","好友频道公会建筑升级提示"
"160220","16","<T t='公会药房升级至' c='FF693F00'/><T t='$parameter1$' c='FF693F00'/><T t='级' c='FF693F00'/>","好友频道公会建筑升级提示"
"160221","16","<T t='公会旅馆升级至' c='FF693F00'/><T t='$parameter1$' c='FF693F00'/><T t='级' c='FF693F00'/>","好友频道公会建筑升级提示"
"160222","1","此频道无法使用语音聊天","当前频道语音聊天提示"
"160223","5,13","队长号召进入副本$parameter1$,当前进度$parameter2$,是否同意?","副本提示"
"160224","1","公会资金不足，无法升级","公会无法升级提示"
"160225","1","未满足升级条件，无法升级","公会未满足升级条件提示"
"160226","1","当前$parameter1$等级已达上限","公会建筑等级已达上限"
"160227","7","<T t=""公会维护消耗公会资金$parameter1$银币"" c=""FF693F00""></T>","公会维护消耗提示"
