"id","名称","物品id1","物品id1权重","物品id2","物品id2权重","物品id3","物品id3权重","物品id4","物品id4权重","物品id5","物品id5权重","物品id6","物品id6权重","物品id7","物品id7权重","物品id8","物品id8权重","物品id9","物品id9权重","物品id10","物品id10权重","物品id11","物品id11权重","物品id12","物品id12权重","物品id13","物品id13权重","物品id14","物品id14权重","物品id15","物品id15权重","物品id16","物品id16权重","物品id17","物品id17权重","物品id18","物品id18权重","物品id19","物品id19权重","物品id20","物品id20权重","物品id21","物品id21权重","物品id22","物品id22权重","物品id23","物品id23权重","物品id24","物品id24权重","物品id25","物品id25权重","物品id26","物品id26权重","物品id27","物品id27权重","物品id28","物品id28权重","物品id29","物品id29权重","物品id30","物品id30权重","物品id31","物品id31权重","物品id32","物品id32权重","物品id33","物品id33权重","物品id34","物品id34权重","物品id35","物品id35权重","物品id36","物品id36权重","物品id37","物品id37权重","物品id38","物品id38权重","物品id39","物品id39权重","物品id40","物品id40权重","物品id41","物品id41权重","物品id42","物品id42权重","物品id43","物品id43权重","物品id44","物品id44权重","物品id45","物品id45权重","物品id46","物品id46权重","物品id47","物品id47权重","物品id48","物品id48权重","物品id49","物品id49权重","物品id50","物品id50权重","物品id51","物品id51权重","物品id52","物品id52权重","物品id53","物品id53权重","物品id54","物品id54权重","物品id55","物品id55权重","物品id56","物品id56权重"
"200117","110级绿装库","5110101","100","5110102","100","5110103","100","5110104","100","5110105","100","5110106","100","5110207","50","5110208","50","5110309","50","5110310","50","5110411","100","5110512","100","5110613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200118","120级绿装库","5120101","100","5120102","100","5120103","100","5120104","100","5120105","100","5120106","100","5120207","50","5120208","50","5120309","50","5120310","50","5120411","100","5120512","100","5120613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200119","130级绿装库","5130101","100","5130102","100","5130103","100","5130104","100","5130105","100","5130106","100","5130207","50","5130208","50","5130309","50","5130310","50","5130411","100","5130512","100","5130613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200120","140级绿装库","5140101","100","5140102","100","5140103","100","5140104","100","5140105","100","5140106","100","5140207","50","5140208","50","5140309","50","5140310","50","5140411","100","5140512","100","5140613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200121","150级绿装库","5150101","100","5150102","100","5150103","100","5150104","100","5150105","100","5150106","100","5150207","50","5150208","50","5150309","50","5150310","50","5150411","100","5150512","100","5150613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200122","10级蓝装库","6010101","100","6010102","100","6010103","100","6010104","100","6010105","100","6010106","100","6010207","50","6010208","50","6010309","50","6010310","50","6010411","100","6010512","100","6010613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200123","20级蓝装库","6020101","100","6020102","100","6020103","100","6020104","100","6020105","100","6020106","100","6020207","50","6020208","50","6020309","50","6020310","50","6020411","100","6020512","100","6020613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200124","30级蓝装库","6030101","100","6030102","100","6030103","100","6030104","100","6030105","100","6030106","100","6030207","50","6030208","50","6030309","50","6030310","50","6030411","100","6030512","100","6030613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200125","40级蓝装库","6040101","100","6040102","100","6040103","100","6040104","100","6040105","100","6040106","100","6040207","50","6040208","50","6040309","50","6040310","50","6040411","100","6040512","100","6040613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200126","50级蓝装库","6050101","100","6050102","100","6050103","100","6050104","100","6050105","100","6050106","100","6050207","50","6050208","50","6050309","50","6050310","50","6050411","100","6050512","100","6050613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200127","60级蓝装库","6060101","100","6060102","100","6060103","100","6060104","100","6060105","100","6060106","100","6060207","50","6060208","50","6060309","50","6060310","50","6060411","100","6060512","100","6060613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200128","70级蓝装库","6070101","100","6070102","100","6070103","100","6070104","100","6070105","100","6070106","100","6070207","50","6070208","50","6070309","50","6070310","50","6070411","100","6070512","100","6070613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200129","80级蓝装库","6080101","100","6080102","100","6080103","100","6080104","100","6080105","100","6080106","100","6080207","50","6080208","50","6080309","50","6080310","50","6080411","100","6080512","100","6080613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200130","90级蓝装库","6090101","100","6090102","100","6090103","100","6090104","100","6090105","100","6090106","100","6090207","50","6090208","50","6090309","50","6090310","50","6090411","100","6090512","100","6090613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200131","100级蓝装库","6100101","100","6100102","100","6100103","100","6100104","100","6100105","100","6100106","100","6100207","50","6100208","50","6100309","50","6100310","50","6100411","100","6100512","100","6100613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200132","110级蓝装库","6110101","100","6110102","100","6110103","100","6110104","100","6110105","100","6110106","100","6110207","50","6110208","50","6110309","50","6110310","50","6110411","100","6110512","100","6110613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200133","120级蓝装库","6120101","100","6120102","100","6120103","100","6120104","100","6120105","100","6120106","100","6120207","50","6120208","50","6120309","50","6120310","50","6120411","100","6120512","100","6120613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200134","130级蓝装库","6130101","100","6130102","100","6130103","100","6130104","100","6130105","100","6130106","100","6130207","50","6130208","50","6130309","50","6130310","50","6130411","100","6130512","100","6130613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200135","140级蓝装库","6140101","100","6140102","100","6140103","100","6140104","100","6140105","100","6140106","100","6140207","50","6140208","50","6140309","50","6140310","50","6140411","100","6140512","100","6140613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200136","150级蓝装库","6150101","100","6150102","100","6150103","100","6150104","100","6150105","100","6150106","100","6150207","50","6150208","50","6150309","50","6150310","50","6150411","100","6150512","100","6150613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200137","10级紫装库","7010101","100","7010102","100","7010103","100","7010104","100","7010105","100","7010106","100","7010207","50","7010208","50","7010309","50","7010310","50","7010411","100","7010512","100","7010613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200138","20级紫装库","7020101","100","7020102","100","7020103","100","7020104","100","7020105","100","7020106","100","7020207","50","7020208","50","7020309","50","7020310","50","7020411","100","7020512","100","7020613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200139","30级紫装库","7030101","100","7030102","100","7030103","100","7030104","100","7030105","100","7030106","100","7030207","50","7030208","50","7030309","50","7030310","50","7030411","100","7030512","100","7030613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200140","40级紫装库","7040101","100","7040102","100","7040103","100","7040104","100","7040105","100","7040106","100","7040207","50","7040208","50","7040309","50","7040310","50","7040411","100","7040512","100","7040613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200141","50级紫装库","7050101","100","7050102","100","7050103","100","7050104","100","7050105","100","7050106","100","7050207","50","7050208","50","7050309","50","7050310","50","7050411","100","7050512","100","7050613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200142","60级紫装库","7060101","100","7060102","100","7060103","100","7060104","100","7060105","100","7060106","100","7060207","50","7060208","50","7060309","50","7060310","50","7060411","100","7060512","100","7060613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200143","70级紫装库","7070101","100","7070102","100","7070103","100","7070104","100","7070105","100","7070106","100","7070207","50","7070208","50","7070309","50","7070310","50","7070411","100","7070512","100","7070613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200144","80级紫装库","7080101","100","7080102","100","7080103","100","7080104","100","7080105","100","7080106","100","7080207","50","7080208","50","7080309","50","7080310","50","7080411","100","7080512","100","7080613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200145","90级紫装库","7090101","100","7090102","100","7090103","100","7090104","100","7090105","100","7090106","100","7090207","50","7090208","50","7090309","50","7090310","50","7090411","100","7090512","100","7090613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200146","100级紫装库","7100101","100","7100102","100","7100103","100","7100104","100","7100105","100","7100106","100","7100207","50","7100208","50","7100309","50","7100310","50","7100411","100","7100512","100","7100613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200147","110级紫装库","7110101","100","7110102","100","7110103","100","7110104","100","7110105","100","7110106","100","7110207","50","7110208","50","7110309","50","7110310","50","7110411","100","7110512","100","7110613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200148","120级紫装库","7120101","100","7120102","100","7120103","100","7120104","100","7120105","100","7120106","100","7120207","50","7120208","50","7120309","50","7120310","50","7120411","100","7120512","100","7120613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200149","130级紫装库","7130101","100","7130102","100","7130103","100","7130104","100","7130105","100","7130106","100","7130207","50","7130208","50","7130309","50","7130310","50","7130411","100","7130512","100","7130613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200150","140级紫装库","7140101","100","7140102","100","7140103","100","7140104","100","7140105","100","7140106","100","7140207","50","7140208","50","7140309","50","7140310","50","7140411","100","7140512","100","7140613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200151","150级紫装库","7150101","100","7150102","100","7150103","100","7150104","100","7150105","100","7150106","100","7150207","50","7150208","50","7150309","50","7150310","50","7150411","100","7150512","100","7150613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200152","10级橙装库","8010101","100","8010102","100","8010103","100","8010104","100","8010105","100","8010106","100","8010207","50","8010208","50","8010309","50","8010310","50","8010411","100","8010512","100","8010613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200153","10级橙装库","8020101","100","8020102","100","8020103","100","8020104","100","8020105","100","8020106","100","8020207","50","8020208","50","8020309","50","8020310","50","8020411","100","8020512","100","8020613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200154","10级橙装库","8030101","100","8030102","100","8030103","100","8030104","100","8030105","100","8030106","100","8030207","50","8030208","50","8030309","50","8030310","50","8030411","100","8030512","100","8030613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200155","10级橙装库","8040101","100","8040102","100","8040103","100","8040104","100","8040105","100","8040106","100","8040207","50","8040208","50","8040309","50","8040310","50","8040411","100","8040512","100","8040613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200156","10级橙装库","8050101","100","8050102","100","8050103","100","8050104","100","8050105","100","8050106","100","8050207","50","8050208","50","8050309","50","8050310","50","8050411","100","8050512","100","8050613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200157","10级橙装库","8060101","100","8060102","100","8060103","100","8060104","100","8060105","100","8060106","100","8060207","50","8060208","50","8060309","50","8060310","50","8060411","100","8060512","100","8060613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200158","10级橙装库","8070101","100","8070102","100","8070103","100","8070104","100","8070105","100","8070106","100","8070207","50","8070208","50","8070309","50","8070310","50","8070411","100","8070512","100","8070613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200159","10级橙装库","8080101","100","8080102","100","8080103","100","8080104","100","8080105","100","8080106","100","8080207","50","8080208","50","8080309","50","8080310","50","8080411","100","8080512","100","8080613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200160","10级橙装库","8090101","100","8090102","100","8090103","100","8090104","100","8090105","100","8090106","100","8090207","50","8090208","50","8090309","50","8090310","50","8090411","100","8090512","100","8090613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200161","10级橙装库","8100101","100","8100102","100","8100103","100","8100104","100","8100105","100","8100106","100","8100207","50","8100208","50","8100309","50","8100310","50","8100411","100","8100512","100","8100613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200162","10级橙装库","8110101","100","8110102","100","8110103","100","8110104","100","8110105","100","8110106","100","8110207","50","8110208","50","8110309","50","8110310","50","8110411","100","8110512","100","8110613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200163","10级橙装库","8120101","100","8120102","100","8120103","100","8120104","100","8120105","100","8120106","100","8120207","50","8120208","50","8120309","50","8120310","50","8120411","100","8120512","100","8120613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200164","10级橙装库","8130101","100","8130102","100","8130103","100","8130104","100","8130105","100","8130106","100","8130207","50","8130208","50","8130309","50","8130310","50","8130411","100","8130512","100","8130613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200165","10级橙装库","8140101","100","8140102","100","8140103","100","8140104","100","8140105","100","8140106","100","8140207","50","8140208","50","8140309","50","8140310","50","8140411","100","8140512","100","8140613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200166","10级橙装库","8150101","100","8150102","100","8150103","100","8150104","100","8150105","100","8150106","100","8150207","50","8150208","50","8150309","50","8150310","50","8150411","100","8150512","100","8150613","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200202","幸运宝箱高级兽决","311038","100","311039","100","311040","100","311041","100","311042","100","311043","100","311044","100","311045","100","311046","100","311047","100","311048","100","311049","100","311050","100","311051","100","311052","100","311053","100","311054","100","311055","100","311056","100","311057","100","311058","100","311059","100","311060","100","311061","100","311062","100","311063","100","311064","100","311065","100","311066","100","311067","100","311068","100","311069","100","311070","100","311071","100","311072","100","311073","100","311074","100","311079","100","311080","100","311081","100","311082","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200203","幸运宝箱低级兽决","311001","100","311002","100","311003","100","311004","100","311005","100","311006","100","311007","100","311008","100","311009","100","311010","100","311011","100","311012","100","311013","100","311014","100","311015","100","311016","100","311017","100","311018","100","311019","100","311020","100","311021","100","311022","100","311023","100","311024","100","311025","100","311026","100","311027","100","311028","100","311029","100","311030","100","311031","100","311032","100","311033","100","311034","100","311035","100","311036","100","311037","100","311075","100","311076","100","311077","100","311078","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200204","幸运宝箱五宝","331350","100","331351","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
