"阶段ID","技能描述（策划）","阶段类型","执行方式","播放延时","动作类型","动作最长时间","移动类型","同步保护","目的x","目的y","残影对象编号","残影对象透明度","移动时间","特效类型","特效位置类型","有痕迹","有方向","特效名","特效图层","音效","结果类型","执行结果最长时间","结果受击复位时间","瞬移类型","瞬移时间","保留","瞬移最长时间","多结果标示"
"16000703","天定之国-受击结算","4","1","800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1000","200","0","0","0","0","1"
"16000710","天定之国虚弱休息","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","200","200","0","0","0","0","1"
"16010100","治疗祷言2-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_huifushu/mt_huifushu_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"16010101","治疗祷言2-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"16010200","回血-结算","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","200","200","0","0","0","0","1"
"16010300","复活加血1-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16010301","复活加血1-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_huifushu/mt_huifushu_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"16010302","复活加血1-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"16100100","闪电链1-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16100101","闪电链1-施法特效","2","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mt3_sm_2/mt3_sm_2_shifa","1","liumaishenjian","0","0","200","0","0","0","0","1"
"16100102","闪电链1-闪电特效","2","1","1200","1","0","0","0","0","0","0","188","0","0","5","0","0","electric/mt3_sm_2/shandianlian","1","feilongzaitian","0","0","200","0","0","100","400","1"
"16100103","闪电链1-受击特效","2","1","1200","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_sm_2/mt3_sm_2_mingzhong","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16100104","闪电链1-结算","4","1","1300","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1500","200","0","0","0","0","1"
"16100110","闪电链2-闪电特效","2","1","1500","2","0","0","0","0","0","0","188","0","0","5","0","0","electric/mt3_sm_2/shandianlian","1","feilongzaitian","0","0","200","0","0","100","800","1"
"16100111","闪电链2-受击特效","2","1","1500","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_sm_2/mt3_sm_2_mingzhong","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16100112","闪电链2-结算","4","1","1600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1800","200","0","0","0","0","1"
"16100120","闪电链3-闪电特效","2","1","1700","3","0","0","0","0","0","0","188","0","0","5","0","0","electric/mt3_sm_2/shandianlian","1","feilongzaitian","0","0","200","0","0","100","800","1"
"16100121","闪电链3-受击特效","2","1","1700","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_sm_2/mt3_sm_2_mingzhong","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16100122","闪电链3-结算","4","1","1800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2000","200","0","0","0","0","1"
"16100130","闪电链4-闪电特效","2","1","1900","4","0","0","0","0","0","0","188","0","0","5","0","0","electric/mt3_sm_2/shandianlian","1","feilongzaitian","0","0","200","0","0","100","800","1"
"16100131","闪电链4-受击特效","2","1","1900","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_sm_2/mt3_sm_2_mingzhong","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16100132","闪电链4-结算","4","1","2000","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2200","200","0","0","0","0","1"
"16100140","闪电链5-闪电特效","2","1","2100","5","0","0","0","0","0","0","188","0","0","5","0","0","electric/mt3_sm_2/shandianlian","1","feilongzaitian","0","0","200","0","0","100","800","1"
"16100141","闪电链5-受击特效","2","1","2100","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_sm_2/mt3_sm_2_mingzhong","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16100142","闪电链5-结算","4","1","2200","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2400","200","0","0","0","0","1"
"16100150","闪电链6-闪电特效","2","1","2300","6","0","0","0","0","0","0","188","0","0","5","0","0","electric/mt3_sm_2/shandianlian","1","feilongzaitian","0","0","200","0","0","100","800","1"
"16100151","闪电链6-受击特效","2","1","2300","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_sm_2/mt3_sm_2_mingzhong","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16100152","闪电链6-结算","4","1","2400","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2600","200","0","0","0","0","1"
"16100200","治疗图腾-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16100201","治疗图腾-图腾出现特效","2","1","100","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_sm_3/mt3_sm_3_chuxian","0","feilongzaitian","0","0","200","0","0","0","0","1"
"16100202","治疗图腾-结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"16100300","闪电箭-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16100301","闪电箭-施法特效","2","1","50","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mt3_sm_4/mt3_sm_4_shifa","1","liumaishenjian","0","0","200","0","0","0","0","1"
"16100302","闪电箭-残影移动","1","1","600","0","0","0","0","0","5","1","0","300","0","5","0","0",,"0",,"0","50","50","0","0","0","0","1"
"16100303","闪电箭-弓箭特效移动","2","1","600","0","0","0","0","0","0","1","0","1","0","0","0","1","geffect/skill/mt3_sm_4/mt3_sm_4_jian_","1",,"0","50","50","0","0","0","0","1"
"16100304","闪电箭-残影消失","1","1","900","0","0","3","0","0","0","1","0","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16100305","闪电箭-受击特效","2","1","900","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_sm_4/mt3_sm_4_mingzhong","0","feilongzaitian","0","0","200","0","0","0","0","1"
"16100306","闪电箭-受击结算","4","1","850","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1050","200","0","0","0","0","1"
"16100400","先祖之魂复活-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16100401","先祖之魂复活-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_susheng/mt_susheng_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"16100402","先祖之魂复活-受击特效下","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_susheng/mt_susheng_xia","0","feilongzaitian","0","0","200","0","0","0","0","1"
"16100403","先祖之魂复活-受击结算","4","1","1600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1800","200","0","0","0","0","1"
"16100410","先祖之魂加血","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","200","200","0","0","0","0","1"
"16100500","狂热图腾-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16100501","狂热图腾-图腾出现特效","2","1","100","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_sm_3/mt3_sm_3_chuxian","0","feilongzaitian","0","0","200","0","0","0","0","1"
"16100502","狂热图腾-结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"16100700","风暴轰击-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16100701","风暴轰击-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_xukongluanliu/mt_xukongluanliu_mingzhong","0","feilongzaitian","0","0","200","0","0","0","0","1"
"16100702","风暴轰击-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"16100710","风暴轰击虚弱休息","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","200","200","0","0","0","0","1"
"16101300","治疗图腾（光环）-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16101301","治疗图腾（光环）-施法特效","2","1","600","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mt_shenshengxinxing/mt_shenshengxinxing","0",,"0","0","200","0","0","0","0","1"
"16101302","治疗图腾（光环）-受击特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_shenshengxinxing/mt_shenshengxinxing","0",,"0","0","200","0","0","0","0","1"
"16101303","治疗图腾（光环）-结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"16110100","闪电链7-闪电特效","2","1","2500","5","0","0","0","0","0","0","188","0","0","5","0","0","electric/mt3_sm_2/shandianlian","1","feilongzaitian","0","0","200","0","0","100","800","1"
"16110101","闪电链7-受击特效","2","1","2500","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_sm_2/mt3_sm_2_mingzhong","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16110102","闪电链7-结算","4","1","2600","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","2800","200","0","0","0","0","1"
"16110110","闪电链8-闪电特效","2","1","2700","6","0","0","0","0","0","0","188","0","0","5","0","0","electric/mt3_sm_2/shandianlian","1","feilongzaitian","0","0","200","0","0","100","800","1"
"16110111","闪电链8-受击特效","2","1","2700","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_sm_2/mt3_sm_2_mingzhong","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16110112","闪电链8-结算","4","1","2800","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","3000","200","0","0","0","0","1"
"16110200","复活加血1-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16110201","复活加血1-受击特效上","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_huifushu/mt_huifushu_shang","0","feilongzaitian","0","0","200","0","0","0","0","1"
"16110202","复活加血1-受击结算","4","1","1100","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","1300","200","0","0","0","0","1"
"16200100","淬毒刀扇1-施法动作","0","0","0","9","600","0","0","0","0","0","188","0","0","0","0","0",,"0",,,"0",,,,,,"1"
"16200101","淬毒刀扇1-隐身主体","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16200102","淬毒刀扇1-移动","1","0","0","0","0","0","1","0","2","1","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"16200103","淬毒刀扇1-攻击动作","0","1","0","8","1100","0","0","0","2","1","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16200104","淬毒刀扇1-受击特效上","2","1","100","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dz_2/mt3_dz_2_mingzhong","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200105","淬毒刀扇1-受击特效下","2","1","100","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dz_2/mt3_dz_2_shifa_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200106","淬毒刀扇1-受击结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"16200107","淬毒刀扇1-残影消失","1","0","0","0","0","3","2","0","0","1","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16200110","淬毒刀扇2-移动","1","0","0","0","0","0","1","0","2","2","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"16200111","淬毒刀扇2-攻击动作","0","1","0","8","1100","0","0","0","2","2","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16200112","淬毒刀扇2-受击特效上","2","1","100","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dz_2/mt3_dz_2_mingzhong","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200113","淬毒刀扇2-受击特效下","2","1","100","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dz_2/mt3_dz_2_shifa_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200114","淬毒刀扇2-受击结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"16200115","淬毒刀扇2-残影消失","1","0","0","0","0","3","2","0","0","2","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16200120","淬毒刀扇3-移动","1","0","0","0","0","0","1","0","2","3","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"16200121","淬毒刀扇3-攻击动作","0","1","0","8","1100","0","0","0","2","3","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16200122","淬毒刀扇3-受击特效上","2","1","100","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dz_2/mt3_dz_2_mingzhong","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200123","淬毒刀扇3-受击特效下","2","1","100","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dz_2/mt3_dz_2_shifa_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200124","淬毒刀扇3-受击结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"16200125","淬毒刀扇3-残影消失","1","0","0","0","0","3","2","0","0","3","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16200130","淬毒刀扇4-移动","1","0","0","0","0","0","1","0","2","4","188","0","0","0","0","0",,"0","","0","0","200","0","0","0","0","1"
"16200131","淬毒刀扇4-攻击动作","0","1","0","8","1100","0","0","0","2","4","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16200132","淬毒刀扇4-受击特效上","2","1","100","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dz_2/mt3_dz_2_mingzhong","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200133","淬毒刀扇4-受击特效下","2","1","100","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dz_2/mt3_dz_2_shifa_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200134","淬毒刀扇4-受击结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","700","200","0","0","0","0","1"
"16200135","淬毒刀扇4-残影消失","1","0","0","0","0","3","2","0","0","4","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16200140","淬毒刀扇-现身","6","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200141","淬毒刀扇-结算","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"16200150","淬毒刀扇首目标上毒-结算","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"16200160","淬毒刀扇上毒加星-结算","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"16200200","穿刺影袭-消失","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200201","穿刺影袭-消失特效","2","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mt3_dz_5/mt3_dz_5","0","feilongzaitian","0","0","200","0","0","0","0","1"
"16200202","穿刺影袭-移动","1","0","0","0","0","0","0","0","8","0","188","1","0","0","0","0","","0","","0","0","0","0","0","0","0","1"
"16200203","穿刺影袭-出现","6","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200204","穿刺影袭-攻击动作","0","1","0","8","1100","0","0","0","8","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200205","穿刺影袭-攻击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt_huimiedaji_shouji/mt_huimiedaji_shouji","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200206","穿刺影袭-结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","700","200","0","0","0","0","1"
"16200210","穿刺影袭加星-返回","1","0","0","0","0","2","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200211","穿刺影袭加星","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"16200300","剔骨1-消失","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200301","剔骨1-消失特效","2","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mt3_dz_5/mt3_dz_5","0","feilongzaitian","0","0","200","0","0","0","0","1"
"16200302","剔骨1-移动","1","0","0","0","0","0","0","0","2","0","188","1","0","0","0","0","","0","","0","0","0","0","0","0","0","1"
"16200303","剔骨1-出现","6","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200304","剔骨1-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200305","剔骨1-攻击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dz_4/mt3_dz_4","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200306","剔骨1-结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","700","200","0","0","0","0","1"
"16200310","剔骨2-消失","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200311","剔骨2-消失特效","2","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mt3_dz_5/mt3_dz_5","0","feilongzaitian","0","0","200","0","0","0","0","1"
"16200312","剔骨2-移动","1","0","0","0","0","0","0","0","4","0","188","1","0","0","0","0","","0","","0","0","0","0","0","0","0","1"
"16200313","剔骨2-出现","6","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200314","剔骨2-攻击动作","0","1","0","8","1100","0","0","0","4","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200315","剔骨2-攻击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dz_4/mt3_dz_4","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200316","剔骨2-结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","700","200","0","0","0","0","1"
"16200320","剔骨3-消失","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200321","剔骨3-消失特效","2","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mt3_dz_5/mt3_dz_5","0","feilongzaitian","0","0","200","0","0","0","0","1"
"16200322","剔骨3-移动","1","0","0","0","0","0","0","0","6","0","188","1","0","0","0","0","","0","","0","0","0","0","0","0","0","1"
"16200323","剔骨3-出现","6","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200324","剔骨3-攻击动作","0","1","0","8","1100","0","0","0","6","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200325","剔骨3-攻击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dz_4/mt3_dz_4","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200326","剔骨3-结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","700","200","0","0","0","0","1"
"16201320","剔骨3消耗连击点","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"16200330","剔骨4-消失","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200331","剔骨4-消失特效","2","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mt3_dz_5/mt3_dz_5","0","feilongzaitian","0","0","200","0","0","0","0","1"
"16200332","剔骨4-移动","1","0","0","0","0","0","0","0","8","0","188","1","0","0","0","0","","0","","0","0","0","0","0","0","0","1"
"16200333","剔骨4-出现","6","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200334","剔骨4-攻击动作","0","1","0","8","1100","0","0","0","8","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200335","剔骨4-攻击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dz_4/mt3_dz_4","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200336","剔骨4-结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","700","200","0","0","0","0","1"
"16201330","剔骨4消耗连击点","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"16200340","剔骨5-消失","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200341","剔骨5-消失特效","2","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mt3_dz_5/mt3_dz_5","0","feilongzaitian","0","0","200","0","0","0","0","1"
"16200342","剔骨5-移动","1","0","0","0","0","0","0","0","2","0","188","1","0","0","0","0","","0","","0","0","0","0","0","0","0","1"
"16200343","剔骨5-出现","6","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200344","剔骨5-攻击动作","0","1","0","8","1100","0","0","0","2","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200345","剔骨5-攻击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dz_4/mt3_dz_4","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200346","剔骨5-结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","700","200","0","0","0","0","1"
"16201340","剔骨5消耗连击点","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"16200350","剔骨虚弱休息-返回","1","0","0","0","0","2","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200351","剔骨虚弱休息-结算","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"16200400","潜行-施法动作","0","1","0","9","1100","0","0","0","8","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200401","潜行-消失特效","2","1","600","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dz_5/mt3_dz_5","0","feilongzaitian","0","0","200","0","0","0","0","1"
"16200402","潜行-结算","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"16200500","闷棍-施法动作","0","0","0","9","600","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16200501","闷棍-消失","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200502","闷棍-消失特效","2","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","geffect/skill/mt3_dz_5/mt3_dz_5","0","feilongzaitian","0","0","200","0","0","0","0","1"
"16200503","闷棍-移动","1","0","0","0","0","0","0","0","8","0","188","1","0","0","0","0","","0","","0","0","0","0","0","0","0","1"
"16200504","闷棍-出现","6","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200505","闷棍-攻击动作","0","1","0","8","1100","0","0","0","8","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200506","闷棍-攻击特效","2","1","200","0","0","0","0","0","0","0","188","0","0","5","0","1","geffect/skill/mt3_dz_6/mt3_dz_6_","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200507","闷棍-受击特效","2","1","300","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dz_6/mt3_dz_6_mingzhong","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200508","闷棍-结算","4","1","400","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","600","200","0","0","0","0","1"
"16200510","闷棍虚弱休息-返回","1","0","0","0","0","2","0","0","0","0","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200511","闷棍虚弱休息-结算","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"16200520","闷棍扣血","4","0","0","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","200","200","0","0","0","0","1"
"16200700","杀戮盛宴1-施法动作","0","1","0","9","1100","0","0","0","0","0","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16200701","杀戮盛宴1-移动","1","0","0","0","0","0","0","0","2","1","188","1","0","0","0","0",,"0","","0","0","0","0","0","0","0","1"
"16200702","杀戮盛宴1-攻击动作","0","1","0","8","1100","0","0","0","2","1","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200703","杀戮盛宴1-攻击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dz_da/mt3_dz_da_1","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200704","杀戮盛宴1-结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","700","200","0","0","0","0","1"
"16200705","杀戮盛宴1-残影消失","1","1","1000","0","0","3","0","0","0","1","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
"16200710","杀戮盛宴2-移动","1","0","0","0","0","0","0","0","4","2","188","1","0","0","0","0",,"0","","0","0","0","0","0","0","0","1"
"16200711","杀戮盛宴2-攻击动作","0","1","0","8","1100","0","0","0","4","2","188","0","0","0","0","0","","0","","0","0","200","0","0","0","0","1"
"16200712","杀戮盛宴2-攻击特效","2","1","400","0","0","0","0","0","0","0","188","0","0","5","0","0","geffect/skill/mt3_dz_da/mt3_dz_da_2","1","feilongzaitian","0","0","200","0","0","0","0","1"
"16200713","杀戮盛宴2-结算","4","1","500","0","0","0","0","0","0","0","188","0","0","0","0","0","","0","","0","700","200","0","0","0","0","1"
"16200714","杀戮盛宴2-残影消失","1","1","1000","0","0","3","0","0","0","2","188","0","0","0","0","0",,"0",,"0","0","200","0","0","0","0","1"
