"Buff编号","Buff名称","Buff简述","classname","限制动作","时间","量","清除方式","保存到硬盘","下线保存时间","策划备注类型","Buff类型","针对类型","是否发给客户端","广播类型","发战斗脚本","效果","一次性BUFF","一次性BUFF效果值","计数","自身覆盖类型","覆盖属性","场景状态ID","战斗内是否显示","Tips描述","Buff显示名","图标id","特效","特殊表现","特效优先级","文字特效","文字特效优先级"
"508026","法术抗暴 +16","法术抗暴 +16","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true","resistmagiccrule_value=16",,,"-1","0",,,"0","被法术攻击时暴击概率降低","法术抗暴 +16","23",,,"0",,
"508027","控制命中 +12","控制命中 +12","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true","sealhit_value=12",,,"-1","0",,,"0","控制命中率增加","控制命中 +12","23",,,"0",,
"508028","控制抵抗 +12","控制抵抗 +12","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true","unseal_value=12",,,"-1","0",,,"0","被控制命中率降低","控制抵抗 +12","23",,,"0",,
"508029","治疗暴击 +10","治疗暴击 +10","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true","heallv_value=10",,,"-1","0",,,"0","治疗暴击概率增加","治疗暴击 +10","23",,,"0",,
"508030","被治疗暴击 +10","被治疗暴击 +10","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true","onheallv_value=10",,,"-1","0",,,"0","被治疗暴击概率增加","被治疗暴击 +10","23",,,"0",,
"508031","物理暴击 +24","物理暴击 +24","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true","phycruellv_value=24",,,"-1","0",,,"0","物理暴击概率增加","物理暴击 +24","23",,,"0",,
"508032","物理抗暴 +24","物理抗暴 +24","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true","resistcruel_value=24",,,"-1","0",,,"0","被物理攻击时暴击概率降低","物理抗暴 +24","23",,,"0",,
"508033","法术暴击 +24","法术暴击 +24","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true","magiccruellv_value=24",,,"-1","0",,,"0","法术暴击概率增加","法术暴击 +24","23",,,"0",,
"508034","法术抗暴 +24","法术抗暴 +24","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true","resistmagiccrule_value=24",,,"-1","0",,,"0","被法术攻击时暴击概率降低","法术抗暴 +24","23",,,"0",,
"508035","控制命中 +18","控制命中 +18","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true","sealhit_value=18",,,"-1","0",,,"0","控制命中率增加","控制命中 +18","23",,,"0",,
"508036","控制抵抗 +18","控制抵抗 +18","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true","unseal_value=18",,,"-1","0",,,"0","被控制命中率降低","控制抵抗 +18","23",,,"0",,
"508037","治疗暴击 +15","治疗暴击 +15","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true","heallv_value=15",,,"-1","0",,,"0","治疗暴击概率增加","治疗暴击 +15","23",,,"0",,
"508038","被治疗暴击 +15","被治疗暴击 +15","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true","onheallv_value=15",,,"-1","0",,,"0","被治疗暴击概率增加","被治疗暴击 +15","23",,,"0",,
"508039","愤怒","愤怒","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗中消耗的愤怒下降20%。","愤怒","23",,,"0",,
"508040","暴怒","暴怒","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗中受到伤害转化的愤怒值增加20%。","暴怒","23",,,"0",,
"508041","凤凰之心","凤凰之心","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","reviverate_value=0.2;revivedegree_value=0.15",,,"-1","0",,,"0","战斗中死亡时有20%概率复活并回复一定生命。","凤凰之心","23",,,"0",,
"508042","药师","药师","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗中使用物品效果增加20%。","药师","23",,,"0",,
"508043","回春","回春","fire.pb.buff.continual.RoundBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,"510101",,"-1","0",,,"0","每回合结束时回复少量生命。","回春","23",,,"0",,
"508044","专注","专注","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","施法时有15%概率不消耗魔法。","专注","23",,,"0",,
"508045","斩杀","斩杀","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","PVE战斗攻击濒死（30%以下生命）的怪物时，暴击率临时提升25%。","斩杀","23",,,"0",,
"508046","迷踪","迷踪","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","逃跑几率提升到100%。","迷踪","23",,,"0",,
"508047","狩猎","狩猎","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","捕捉宝宝时成功率提升20%。","狩猎","23",,,"0",,
"508048","简易","简易","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","玩家等级低于该装备等级5级以内，也可以穿戴此装备。","简易","23",,,"0",,
"508049","无级别限制","无级别限制","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","该装备穿戴时没有角色等级要求。","无级别限制","23",,,"0",,
"509085","血脉愤张","血脉愤张","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","xixuerate_value=1;xixuedegree_value=0.2",,,"-1","0",,,"0","战斗中百分百吸血,吸血率20%","血脉愤张","23",,,"0",,
"509086","迅刃之黠被动","迅刃之黠被动","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗中永久增加角色技能等级*0.5的速度。","迅刃之黠","23",,,"0",,
"509087","精确瞄准","精确瞄准","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗中永久增加角色速度（速度翻倍）","精确瞄准","23",,,"0",,
"509088","奥术技能被动","奥术技能被动","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗中永久增加角色技能等级*1的物攻,物防,法攻,法防,治疗,永久增加角色技能等级*8的生命上限","奥术技能","23",,,"0",,
"509089","临界炽焰","临界炽焰","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","magiccruel_value=0.35",,,"-1","0",,,"0","战斗中法术暴击概率增加35%","临界炽焰","23",,,"0",,
"509090","元素过载被动","元素过载被动","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","magicdouble_value=0.15;magiccombo_value=0.5",,,"-1","0",,,"0","战斗中法术连击率增加15%,连击伤害率为50%","元素过载","23",,,"0",,
"509091","浪潮汹涌","浪潮汹涌","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","medical_percent=0.15",,,"-1","0",,,"0","战斗中治疗能力增加15%","浪潮汹涌","23",,,"0",,
"509092","自然守护","自然守护","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","maxhp_percent=0.15",,,"-1","0",,,"0","战斗中生命上限增加15%","自然守护","23",,,"0",,
"509093","专注意志","专注意志","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","fanzhenrate_value=1;fanzhendegree_value=0.2",,,"-1","0",,,"0","战斗中反震率100%,反震伤害比率20%","专注意志","23",,,"0",,
"509094","清晰预兆","清晰预兆","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗中永久增加角色技能等级*10的控制抗性。","清晰预兆","23",,,"0",,
"509095","月神指引","月神指引","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗中永久增加角色技能等级*10的控制抗性。","月神指引","23",,,"0",,
"509096","灵魂燃烧","灵魂燃烧","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗中永久增加角色技能等级*0.5的速度。","灵魂燃烧","23",,,"0",,
"509097","圣光意志","圣光意志","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗中永久增加角色技能等级*10的控制抗性。","圣光意志","23",,,"0",,
"509098","圣光加速","圣光加速","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗中永久增加角色技能等级*0.5的速度。","圣光加速","23",,,"0",,
"509099","黑哨的护佑","黑哨的护佑","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗中永久增加角色技能等级*8的控制命中率增加","黑哨的护佑","23",,,"0",,
"509100","剩斗士之魂","剩斗士之魂","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗中永久增加角色技能等级*1的物防,法防,速度,永久增加角色技能等级*8的生命上限","剩斗士之魂","23",,,"0",,
"509101","炼狱急速","炼狱急速","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗中永久增加角色技能等级*0.5的速度。","炼狱急速","23",,,"0",,
"509102","英姿勃发(光环）","英姿勃发(光环）","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗中永久增加全队的物法防,增加效果为自身物攻*0.2","英姿勃发","23",,,"0",,
"509103","血脉愤张(回合被动）","血脉愤张(回合被动）","fire.pb.buff.continual.RoundBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗中当自身满血,增加角色技能等级*2的物攻","血脉愤张","23",,,"0",,
"509104","复仇(空）","复仇(空）","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,,,,,"0","战斗中死亡保存1点血量（每场战斗1次）","复仇","23",,,"0",,
"509105","破胆怒吼","破胆怒吼","fire.pb.buff.continual.RoundBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"2","0",,,"0","战斗中被攻击者降低角色技能等级*2的物攻","破胆怒吼","23",,,"0",,
"509106","卸甲","卸甲","fire.pb.buff.continual.RoundBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"1","0",,,"0","战斗中被攻击者降低角色技能等级*2的物防","卸甲","23",,,"0",,
"509107","强击光环(光环）","强击光环(光环）","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗中永久增加全队的物法防,增加效果为自身物攻*0.2","英姿勃发","23",,,"0",,
"509108","奥术禁锢","奥术禁锢","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0",,,,,,"0",,
"509109","寒冰护体","寒冰护体","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0",,,,,,"0",,
"509110","燃烧","燃烧","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗中永久增加全队的速度,增加效果为自身法攻*0.15","燃烧","23",,,"0",,
"509111","萨满之怒（全队光环）","萨满之怒（全队光环）","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗中永久增加全队的法伤,增加效果为角色技能等级*0.75","萨满之怒","23",,,"0",,
"509112","萨满之怒（血精灵单独光环）",,"fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗中永久增加血精灵的法伤,增加效果为角色技能等级*0.75",,"23",,,"0",,
"509113","萨满之怒（自身单独单独光环）",,"fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗中永久增加血精灵的法伤,增加效果为角色技能等级*0.75",,"23",,,"0",,
"509114","元素唤醒(空）","元素唤醒","fire.pb.buff.continual.RoundBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗死亡，在回合末复活回复50%血","元素唤醒","23",,,"0",,
"509115","超度邪恶(预留）",,"fire.pb.buff.continual.ConstantlyBuff",,,,,"false",,,"310",,,,,,,,,,,,"0",,,,,,"0",,
"509116","野兽禁锢(预留）",,"fire.pb.buff.continual.ConstantlyBuff",,,,,"false",,,"310",,,,,,,,,,,,"0",,,,,,"0",,
"509117","野兽本能(空）","野兽本能","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗死亡，被复活后免疫1回合伤害","野兽本能","23",,,"0",,
"509118","感染伤口(预留）",,"fire.pb.buff.continual.ConstantlyBuff",,,,,"false",,,"310",,,,,,,,,,,,"0",,,,,,"0",,
"509119","十字军之心(回合被动）","十字军之心","fire.pb.buff.continual.RoundBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗中血量越低,增加越多控制命中,增加：控制命中（1-hpa/maxhpa）*100+5","血脉愤张","23",,,"0",,
"509120","元素唤醒(复活加血）","元素唤醒","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,"510107","curhp_percent=0.5","1","0",,,"0","战斗中死亡时复活并回复50%生命。","元素唤醒(复活加血）","23",,,"0",,
"509121","野兽本能(预留）免疫用",,"fire.pb.buff.continual.ConstantlyBuff",,,,,"false",,,"310",,,,,,,,,,,,"0",,,,,,,,
"509122","驭兽联盟buff",,"fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","9","false","0","其他","310",,"1",,"true",,,,"-1","1",,,"0","战斗中释放技能，给其他两人上BUFF 增加：物理攻击为角色技能等级*0.2",,,,,,,
"509123","宠物攻法",,"fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0",,,,,,,,
"509124","宠物物抗",,"fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0",,,,,,,,
"509125","宠物法抗",,"fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0",,,,,,,,
"509126","宠物守护",,"fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0",,,,,,,,
"509127","攻法专精",,"fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0",,,,,,,,
"509128","物抗专精",,"fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0",,,,,,,,
"509129","法抗专精",,"fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0",,,,,,,,
"509130","守护专精",,"fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0",,,,,,,,
"509140","加怒气",,"fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","1","false","0","战斗中增益状态","210",,"1",,"true",,"510105","cursp_value=30","-1","0",,,"0",,,,,,,,
"509131","昏睡","昏睡","fire.pb.buff.continual.ConstantlyBuff","1;2;3;4;5;6;7;8;9;11;13","-1","-1","8","false","0",,"310","0","1","2","true",,"0",,"0","0",,,"1","效果：睡眠,该状态下操作指令均无效","昏昏欲睡","23","geffect/skill/mt_buff/shuimian",,"0",,
"509141","狂怒一阶","增加攻击","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true","phyattack_percent=-0.1;magicattack_percent=-0.1",,,"100","0",,,"1","熔火之心副本--物理和法术攻击力降低10%,持续N回合。","狂怒一阶","23",,,"0",,
"509142","狂怒二阶","增加攻击","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true","phyattack_percent=-0.2;magicattack_percent=-0.2",,,"100","0",,,"1","熔火之心副本--物理和法术攻击力降低20%,持续N回合。","狂怒二阶","23",,,"0",,
"509143","狂怒三阶","增加攻击","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true","phyattack_percent=-0.3;magicattack_percent=-0.3",,,"100","0",,,"1","熔火之心副本--物理和法术攻击力降低30%,持续N回合。","狂怒三阶","23",,,"0",,
"509144","狂怒四阶","增加攻击","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true","phyattack_percent=-0.4;magicattack_percent=-0.4",,,"100","0",,,"1","熔火之心副本--物理和法术攻击力降低40%,持续N回合。","狂怒四阶","23",,,"0",,
"509145","狂怒五阶","增加攻击","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true","phyattack_percent=-0.5;magicattack_percent=-0.5",,,"100","0",,,"1","熔火之心副本--物理和法术攻击力降低50%,持续N回合。","狂怒五阶","23",,,"0",,
"509146","狂怒六阶","增加攻击","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true","phyattack_percent=-0.6;magicattack_percent=-0.6",,,"100","0",,,"1","熔火之心副本--物理和法术攻击力降低60%,持续N回合。","狂怒六阶","23",,,"0",,
"509147","归位供客户端使用","现身","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"1","0",,,"0",,"归位供客户端使用","23",,,"0",,
"509148","定身","定身","fire.pb.buff.continual.ConstantlyBuff","1;3;4;5;6;7;8;9;11;13","0","0","0","false","0",,"310","0","0","","true",,"0",,"0","0",,,"0","效果：无法施展普通外功攻击","定身","83",,,"0",,"0"
"508101","桶桶庇护(光环）","桶桶庇护(光环）","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","","","","-1","0","","","0","","桶桶庇护(光环）","144",,,"0",,
"508102","阿男意志","阿男意志","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","","","","-1","0","","","0",,"阿男意志","144",,,"0",,
"508103","会长之怒","会长之怒","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","splashrate_value=0.2;splashdegree_value=0.3;splashnum_value=2","","","-1","0","","","0",,"会长之怒","144",,,"0",,
"508104","图腾之力","图腾之力","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","","","","-1","0","","","0",,"图腾之力","144",,,"0",,
"508105","中国功夫","中国功夫","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","","","","-1","0","","","0",,"中国功夫","144",,,"0",,
"508106","贵族血统","贵族血统","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","fanzhenrate_value=0.3;fanzhendegree_value=0.5","","","-1","0","","","0",,"贵族血统","144",,,"0",,
"508107","回春","王者馈赠回春","fire.pb.buff.continual.RoundBuff",,"-1","-1","0","false","0","战斗中增益状态","210",,"1",,"true","","510101","","999","0","","","1","","回春","144","geffect/skill/mt_buff/chixujiaxue",,"0",,
"508108","沉默爆发","沉默爆发","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","magiccruel_value=0.15","","","-1","0","","","0",,"沉默爆发","144",,,"0",,
"508109","光明使者(光环）","光明使者(光环）","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","","","","-1","0","","","0",,"光明使者(光环）","144",,,"0",,
"508110","美屡气质","美屡气质","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","","","","-1","0","","","0",,"美屡气质","144",,,"0",,
"508111","美女野兽","美女野兽","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","9","false","0","战斗中增益状态","210",,"1",,"true","","","","-1","1","","","1","","美女野兽","144",,,"0",,
"508112","战斗技巧","战斗技巧","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","","","","-1","0","","","0",,"战斗技巧","144",,,"0",,
"508113","强击光环(光环）","强击光环(光环）","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","","","","-1","0","","","0",,"强击光环(光环）","144",,,"0",,
"508114","良心商人(光环）","良心商人(光环）","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","","","","-1","0","","","0",,"良心商人(光环）","144",,,"0",,
"508115","孀妇哀怨（预留）","孀妇哀怨（预留）","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","","","","-1","0","","","0",,"孀妇哀怨（预留）","144",,,"0",,
"508116","月神庇护","月神庇护","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","","","","-1","0","","","0",,"月神庇护","144",,,"0",,
"508117","大地守护（预留）","大地守护（预留）","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","","","","-1","0","","","0",,"大地守护（预留）","144",,,"0",,
"508118","老头乐(光环）","老头乐(光环）","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","","","","-1","0","","","0",,"老头乐","144",,,"0",,
"508119","江湖老练","江湖老练","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","magicdouble_value=0.3;magiccombo_value=0.5;magiccombolimit=1","","","-1","0","","","0",,"江湖老练","144",,,"0",,
"508120","腹黑魅影","腹黑魅影","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true","","","","3","0","","","1","","腹黑魅影","144","geffect/skill/mt_buff/jiangfang",,"0",,
"508121","傲娇气质","傲娇气质","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","magiccruel_value=0.15","","","-1","0","","","0",,"傲娇气质","144",,,"0",,
"508122","王者壁垒（预留）","王者壁垒（预留）","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","","","","-1","0","","","0",,"王者壁垒（预留）","144",,,"0",,
"508123","回春","回春","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中增益状态","210",,"1",,"true","","510101","","3","0","","","1","","能量灌注回春","144","geffect/skill/mt_buff/chixujiaxue",,"0",,
"508124","圣赞美诗（预留）","圣赞美诗（预留）","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","","","","-1","0","","","0",,"圣赞美诗（预留）","144",,,"0",,
"508125","特训成果(光环）","特训成果(光环）","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","","","","-1","0","","","0",,"特训成果(光环）","144",,,"0",,
"508126","白富美","白富美","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","","","","-1","0","","","0",,"白富美","144",,,"0",,
"508127","强力母牛（预留）","强力母牛（预留）","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","","","","-1","0","","","0",,"强力母牛（预留）","144",,,"0",,
"508128","妖术灵动","妖术灵动","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","fanzhenrate_value=0.3;fanzhendegree_value=0.5","","","-1","0","","","0",,"妖术灵动","144",,,"0",,
"508129","呆呆标记","呆呆标记","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","战斗中减益状态","110",,"1",,"true","","","","999","0","","","1","","呆呆标记","144","geffect/skill/mt_buff/jiangfang",,"0",,
"508130","好奇宝宝","好奇宝宝","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","xixuerate_value=1;xixuedegree_value=0.1","","","-1","0","","","0",,"好奇宝宝","144",,,"0",,
"508131","女妖之王（废弃）","女妖之王（废弃）","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","effectpoint_value=1","","","-1","0","","","0",,"女妖之王","144",,,"0",,
"508132","娇花气质","娇花气质","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","","","","-1","0","","","0",,"娇花气质","144",,,"0",,
"508133","胆识过人","胆识过人","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","","","","-1","0","","","0",,"胆识过人","144",,,"0",,
"508134","骑士尊严","骑士尊严","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","healedrevise_value=0.1","","","-1","0","","","0",,"骑士尊严","144",,,"0",,
"508135","恶魔能量","恶魔能量","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true","","","","-1","0","","","0",,"恶魔能量","144",,,"0",,
"508136","大地守护(空）","野兽本能","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗死亡，被复活后免疫1回合伤害","野兽本能","23",,,"0",,
"508137","大地守护(预留）免疫用","野兽本能","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","1","其他","310",,"1",,"true",,,,"-1","0",,,"0","被复活后免疫1回合伤害","野兽本能","23",,,,,
"508138","强力母牛(空）","元素唤醒","fire.pb.buff.continual.RoundBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,,,"-1","0",,,"0","战斗死亡，在回合末复活回复50%血","元素唤醒","23",,,"0",,
"508139","强力母牛(复活加血）","元素唤醒","fire.pb.buff.continual.ConstantlyBuff",,"-1","-1","0","false","0","其他","310",,"1",,"true",,"510107","curhp_percent=0.5","1","0",,,"0","战斗中死亡时复活并回复50%生命。","强力母牛(复活加血）","23",,,"0",,
