"编号","售卖图标ID","名称","名称颜色","宠物品质","售卖商店类型","售卖NPCID","参战等级","携带等级","初始等级","推荐体质","推荐智力","推荐力量","推荐耐力","推荐敏捷","初始属性分配类型","初始属性点","初始寿命","area1colour","area2colour","体资最小值","体资最大值","法资最小值","法资最大值","攻资最小值","攻资最大值","防资最小值","防资最大值","速资最小值","速资最大值","体资固定值","法资固定值","攻资固定值","防资固定值","速资固定值","成长率1","成长率2","成长率3","成长率4","成长率5","成长率6","成长率7","固定成长率","治疗强度成长","控制命中成长","控制抗性成长","类型","对应野生ID","对应宝宝ID","对应变异ID","是否稀有","造型id","技能1","技能2","技能3","技能4","技能5","出现几率1","出现几率2","出现几率3","出现几率4","出现几率5","图鉴是否显示","可出现场景地图ID","出现场景描述","洗宠消耗材料ID","洗宠消耗材料数量","洗练后ID","是否绑定","技能认证花费银币","取消认证花费银币","辅助AI","珍品评分","珍品需要技能数","宠物回收价格","多少次变成满技能"
"500231","32000","血月教徒灵兽","FFd200ff","4","3","161506","45","35","0","1","4","0","0","0","2","100","20000","0","0","2300","2880","1920","2400","770","960","960","1200","1150","1440","","","","","","1042","1050","1058","1066","1074","1082","1090","","3","10","10","2",,"500231","500272","1","1010123","207008","206067","206046","206054","206053","1000","333","333","333","333","1","","银堡副本","310102","1","500231@998;500272@2",,"514000","1000000",,"0","0",,"60"
"500232","32000","野猪宝宝","FF00b1ff","3","3","161506","55","45","0","1","0","4","0","0","2","100","20000","0","0","3590","4490","1330","1660","1150","1440","1050","1310","800","1000","","","","","","1072","1080","1088","1096","1104","1112","1120","","3","10","10","2","500118","500232","500273",,"1010124","206053","206050","206037","206020","","1000","333","333","333","","1","1602","学院1~3层","310102","2","500232@998;500273@2",,"714000","1000000",,"2328","3",,"65"
"500233","32000","吸血蝙蝠宝宝","FF00b1ff","3","3","161506","55","45","0","1","0","4","0","0","2","100","20000","0","0","3000","3740","1330","1660","1200","1500","800","1000","1200","1500","","","","","","1072","1080","1088","1096","1104","1112","1120","","3","10","10","2","500121","500233","500274",,"1010125","206049","206019","206072","206037","","1000","333","333","333","","1","1632","学院2~3层","310102","2","500233@998;500274@2",,"714000","1000000",,"2327","3",,"70"
"500234","32000","野猪人宝宝","FF00b1ff","3","3","161506","55","45","0","1","4","0","0","0","2","100","20000","0","0","3590","4490","2000","2500","800","1000","1000","1250","800","1000","","","","","","1072","1080","1088","1096","1104","1112","1120","","3","10","10","2","500123","500234","500275",,"1010126","206058","206030","207001","206014","","1000","333","333","333","","1","1633","学院3层","310102","2","500234@998;500275@2",,"714000","1000000",,"2238","3",,"75"
"500235","32000","巫妖灵兽","FFd200ff","4","3","161506","55","45","0","1","4","0","0","0","2","100","20000","0","0","2400","3000","2000","2500","800","1000","1000","1250","1200","1500","","","","","","1072","1080","1088","1096","1104","1112","1120","","3","10","10","2",,"500235","500276","1","1010127","207006","206048","206014","206045","206030","1000","333","333","333","333","1","","荒泽副本","310102","2","500235@998;500276@2",,"714000","1000000",,"0","0",,"80"
"500236","32000","血色猎犬宝宝","FF00b1ff","3","3","161506","65","55","0","1","0","4","0","0","2","100","20000","0","0","3110","3890","1380","1730","1240","1560","830","1040","1240","1560","","","","","","1102","1110","1118","1126","1134","1142","1150","","3","10","10","2","500124","500236","500277",,"1010128","206005","206019","206037","206001","","1000","333","333","333","","1","1634","教堂1~3层","310102","2","500236@998;500277@2",,"946000","1000000",,"2345","3",,"85"
"500237","32000","幽灵宝宝","FF00b1ff","3","3","161506","65","55","0","1","4","0","0","0","2","100","20000","0","0","2490","3110","2070","2590","830","1040","1240","1560","1040","1300","","","","","","1102","1110","1118","1126","1134","1142","1150","","3","10","10","2","500127","500237","500278",,"1010129","206029","206032","207003","206006","","1000","333","333","333","","1","1635","教堂2~3层","310102","2","500237@998;500278@2",,"946000","1000000",,"2344","3",,"90"
"500238","32000","血色士兵宝宝","FF00b1ff","3","3","161506","65","55","0","1","0","4","0","0","2","100","20000","0","0","3730","4670","1730","2160","1240","1560","830","1040","1040","1300","","","","","","1102","1110","1118","1126","1134","1142","1150","","3","10","10","2","500129","500238","500279",,"1010130","206063","206017","206005","206004","206036","1000","1000","333","333","333","1","1636","教堂3层","310102","2","500238@998;500279@2",,"946000","1000000",,"2484","4",,"95"
"500239","32000","血色骑士灵兽","FFd200ff","4","3","161506","65","55","0","1","0","4","0","0","2","100","20000","0","0","2490","3110","1380","1730","1240","1560","1040","1300","1240","1560","","","","","","1102","1110","1118","1126","1134","1142","1150","","3","10","10","2",,"500239","500280","1","1010131","206049","207012","206027","206005","206031","1000","333","333","333","333","1","","教堂副本","310102","2","500239@998;500280@2",,"946000","1000000",,"0","0",,"100"
"500240","32000","血色牧师灵兽","FFd200ff","4","3","161506","65","55","0","1","4","0","0","0","2","100","20000","0","0","3730","4670","2070","2590","830","1040","830","1040","1040","1300","","","","","","1102","1110","1118","1126","1134","1142","1150","","3","10","10","2",,"500240","500281","1","1010132","206030","207015","206027","206033","206032","1000","333","333","333","333","1","","教堂副本","310102","2","500240@998;500281@2",,"946000","1000000",,"0","0",,"105"
"500241","32000","土元素宝宝","FF00b1ff","3","3","161506","75","65","0","1","4","0","0","0","2","100","20000","0","0","3230","4030","2150","2690","860","1080","1290","1610","860","1080","","","","","","1132","1140","1148","1156","1164","1172","1180","","3","10","10","2","500130","500241","500282",,"1010133","206058","207007","206046","206011","","1000","333","333","333","","1","1603","埋股1~3层","310102","2","500241@998;500282@2",,"1210000","1000000",,"2809","3",,"110"
"500242","32000","半人马宝宝","FF00b1ff","3","3","161506","75","65","0","1","0","4","0","0","2","100","20000","0","0","3870","4840","1430","1790","1080","1340","1290","1610","860","1080","","","","","","1132","1140","1148","1156","1164","1172","1180","","3","10","10","2","500133","500242","500283",,"1010134","206058","206057","206067","206001","","1000","333","333","333","","1","1637","埋股2~3层","310102","2","500242@998;500283@2",,"1210000","1000000",,"2808","3",,"115"
"500243","32000","鞭笞者宝宝","FF00b1ff","3","3","161506","75","65","0","1","0","4","0","0","2","100","20000","0","0","3230","4030","1430","1790","1290","1610","860","1080","1290","1610","","","","","","1132","1140","1148","1156","1164","1172","1180","","3","10","10","2","500135","500243","500284",,"1010135","206050","206039","206001","206019","","1000","333","333","333","","1","1638","埋股3层","310102","2","500243@998;500284@2",,"1210000","1000000",,"2718","3",,"120"
"500244","32000","腐女灵兽","FFd200ff","4","3","161506","75","65","0","1","0","4","0","0","2","100","20000","0","0","3870","4840","1430","1790","1080","1340","860","1080","1290","1610","","","","","","1132","1140","1148","1156","1164","1172","1180","","3","10","10","2",,"500244","500285","1","1010136","206048","207014","206019","206021","206022","1000","333","333","333","333","1","","埋股副本","310102","2","500244@998;500285@2",,"1210000","1000000",,"0","0",,"125"
"500245","32000","摧毁者宝宝","FF00b1ff","3","3","161506","80","70","0","1","0","4","0","0","2","100","20000","0","0","4010","5010","1480","1860","1340","1670","890","1110","1110","1390","","","","","","1162","1170","1178","1186","1194","1202","1210","","3","10","10","2","500136","500245","500286",,"1010137","206058","206039","206037","206023","","1000","333","333","333","","1","1639","遗迹1~3层","310102","2","500245@998;500286@2",,"1354000","1000000",,"2913","3",,"130"
"500246","32000","虚空恐魔宝宝","FF00b1ff","3","3","161506","80","70","0","1","4","0","0","0","2","100","20000","0","0","2670","3340","2230","2780","890","1110","1340","1670","1110","1390","","","","","","1162","1170","1178","1186","1194","1202","1210","","3","10","10","2","500139","500246","500287",,"1010138","206059","207005","206043","206060","","1000","333","333","333","","1","1640","遗迹2~3层","310102","2","500246@998;500287@2",,"1354000","1000000",,"3092","3",,"135"
"500247","32000","食人魔宝宝","FF00b1ff","3","3","161506","80","70","0","1","0","4","0","0","2","100","20000","0","0","4010","5010","1860","2320","1340","1670","890","1110","1110","1390","","","","","","1162","1170","1178","1186","1194","1202","1210","","3","10","10","2","500141","500247","500288",,"1010139","206066","206072","206003","206028","206033","1000","1000","333","333","333","1","1641","遗迹3层","310102","2","500247@998;500288@2",,"1354000","1000000",,"2966","4",,"140"
"500248","32000","变形者灵兽","FFd200ff","4","3","161506","80","70","0","1","0","4","0","0","2","100","20000","0","0","2670","3340","1480","1860","1340","1670","1110","1390","1340","1670","","","","","","1162","1170","1178","1186","1194","1202","1210","","3","10","10","2",,"500248","500289","1","1010140","206066","207009","206069","206012","206033","1000","333","333","333","333","1","","遗迹副本","310102","2","500248@998;500289@2",,"1354000","1000000",,"0","0",,"145"
"500249","32000","绿飞龙宝宝","FF00b1ff","3","3","161506","85","75","0","1","4","0","0","0","2","100","20000","0","0","4150","5180","2300","2880","920","1150","920","1150","1150","1440","","","","","","1192","1200","1208","1216","1224","1232","1240","","3","10","10","2","500142","500249","500290",,"1010141","206056","207008","206043","206045","","1000","333","333","333","","1","1604","祭坛1~3层","310102","2","500249@998;500290@2",,"1506000","1000000",,"3289","3",,"150"
"500250","32000","预言者宝宝","FF00b1ff","3","3","161506","85","75","0","1","0","4","0","0","2","100","20000","0","0","2760","3460","1540","1920","1380","1730","1150","1440","1380","1730","","","","","","1192","1200","1208","1216","1224","1232","1240","","3","10","10","2","500145","500250","500291",,"1010142","206001","206056","206065","206005","","1000","333","333","333","","1","1642","祭坛2~3层","310102","2","500250@998;500291@2",,"1506000","1000000",,"3110","3",,"155"
"500251","32000","骨飞龙宝宝","FF00b1ff","3","3","161506","85","75","0","1","0","4","0","0","2","100","20000","0","0","3460","4320","1540","1920","920","1150","1380","1730","1380","1730","","","","","","1192","1200","1208","1216","1224","1232","1240","","3","10","10","2","500147","500251","500292",,"1010143","206060","206050","206058","206059","","1000","333","333","333","","1","1643","祭坛3层","310102","2","500251@998;500292@2",,"1506000","1000000",,"3290","3",,"160"
"500252","32000","绿龙灵兽","FFd200ff","4","3","161506","85","75","0","1","0","4","0","0","2","100","20000","0","0","4150","5180","1540","1920","1150","1440","920","1150","1380","1730","","","","","","1192","1200","1208","1216","1224","1232","1240","","3","10","10","2",,"500252","500293","1","1010144","206069","207014","206001","206004","206014","1000","333","333","333","333","1","","祭坛副本","310102","2","500252@998;500293@2",,"1506000","1000000",,"0","0",,"165"
"500253","32000","炎魔使者宝宝","FF00b1ff","3","3","161506","90","80","0","1","4","0","0","0","2","100","20000","0","0","4290","5360","2380","2980","950","1190","1190","1490","950","1190","","","","","","1222","1230","1238","1246","1254","1262","1270","","3","10","10","2","500148","500253","500294",,"1010145","206070","207005","206051","206060","","1000","333","333","333","","1","1644","深渊1~3层","310102","2","500253@998;500294@2",,"1666000","1000000",,"3486","3",,"170"
"500254","32000","黑铁矮人宝宝","FF00b1ff","3","3","161506","90","80","0","1","0","4","0","0","2","100","20000","0","0","4290","5360","1980","2480","1190","1490","1430","1790","950","1190","","","","","","1222","1230","1238","1246","1254","1262","1270","","3","10","10","2","500151","500254","500295",,"1010146","206050","206058","206057","206067","","1000","333","333","333","","1","1645","深渊2~3层","310102","2","500254@998;500295@2",,"1666000","1000000",,"3543","3",,"175"
"500255","32000","铁炉牧师宝宝","FF00b1ff","3","3","161506","90","80","0","1","4","0","0","0","2","100","20000","0","0","2860","3570","2380","2980","950","1190","1430","1790","1190","1490","","","","","","1222","1230","1238","1246","1254","1262","1270","","3","10","10","2","500153","500255","500296",,"1010147","206043","207006","206046","206045","","1000","333","333","333","","1","1646","深渊3层","310102","2","500255@998;500296@2",,"1666000","1000000",,"3486","3",,"180"
"500256","32000","矮人军官灵兽","FFd200ff","4","3","161506","90","80","0","1","0","4","0","0","2","100","20000","0","0","4290","5360","1590","1980","1430","1790","950","1190","1190","1490","","","","","","1222","1230","1238","1246","1254","1262","1270","","3","10","10","2",,"500256","500297","1","1010148","206054","207013","206073","206003","206020","1000","333","333","333","333","1","","深渊副本","310102","2","500256@998;500297@2",,"1666000","1000000",,"0","0",,"185"
"500257","32000","死亡骑士宝宝","FF00b1ff","3","3","161506","95","85","0","1","0","4","0","0","2","100","20000","0","0","2950","3690","1640","2050","1470","1840","1230","1540","1470","1840","","","","","","1252","1260","1268","1276","1284","1292","1300","","3","10","10","2","500154","500257","500298",,"1010149","206072","206052","206058","206038","206051","1000","333","333","333","333","1","1647","雾都1~3层","310102","2","500257@998;500298@2",,"1834000","1000000",,"3680","4",,"190"
"500258","32000","食尸鬼宝宝","FF00b1ff","3","3","161506","95","85","0","1","0","4","0","0","2","100","20000","0","0","4420","5530","1640","2050","1470","1840","980","1230","1230","1540","","","","","","1252","1260","1268","1276","1284","1292","1300","","3","10","10","2","500157","500258","500299",,"1010150","206040","206066","206069","206039","206049","1000","333","333","333","333","1","1648","雾都2~3层","310102","2","500258@998;500299@2",,"1834000","1000000",,"3682","4",,"195"
"500259","32000","女妖宝宝","FF00b1ff","3","3","161506","95","85","0","1","4","0","0","0","2","100","20000","0","0","4420","5530","2460","3070","980","1230","1230","1540","980","1230","","","","","","1252","1260","1268","1276","1284","1292","1300","","3","10","10","2","500159","500259","500300",,"1010151","207006","206065","206064","206063","206062","1000","333","333","333","333","1","1649","雾都3层","310102","2","500259@998;500300@2",,"1834000","1000000",,"3682","4",,"200"
"500260","32000","恐惧恶魔灵兽","FFd200ff","4","3","161506","95","85","0","1","0","4","0","0","2","100","20000","0","0","3690","4610","1640","2050","1470","1840","980","1230","1470","1840","","","","","","1252","1260","1268","1276","1284","1292","1300","","3","10","10","2",,"500260","500301","1","1010152","206056","207010","206060","206054","206070","1000","333","333","333","333","1","","雾都副本","310102","2","500260@998;500301@2",,"1834000","1000000",,"0","0",,"205"
"500261","32000","变异小软宝宝","FFd200ff","4","3","161506","1","1","0","1","0","4","0","0","2","100","20000","1","0","3270","4110","1210","1520","1090","1370","910","1140","730","910","","","","","","952","960","968","976","984","992","1000","","3","10","10","3","500100","500220",,,"1010112","206003","206023","","","","333","333","","","","0","1601","溶洞1~3层","310103","1","500261@1000",,"14160","1000000",,"1325","0",,"5"
"500262","32000","变异迅猛龙宝宝","FFd200ff","4","3","161506","15","5","0","1","0","4","0","0","2","100","20000","1","0","2820","3540","1250","1570","1130","1420","750","940","1130","1420","","","","","","952","960","968","976","984","992","1000","","3","10","10","3","500103","500221",,,"1010113","206002","206003","206023","","","333","333","333","","","0","1624","溶洞2~3层","310103","1","500262@1000",,"106000","1000000",,"1423","1",,"10"
"500263","32000","变异羽蛇宝宝","FFd200ff","4","3","161506","25","15","0","1","0","4","0","0","2","100","20000","1","0","2330","2920","1290","1620","1160","1460","970","1220","1160","1460","","","","","","982","990","998","1006","1014","1022","1030","","3","10","10","3","500105","500222",,,"1010114","206001","206035","206023","206033","","333","333","333","333","","0","1625","溶洞3层","310103","1","500263@1000",,"210000","1000000",,"1667","2",,"15"
"500264","32000","变异囧龟宝宝","FFd200ff","4","3","161506","25","15","0","1","0","4","0","0","2","100","20000","1","0","2910","3650","1290","1620","1160","1460","1160","1460","780","970","","","","","","982","990","998","1006","1014","1022","1030","","3","10","10","3",,"500223",,,"1010115","206002","206003","206021","206013","","1000","333","333","333","","0","1601","溶洞1~3层","310103","1","500264@1000",,"210000","1000000",,"1666","2",,"20"
"500265","32000","变异食人工头宝宝","FFd200ff","4","3","161506","35","25","0","1","0","4","0","0","2","100","20000","1","0","3600","4530","1330","1680","1200","1510","1000","1260","800","1010","","","","","","1012","1020","1028","1036","1044","1052","1060","","3","10","10","3","500106","500224",,,"1010116","206003","206002","206015","206026","","1000","333","333","333","","0","1626","废矿1~3层","310103","1","500265@1000",,"346000","1000000",,"1858","2",,"25"
"500266","32000","变异地精工匠宝宝","FFd200ff","4","3","161506","35","25","0","1","4","0","0","0","2","100","20000","1","0","3600","4530","2000","2510","800","1010","800","1010","1000","1260","","","","","","1012","1020","1028","1036","1044","1052","1060","","3","10","10","3","500109","500225",,,"1010117","207001","206033","206011","206023","","1000","333","333","333","","0","1627","废矿2~3层","310103","1","500266@1000",,"346000","1000000",,"1858","2",,"30"
"500267","32000","变异剪刀手宝宝","FFd200ff","4","3","161506","35","25","0","1","0","4","0","0","2","100","20000","1","0","2400","3020","1330","1680","1200","1510","1000","1260","1200","1510","","","","","","1012","1020","1028","1036","1044","1052","1060","","3","10","10","3","500111","500226",,,"1010118","206004","206001","206018","206033","","1000","333","333","333","","0","1628","废矿3层","310103","1","500267@1000",,"346000","1000000",,"1857","2",,"35"
"500268","32000","变异鱼人灵兽","FFff5900","5","3","161506","35","25","0","1","4","0","0","0","2","100","20000","1","0","3000","3770","2000","2510","800","1010","800","1010","1200","1510","","","","","","1012","1020","1028","1036","1044","1052","1060","","3","10","10","3",,"500227",,"1","1010119","207006","207002","206048","206070","206026","1000","333","333","333","333","0","1626","废矿1~3层","310103","1","500268@1000",,"346000","1000000",,"0","0",,"40"
"500269","32000","变异野鬼宝宝","FFd200ff","4","3","161506","45","35","0","1","4","0","0","0","2","100","20000","1","0","3720","4670","2060","2590","830","1040","830","1040","1030","1300","","","","","","1042","1050","1058","1066","1074","1082","1090","","3","10","10","3","500112","500228",,,"1010120","206066","207008","206054","206053","","1000","333","333","333","","0","1629","银堡1~3层","310103","1","500269@1000",,"514000","1000000",,"2405","2",,"45"
"500270","32000","变异狼人宝宝","FFd200ff","4","3","161506","45","35","0","1","0","4","0","0","2","100","20000","1","0","3100","3890","1380","1730","1240","1560","830","1040","1240","1560","","","","","","1042","1050","1058","1066","1074","1082","1090","","3","10","10","3","500115","500229",,,"1010121","206067","206002","206001","206026","","1000","333","333","333","","0","1630","银堡2~3层","310103","1","500270@1000",,"514000","1000000",,"2135","2",,"50"
"500271","32000","变异死灵哨兵宝宝","FFd200ff","4","3","161506","45","35","0","1","0","4","0","0","2","100","20000","1","0","3720","4670","1380","1730","1240","1560","830","1040","1030","1300","","","","","","1042","1050","1058","1066","1074","1082","1090","","3","10","10","3","500117","500230",,,"1010122","206066","206003","206033","206016","","1000","333","333","333","","0","1631","银堡3层","310103","1","500271@1000",,"514000","1000000",,"2135","2",,"55"
"500272","32000","变异血月教徒灵兽","FFff5900","5","3","161506","45","35","0","1","4","0","0","0","2","100","20000","1","0","2480","3110","2060","2590","830","1040","1030","1300","1240","1560","","","","","","1042","1050","1058","1066","1074","1082","1090","","3","10","10","3",,"500231",,"1","1010123","207008","206067","206046","206054","206053","1000","333","333","333","333","0","1629","银堡1~3层","310103","1","500272@1000",,"514000","1000000",,"0","0",,"60"
"500273","32000","变异野猪宝宝","FFd200ff","4","3","161506","55","45","0","1","0","4","0","0","2","100","20000","1","0","3860","4850","1430","1800","1290","1620","1070","1350","860","1080","","","","","","1072","1080","1088","1096","1104","1112","1120","","3","10","10","3","500118","500232",,,"1010124","206053","206050","206037","206020","","1000","333","333","333","","0","1602","学院1~3层","310103","2","500273@1000",,"714000","1000000",,"2423","2",,"65"
"500274","32000","变异吸血蝙蝠宝宝","FFd200ff","4","3","161506","55","45","0","1","0","4","0","0","2","100","20000","1","0","3220","4040","1430","1800","1290","1620","860","1080","1290","1620","","","","","","1072","1080","1088","1096","1104","1112","1120","","3","10","10","3","500121","500233",,,"1010125","206049","206019","206072","206037","","1000","333","333","333","","0","1632","学院2~3层","310103","2","500274@1000",,"714000","1000000",,"2423","2",,"70"
"500275","32000","变异野猪人宝宝","FFd200ff","4","3","161506","55","45","0","1","4","0","0","0","2","100","20000","1","0","3860","4850","2150","2700","860","1080","1070","1350","860","1080","","","","","","1072","1080","1088","1096","1104","1112","1120","","3","10","10","3","500123","500234",,,"1010126","206058","206030","207001","206014","","1000","333","333","333","","0","1633","学院3层","310103","2","500275@1000",,"714000","1000000",,"2333","2",,"75"
"500276","32000","变异巫妖灵兽","FFff5900","5","3","161506","55","45","0","1","4","0","0","0","2","100","20000","1","0","2580","3230","2150","2700","860","1080","1070","1350","1290","1620","","","","","","1072","1080","1088","1096","1104","1112","1120","","3","10","10","3",,"500235",,"1","1010127","207006","206048","206014","206045","206030","1000","333","333","333","333","0","1602","学院1~3层","310103","2","500276@1000",,"714000","1000000",,"0","0",,"80"
"500277","32000","变异血色猎犬宝宝","FFd200ff","4","3","161506","65","55","0","1","0","4","0","0","2","100","20000","1","0","3340","4200","1490","1870","1340","1680","890","1120","1340","1680","","","","","","1102","1110","1118","1126","1134","1142","1150","","3","10","10","3","500124","500236",,,"1010128","206005","206019","206037","206001","","1000","333","333","333","","0","1634","教堂1~3层","310103","2","500277@1000",,"946000","1000000",,"2442","2",,"85"
"500278","32000","变异幽灵宝宝","FFd200ff","4","3","161506","65","55","0","1","4","0","0","0","2","100","20000","1","0","2670","3360","2230","2800","890","1120","1340","1680","1110","1400","","","","","","1102","1110","1118","1126","1134","1142","1150","","3","10","10","3","500127","500237",,,"1010129","206029","206032","207003","206006","","1000","333","333","333","","0","1635","教堂2~3层","310103","2","500278@1000",,"946000","1000000",,"2441","2",,"90"
"500279","32000","变异血色士兵宝宝","FFd200ff","4","3","161506","65","55","0","1","0","4","0","0","2","100","20000","1","0","4010","5040","1860","2330","1340","1680","890","1120","1110","1400","","","","","","1102","1110","1118","1126","1134","1142","1150","","3","10","10","3","500129","500238",,,"1010130","206063","206017","206005","206004","206036","1000","1000","333","333","333","0","1636","教堂3~3层","310103","2","500279@1000",,"946000","1000000",,"2584","3",,"95"
"500280","32000","变异血色骑士灵兽","FFff5900","5","3","161506","65","55","0","1","0","4","0","0","2","100","20000","1","0","2670","3360","1490","1870","1340","1680","1110","1400","1340","1680","","","","","","1102","1110","1118","1126","1134","1142","1150","","3","10","10","3",,"500239",,"1","1010131","206049","207012","206027","206005","206031","1000","333","333","333","333","0","1634","教堂1~3层","310103","2","500280@1000",,"946000","1000000",,"0","0",,"100"
"500281","32000","变异血色牧师灵兽","FFff5900","5","3","161506","65","55","0","1","4","0","0","0","2","100","20000","1","0","4010","5040","2230","2800","890","1120","890","1120","1110","1400","","","","","","1102","1110","1118","1126","1134","1142","1150","","3","10","10","3",,"500240",,"1","1010132","206030","207015","206027","206033","206032","1000","333","333","333","333","0","1634","教堂1~3层","310103","2","500281@1000",,"946000","1000000",,"0","0",,"105"
"500282","32000","变异土元素宝宝","FFd200ff","4","3","161506","75","65","0","1","4","0","0","0","2","100","20000","1","0","3470","4350","2310","2900","920","1160","1390","1740","920","1160","","","","","","1132","1140","1148","1156","1164","1172","1180","","3","10","10","3","500130","500241",,,"1010133","206058","207007","206046","206011","","1000","333","333","333","","0","1603","埋股1~3层","310103","2","500282@1000",,"1210000","1000000",,"2909","2",,"110"
"500283","32000","变异半人马宝宝","FFd200ff","4","3","161506","75","65","0","1","0","4","0","0","2","100","20000","1","0","4160","5230","1540","1940","1160","1450","1390","1740","920","1160","","","","","","1132","1140","1148","1156","1164","1172","1180","","3","10","10","3","500133","500242",,,"1010134","206058","206057","206067","206001","","1000","333","333","333","","0","1637","埋股2~3层","310103","2","500283@1000",,"1210000","1000000",,"2911","2",,"115"
"500284","32000","变异鞭笞者宝宝","FFd200ff","4","3","161506","75","65","0","1","0","4","0","0","2","100","20000","1","0","3470","4350","1540","1940","1390","1740","920","1160","1390","1740","","","","","","1132","1140","1148","1156","1164","1172","1180","","3","10","10","3","500135","500243",,,"1010135","206050","206039","206001","206019","","1000","333","333","333","","0","1638","埋股3层","310103","2","500284@1000",,"1210000","1000000",,"2820","2",,"120"
"500285","32000","变异腐女灵兽","FFff5900","5","3","161506","75","65","0","1","0","4","0","0","2","100","20000","1","0","4160","5230","1540","1940","1160","1450","920","1160","1390","1740","","","","","","1132","1140","1148","1156","1164","1172","1180","","3","10","10","3",,"500244",,"1","1010136","206048","207014","206019","206021","206022","1000","333","333","333","333","0","1603","埋股1~3层","310103","2","500285@1000",,"1210000","1000000",,"0","0",,"125"
"500286","32000","变异摧毁者宝宝","FFd200ff","4","3","161506","80","70","0","1","0","4","0","0","2","100","20000","1","0","4310","5410","1600","2000","1440","1800","960","1200","1200","1500","","","","","","1162","1170","1178","1186","1194","1202","1210","","3","10","10","3","500136","500245",,,"1010137","206058","206039","206037","206023","","1000","333","333","333","","0","1639","遗迹1~3层","310103","2","500286@1000",,"1354000","1000000",,"3017","2",,"130"
"500287","32000","变异虚空恐魔宝宝","FFd200ff","4","3","161506","80","70","0","1","4","0","0","0","2","100","20000","1","0","2870","3610","2390","3010","960","1200","1440","1800","1200","1500","","","","","","1162","1170","1178","1186","1194","1202","1210","","3","10","10","3","500139","500246",,,"1010138","206059","207005","206043","206060","","1000","333","333","333","","0","1640","遗迹2~3层","310103","2","500287@1000",,"1354000","1000000",,"3198","2",,"135"
"500288","32000","变异食人魔宝宝","FFd200ff","4","3","161506","80","70","0","1","0","4","0","0","2","100","20000","1","0","4310","5410","2000","2510","1440","1800","960","1200","1200","1500","","","","","","1162","1170","1178","1186","1194","1202","1210","","3","10","10","3","500141","500247",,,"1010139","206066","206072","206003","206028","206033","1000","1000","333","333","333","0","1641","遗迹3层","310103","2","500288@1000",,"1354000","1000000",,"3075","3",,"140"
"500289","32000","变异变形者灵兽","FFff5900","5","3","161506","80","70","0","1","0","4","0","0","2","100","20000","1","0","2870","3610","1600","2000","1440","1800","1200","1500","1440","1800","","","","","","1162","1170","1178","1186","1194","1202","1210","","3","10","10","3",,"500248",,"1","1010140","206066","207009","206069","206012","206033","1000","333","333","333","333","0","1639","遗迹1~3层","310103","2","500289@1000",,"1354000","1000000",,"0","0",,"145"
"500290","32000","变异绿飞龙宝宝","FFd200ff","4","3","161506","85","75","0","1","4","0","0","0","2","100","20000","1","0","4460","5600","2480","3110","990","1240","990","1240","1240","1560","","","","","","1192","1200","1208","1216","1224","1232","1240","","3","10","10","3","500142","500249",,,"1010141","206056","207008","206043","206045","","1000","333","333","333","","0","1604","祭坛1~3层","310103","2","500290@1000",,"1506000","1000000",,"3399","2",,"150"
"500291","32000","变异预言者宝宝","FFd200ff","4","3","161506","85","75","0","1","0","4","0","0","2","100","20000","1","0","2970","3730","1650","2070","1490","1870","1240","1560","1490","1870","","","","","","1192","1200","1208","1216","1224","1232","1240","","3","10","10","3","500145","500250",,,"1010142","206001","206056","206065","206005","","1000","333","333","333","","0","1642","祭坛2~3层","310103","2","500291@1000",,"1506000","1000000",,"3220","2",,"155"
"500292","32000","变异骨飞龙宝宝","FFd200ff","4","3","161506","85","75","0","1","0","4","0","0","2","100","20000","1","0","3720","4670","1650","2070","990","1240","1490","1870","1490","1870","","","","","","1192","1200","1208","1216","1224","1232","1240","","3","10","10","3","500147","500251",,,"1010143","206060","206050","206058","206059","","1000","333","333","333","","0","1643","祭坛3层","310103","2","500292@1000",,"1506000","1000000",,"3399","2",,"160"
"500293","32000","变异绿龙灵兽","FFff5900","5","3","161506","85","75","0","1","0","4","0","0","2","100","20000","1","0","4460","5600","1650","2070","1240","1560","990","1240","1490","1870","","","","","","1192","1200","1208","1216","1224","1232","1240","","3","10","10","3",,"500252",,"1","1010144","206069","207014","206001","206004","206014","1000","333","333","333","333","0","1604","祭坛1~3层","310103","2","500293@1000",,"1506000","1000000",,"0","0",,"165"
"500294","32000","变异炎魔使者宝宝","FFd200ff","4","3","161506","90","80","0","1","4","0","0","0","2","100","20000","1","0","4610","5790","2560","3210","1020","1290","1280","1610","1020","1290","","","","","","1222","1230","1238","1246","1254","1262","1270","","3","10","10","3","500148","500253",,,"1010145","206070","207005","206051","206060","","1000","333","333","333","","0","1644","深渊1~3层","310103","2","500294@1000",,"1666000","1000000",,"3601","2",,"170"
"500295","32000","变异黑铁矮人宝宝","FFd200ff","4","3","161506","90","80","0","1","0","4","0","0","2","100","20000","1","0","4610","5790","2130","2680","1280","1610","1540","1930","1020","1290","","","","","","1222","1230","1238","1246","1254","1262","1270","","3","10","10","3","500151","500254",,,"1010146","206050","206058","206057","206067","","1000","333","333","333","","0","1645","深渊2~3层","310103","2","500295@1000",,"1666000","1000000",,"3662","2",,"175"
