"id","职业","策划备注","等级","装备","技能\等级","修炼等级","公会技能","宝石等级"
"7062","萨满男","70级萨满男标准+2","70","7070101;7070207;7070208;7070309;7070310;7070411;7070512;7070613","1711@70;1712@70;1713@70;1714@70;1715@70;1716@70;1717@70;1718@70","360011@12;360012@12;360013@12;360014@12;360020@12;360021@12;360022@12;360023@12","320103@80;320104@80","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"7063","萨满男","70级萨满男标准+3","70","8070101;8070207;8070208;8070309;8070310;8070411;8070512;8070613","1711@70;1712@70;1713@70;1714@70;1715@70;1716@70;1717@70;1718@70","360011@14;360012@14;360013@14;360014@14;360020@14;360021@14;360022@14;360023@14","320103@80;320104@80","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"7070","盗贼男女","70级盗贼男女标准","70","5070103;5070104;5070207;5070208;5070309;5070310;5070411;5070512;5070613","1811@70;1812@70;1813@70;1814@70;1815@70;1816@70;1817@70;1818@70","360011@2;360012@2;360013@2;360014@2;360020@2;360021@2;360022@2;360023@2","0","0"
"7071","盗贼男女","70级盗贼男女标准+1","70","6070103;6070104;6070207;6070208;6070309;6070310;6070411;6070512;6070613","1811@70;1812@70;1813@70;1814@70;1815@70;1816@70;1817@70;1818@70","360011@10;360012@10;360013@10;360014@10;360020@10;360021@10;360022@10;360023@10","320103@80;320104@80","35055;35056;35057;35058;35059;35060;35061;35062;35063"
"7072","盗贼男女","70级盗贼男女标准+2","70","7070103;7070104;7070207;7070208;7070309;7070310;7070411;7070512;7070613","1811@70;1812@70;1813@70;1814@70;1815@70;1816@70;1817@70;1818@70","360011@12;360012@12;360013@12;360014@12;360020@12;360021@12;360022@12;360023@12","320103@80;320104@80","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"7073","盗贼男女","70级盗贼男女标准+3","70","8070103;8070104;8070207;8070208;8070309;8070310;8070411;8070512;8070613","1811@70;1812@70;1813@70;1814@70;1815@70;1816@70;1817@70;1818@70","360011@14;360012@14;360013@14;360014@14;360020@14;360021@14;360022@14;360023@14","320103@80;320104@80","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"7080","术士男女","70级术士男女标准","70","5070105;5070106;5070207;5070208;5070309;5070310;5070411;5070512;5070613","1911@70;1912@70;1913@70;1914@70;1915@70;1916@70;1917@70;1918@70","360011@2;360012@2;360013@2;360014@2;360020@2;360021@2;360022@2;360023@2","0","0"
"7081","术士男女","70级术士男女标准+1","70","6070105;6070106;6070207;6070208;6070309;6070310;6070411;6070512;6070613","1911@70;1912@70;1913@70;1914@70;1915@70;1916@70;1917@70;1918@70","360011@10;360012@10;360013@10;360014@10;360020@10;360021@10;360022@10;360023@10","320103@80;320104@80","35055;35056;35057;35058;35059;35060;35061;35062;35063"
"7082","术士男女","70级术士男女标准+2","70","7070105;7070106;7070207;7070208;7070309;7070310;7070411;7070512;7070613","1911@70;1912@70;1913@70;1914@70;1915@70;1916@70;1917@70;1918@70","360011@12;360012@12;360013@12;360014@12;360020@12;360021@12;360022@12;360023@12","320103@80;320104@80","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"7083","术士男女","70级术士男女标准+3","70","8070105;8070106;8070207;8070208;8070309;8070310;8070411;8070512;8070613","1911@70;1912@70;1913@70;1914@70;1915@70;1916@70;1917@70;1918@70","360011@14;360012@14;360013@14;360014@14;360020@14;360021@14;360022@14;360023@14","320103@80;320104@80","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8000","战士男女","80级战士男女标准","80","5080101;5080102;5080207;5080208;5080309;5080310;5080411;5080512;5080613","1111@80;1112@80;1113@80;1114@80;1115@80;1116@80;1117@80;1118@80","360011@2;360012@2;360013@2;360014@2;360020@2;360021@2;360022@2;360023@2","320103@90;320104@90","0"
"8001","战士男女","80级战士男女标准+1","80","6080101;6080102;6080207;6080208;6080309;6080310;6080411;6080512;6080613","1111@80;1112@80;1113@80;1114@80;1115@80;1116@80;1117@80;1118@80","360011@14;360012@14;360013@14;360014@14;360020@14;360021@14;360022@14;360023@14","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8002","战士男女","80级战士男女标准+2","80","7080101;7080102;7080207;7080208;7080309;7080310;7080411;7080512;7080613","1111@80;1112@80;1113@80;1114@80;1115@80;1116@80;1117@80;1118@80","360011@16;360012@16;360013@16;360014@16;360020@16;360021@16;360022@16;360023@16","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8003","战士男女","80级战士男女标准+3","80","8080101;8080102;8080207;8080208;8080309;8080310;8080411;8080512;8080613","1111@80;1112@80;1113@80;1114@80;1115@80;1116@80;1117@80;1118@80","360011@18;360012@18;360013@18;360014@18;360020@18;360021@18;360022@18;360023@18","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8010","猎人男女","80级猎人男女标准","80","5080103;5080104;5080207;5080208;5080309;5080310;5080411;5080512;5080613","1311@80;1312@80;1313@80;1314@80;1315@80;1316@80;1317@80;1318@80","360011@2;360012@2;360013@2;360014@2;360020@2;360021@2;360022@2;360023@2","320103@90;320104@90","0"
"8011","猎人男女","80级猎人男女标准+1","80","6080103;6080104;6080207;6080208;6080309;6080310;6080411;6080512;6080613","1311@80;1312@80;1313@80;1314@80;1315@80;1316@80;1317@80;1318@80","360011@14;360012@14;360013@14;360014@14;360020@14;360021@14;360022@14;360023@14","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8012","猎人男女","80级猎人男女标准+2","80","7080103;7080104;7080207;7080208;7080309;7080310;7080411;7080512;7080613","1311@80;1312@80;1313@80;1314@80;1315@80;1316@80;1317@80;1318@80","360011@16;360012@16;360013@16;360014@16;360020@16;360021@16;360022@16;360023@16","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8013","猎人男女","80级猎人男女标准+3","80","8080103;8080104;8080207;8080208;8080309;8080310;8080411;8080512;8080613","1311@80;1312@80;1313@80;1314@80;1315@80;1316@80;1317@80;1318@80","360011@18;360012@18;360013@18;360014@18;360020@18;360021@18;360022@18;360023@18","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8020","圣骑女","80级圣骑女标准","80","5080102;5080207;5080208;5080309;5080310;5080411;5080512;5080513","1211@80;1212@80;1213@80;1214@80;1215@80;1216@80;1217@80;1218@80","360011@2;360012@2;360013@2;360014@2;360020@2;360021@2;360022@2;360023@2","320103@90;320104@90","0"
"8021","圣骑女","80级圣骑女标准+1","80","6080102;6080207;6080208;6080309;6080310;6080411;6080512;6080613","1211@80;1212@80;1213@80;1214@80;1215@80;1216@80;1217@80;1218@80","360011@14;360012@14;360013@14;360014@14;360020@14;360021@14;360022@14;360023@14","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8022","圣骑女","80级圣骑女标准+2","80","7080102;7080207;7080208;7080309;7080310;7080411;7080512;7080613","1211@80;1212@80;1213@80;1214@80;1215@80;1216@80;1217@80;1218@80","360011@16;360012@16;360013@16;360014@16;360020@16;360021@16;360022@16;360023@16","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8023","圣骑男女","80级圣骑女标准+3","80","8080102;8080207;8080208;8080309;8080310;8080411;8080512;8080613","1211@80;1212@80;1213@80;1214@80;1215@80;1216@80;1217@80;1218@80","360011@18;360012@18;360013@18;360014@18;360020@18;360021@18;360022@18;360023@18","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8030","小德男女","80级小德男女标准","80","5080103;5080104;5080207;5080208;5080309;5080310;5080411;5080512;5080613","1411@80;1412@80;1413@80;1414@80;1415@80;1416@80;1417@80;1418@80","360011@2;360012@2;360013@2;360014@2;360020@2;360021@2;360022@2;360023@2","320103@90;320104@90","0"
"8031","小德男女","80级小德男女标准+1","80","6080103;6080104;6080207;6080208;6080309;6080310;6080411;6080512;6080613","1411@80;1412@80;1413@80;1414@80;1415@80;1416@80;1417@80;1418@80","360011@14;360012@14;360013@14;360014@14;360020@14;360021@14;360022@14;360023@14","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8032","小德男女","80级小德男女标准+2","80","7080103;7080104;7080207;7080208;7080309;7080310;7080411;7080512;7080613","1411@80;1412@80;1413@80;1414@80;1415@80;1416@80;1417@80;1418@80","360011@16;360012@16;360013@16;360014@16;360020@16;360021@16;360022@16;360023@16","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8033","小德男女","80级小德男女标准+3","80","8080103;8080104;8080207;8080208;8080309;8080310;8080411;8080512;8080613","1411@80;1412@80;1413@80;1414@80;1415@80;1416@80;1417@80;1418@80","360011@18;360012@18;360013@18;360014@18;360020@18;360021@18;360022@18;360023@18","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8040","法师男女","80级法师男女标准","80","5080105;5080106;5080207;5080208;5080309;5080310;5080411;5080512;5080613","1511@80;1512@80;1513@80;1514@80;1515@80;1516@80;1517@80;1518@80","360011@2;360012@2;360013@2;360014@2;360020@2;360021@2;360022@2;360023@2","320103@90;320104@90","0"
"8041","法师男女","80级法师男女标准+1","80","6080105;6080106;6080207;6080208;6080309;6080310;6080411;6080512;6080613","1511@80;1512@80;1513@80;1514@80;1515@80;1516@80;1517@80;1518@80","360011@14;360012@14;360013@14;360014@14;360020@14;360021@14;360022@14;360023@14","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8042","法师男女","80级法师男女标准+2","80","7080105;7080106;7080207;7080208;7080309;7080310;7080411;7080512;7080613","1511@80;1512@80;1513@80;1514@80;1515@80;1516@80;1517@80;1518@80","360011@16;360012@16;360013@16;360014@16;360020@16;360021@16;360022@16;360023@16","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8043","法师男女","80级法师男女标准+3","80","8080105;8080106;8080207;8080208;8080309;8080310;8080411;8080512;8080613","1511@80;1512@80;1513@80;1514@80;1515@80;1516@80;1517@80;1518@80","360011@18;360012@18;360013@18;360014@18;360020@18;360021@18;360022@18;360023@18","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8050","牧师男女","80级牧师男女标准","80","5080105;5080106;5080207;5080208;5080309;5080310;5080411;5080512;5080613","1611@80;1612@80;1613@80;1614@80;1615@80;1616@80;1617@80;1618@80","360011@2;360012@2;360013@2;360014@2;360020@2;360021@2;360022@2;360023@2","320103@90;320104@90","0"
"8051","牧师男女","80级牧师男女标准+1","80","6080105;6080106;6080207;6080208;6080309;6080310;6080411;6080512;6080613","1611@80;1612@80;1613@80;1614@80;1615@80;1616@80;1617@80;1618@80","360011@14;360012@14;360013@14;360014@14;360020@14;360021@14;360022@14;360023@14","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8052","牧师男女","80级牧师男女标准+2","80","7080105;7080106;7080207;7080208;7080309;7080310;7080411;7080512;7080613","1611@80;1612@80;1613@80;1614@80;1615@80;1616@80;1617@80;1618@80","360011@16;360012@16;360013@16;360014@16;360020@16;360021@16;360022@16;360023@16","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8053","牧师男女","80级牧师男女标准+3","80","8080105;8080106;8080207;8080208;8080309;8080310;8080411;8080512;8080613","1611@80;1612@80;1613@80;1614@80;1615@80;1616@80;1617@80;1618@80","360011@18;360012@18;360013@18;360014@18;360020@18;360021@18;360022@18;360023@18","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8060","萨满男","80级萨满男标准","80","5080101;5080207;5080208;5080309;5080310;5080411;5080512;5080613","1711@80;1712@80;1713@80;1714@80;1715@80;1716@80;1717@80;1718@80","360011@2;360012@2;360013@2;360014@2;360020@2;360021@2;360022@2;360023@2","320103@90;320104@90","0"
"8061","萨满男","80级萨满男标准+1","80","6080101;6080207;6080208;6080309;6080310;6080411;6080512;6080613","1711@80;1712@80;1713@80;1714@80;1715@80;1716@80;1717@80;1718@80","360011@14;360012@14;360013@14;360014@14;360020@14;360021@14;360022@14;360023@14","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8062","萨满男","80级萨满男标准+2","80","7080101;7080207;7080208;7080309;7080310;7080411;7080512;7080613","1711@80;1712@80;1713@80;1714@80;1715@80;1716@80;1717@80;1718@80","360011@16;360012@16;360013@16;360014@16;360020@16;360021@16;360022@16;360023@16","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8063","萨满男","80级萨满男标准+3","80","8080101;8080207;8080208;8080309;8080310;8080411;8080512;8080613","1711@80;1712@80;1713@80;1714@80;1715@80;1716@80;1717@80;1718@80","360011@18;360012@18;360013@18;360014@18;360020@18;360021@18;360022@18;360023@18","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8070","盗贼男女","80级盗贼男女标准","80","5080103;5080104;5080207;5080208;5080309;5080310;5080411;5080512;5080613","1811@80;1812@80;1813@80;1814@80;1815@80;1816@80;1817@80;1818@80","360011@2;360012@2;360013@2;360014@2;360020@2;360021@2;360022@2;360023@2","320103@90;320104@90","0"
"8071","盗贼男女","80级盗贼男女标准+1","80","6080103;6080104;6080207;6080208;6080309;6080310;6080411;6080512;6080613","1811@80;1812@80;1813@80;1814@80;1815@80;1816@80;1817@80;1818@80","360011@14;360012@14;360013@14;360014@14;360020@14;360021@14;360022@14;360023@14","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8072","盗贼男女","80级盗贼男女标准+2","80","7080103;7080104;7080207;7080208;7080309;7080310;7080411;7080512;7080613","1811@80;1812@80;1813@80;1814@80;1815@80;1816@80;1817@80;1818@80","360011@16;360012@16;360013@16;360014@16;360020@16;360021@16;360022@16;360023@16","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8073","盗贼男女","80级盗贼男女标准+3","80","8080103;8080104;8080207;8080208;8080309;8080310;8080411;8080512;8080613","1811@80;1812@80;1813@80;1814@80;1815@80;1816@80;1817@80;1818@80","360011@18;360012@18;360013@18;360014@18;360020@18;360021@18;360022@18;360023@18","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8080","术士男女","80级术士男女标准","80","5080105;5080106;5080207;5080208;5080309;5080310;5080411;5080512;5080613","1911@80;1912@80;1913@80;1914@80;1915@80;1916@80;1917@80;1918@80","360011@2;360012@2;360013@2;360014@2;360020@2;360021@2;360022@2;360023@2","320103@90;320104@90","0"
"8081","术士男女","80级术士男女标准+1","80","6080105;6080106;6080207;6080208;6080309;6080310;6080411;6080512;6080613","1911@80;1912@80;1913@80;1914@80;1915@80;1916@80;1917@80;1918@80","360011@14;360012@14;360013@14;360014@14;360020@14;360021@14;360022@14;360023@14","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8082","术士男女","80级术士男女标准+2","80","7080105;7080106;7080207;7080208;7080309;7080310;7080411;7080512;7080613","1911@80;1912@80;1913@80;1914@80;1915@80;1916@80;1917@80;1918@80","360011@16;360012@16;360013@16;360014@16;360020@16;360021@16;360022@16;360023@16","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"8083","术士男女","80级术士男女标准+3","80","8080105;8080106;8080207;8080208;8080309;8080310;8080411;8080512;8080613","1911@80;1912@80;1913@80;1914@80;1915@80;1916@80;1917@80;1918@80","360011@18;360012@18;360013@18;360014@18;360020@18;360021@18;360022@18;360023@18","320103@90;320104@90","35064;35065;35066;35067;35068;35069;35070;35071;35072"
"9000","战士男女","90级战士男女标准","90","5090101;5090102;5090207;5090208;5090309;5090310;5090411;5090512;5090613","1111@90;1112@90;1113@90;1114@90;1115@90;1116@90;1117@90;1118@90","360011@2;360012@2;360013@2;360014@2;360020@2;360021@2;360022@2;360023@2","320103@100;320104@100","0"
"9001","战士男女","90级战士男女标准+1","90","6090101;6090102;6090207;6090208;6090309;6090310;6090411;6090512;6090613","1111@90;1112@90;1113@90;1114@90;1115@90;1116@90;1117@90;1118@90","360011@18;360012@18;360013@18;360014@18;360020@18;360021@18;360022@18;360023@18","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9002","战士男女","90级战士男女标准+2","90","7090101;7090102;7090207;7090208;7090309;7090310;7090411;7090512;7090613","1111@90;1112@90;1113@90;1114@90;1115@90;1116@90;1117@90;1118@90","360011@19;360012@19;360013@19;360014@19;360020@19;360021@19;360022@19;360023@19","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9003","战士男女","90级战士男女标准+3","90","8090101;8090102;8090207;8090208;8090309;8090310;8090411;8090512;8090613","1111@90;1112@90;1113@90;1114@90;1115@90;1116@90;1117@90;1118@90","360011@20;360012@20;360013@20;360014@20;360020@20;360021@20;360022@20;360023@20","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9010","猎人男女","90级猎人男女标准","90","5090103;5090104;5090207;5090208;5090309;5090310;5090411;5090512;5090613","1311@90;1312@90;1313@90;1314@90;1315@90;1316@90;1317@90;1318@90","360011@2;360012@2;360013@2;360014@2;360020@2;360021@2;360022@2;360023@2","320103@100;320104@100","0"
"9011","猎人男女","90级猎人男女标准+1","90","6090103;6090104;6090207;6090208;6090309;6090310;6090411;6090512;6090613","1311@90;1312@90;1313@90;1314@90;1315@90;1316@90;1317@90;1318@90","360011@18;360012@18;360013@18;360014@18;360020@18;360021@18;360022@18;360023@18","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9012","猎人男女","90级猎人男女标准+2","90","7090103;7090104;7090207;7090208;7090309;7090310;7090411;7090512;7090613","1311@90;1312@90;1313@90;1314@90;1315@90;1316@90;1317@90;1318@90","360011@19;360012@19;360013@19;360014@19;360020@19;360021@19;360022@19;360023@19","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9013","猎人男女","90级猎人男女标准+3","90","8090103;8090104;8090207;8090208;8090309;8090310;8090411;8090512;8090613","1311@90;1312@90;1313@90;1314@90;1315@90;1316@90;1317@90;1318@90","360011@20;360012@20;360013@20;360014@20;360020@20;360021@20;360022@20;360023@20","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9020","圣骑女","90级圣骑女标准","90","5090102;5090207;5090208;5090309;5090310;5090411;5090512;5090513","1211@90;1212@90;1213@90;1214@90;1215@90;1216@90;1217@90;1218@90","360011@2;360012@2;360013@2;360014@2;360020@2;360021@2;360022@2;360023@2","320103@100;320104@100","0"
"9021","圣骑女","90级圣骑女标准+1","90","6090102;6090207;6090208;6090309;6090310;6090411;6090512;6090613","1211@90;1212@90;1213@90;1214@90;1215@90;1216@90;1217@90;1218@90","360011@18;360012@18;360013@18;360014@18;360020@18;360021@18;360022@18;360023@18","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9022","圣骑女","90级圣骑女标准+2","90","7090102;7090207;7090208;7090309;7090310;7090411;7090512;7090613","1211@90;1212@90;1213@90;1214@90;1215@90;1216@90;1217@90;1218@90","360011@19;360012@19;360013@19;360014@19;360020@19;360021@19;360022@19;360023@19","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9023","圣骑男女","90级圣骑女标准+3","90","8090102;8090207;8090208;8090309;8090310;8090411;8090512;8090613","1211@90;1212@90;1213@90;1214@90;1215@90;1216@90;1217@90;1218@90","360011@20;360012@20;360013@20;360014@20;360020@20;360021@20;360022@20;360023@20","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9030","小德男女","90级小德男女标准","90","5090103;5090104;5090207;5090208;5090309;5090310;5090411;5090512;5090613","1411@90;1412@90;1413@90;1414@90;1415@90;1416@90;1417@90;1418@90","360011@2;360012@2;360013@2;360014@2;360020@2;360021@2;360022@2;360023@2","320103@100;320104@100","0"
"9031","小德男女","90级小德男女标准+1","90","6090103;6090104;6090207;6090208;6090309;6090310;6090411;6090512;6090613","1411@90;1412@90;1413@90;1414@90;1415@90;1416@90;1417@90;1418@90","360011@18;360012@18;360013@18;360014@18;360020@18;360021@18;360022@18;360023@18","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9032","小德男女","90级小德男女标准+2","90","7090103;7090104;7090207;7090208;7090309;7090310;7090411;7090512;7090613","1411@90;1412@90;1413@90;1414@90;1415@90;1416@90;1417@90;1418@90","360011@19;360012@19;360013@19;360014@19;360020@19;360021@19;360022@19;360023@19","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9033","小德男女","90级小德男女标准+3","90","8090103;8090104;8090207;8090208;8090309;8090310;8090411;8090512;8090613","1411@90;1412@90;1413@90;1414@90;1415@90;1416@90;1417@90;1418@90","360011@20;360012@20;360013@20;360014@20;360020@20;360021@20;360022@20;360023@20","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9040","法师男女","90级法师男女标准","90","5090105;5090106;5090207;5090208;5090309;5090310;5090411;5090512;5090613","1511@90;1512@90;1513@90;1514@90;1515@90;1516@90;1517@90;1518@90","360011@2;360012@2;360013@2;360014@2;360020@2;360021@2;360022@2;360023@2","320103@100;320104@100","0"
"9041","法师男女","90级法师男女标准+1","90","6090105;6090106;6090207;6090208;6090309;6090310;6090411;6090512;6090613","1511@90;1512@90;1513@90;1514@90;1515@90;1516@90;1517@90;1518@90","360011@18;360012@18;360013@18;360014@18;360020@18;360021@18;360022@18;360023@18","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9042","法师男女","90级法师男女标准+2","90","7090105;7090106;7090207;7090208;7090309;7090310;7090411;7090512;7090613","1511@90;1512@90;1513@90;1514@90;1515@90;1516@90;1517@90;1518@90","360011@19;360012@19;360013@19;360014@19;360020@19;360021@19;360022@19;360023@19","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9043","法师男女","90级法师男女标准+3","90","8090105;8090106;8090207;8090208;8090309;8090310;8090411;8090512;8090613","1511@90;1512@90;1513@90;1514@90;1515@90;1516@90;1517@90;1518@90","360011@20;360012@20;360013@20;360014@20;360020@20;360021@20;360022@20;360023@20","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9050","牧师男女","90级牧师男女标准","90","5090105;5090106;5090207;5090208;5090309;5090310;5090411;5090512;5090613","1611@90;1612@90;1613@90;1614@90;1615@90;1616@90;1617@90;1618@90","360011@2;360012@2;360013@2;360014@2;360020@2;360021@2;360022@2;360023@2","320103@100;320104@100","0"
"9051","牧师男女","90级牧师男女标准+1","90","6090105;6090106;6090207;6090208;6090309;6090310;6090411;6090512;6090613","1611@90;1612@90;1613@90;1614@90;1615@90;1616@90;1617@90;1618@90","360011@18;360012@18;360013@18;360014@18;360020@18;360021@18;360022@18;360023@18","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9052","牧师男女","90级牧师男女标准+2","90","7090105;7090106;7090207;7090208;7090309;7090310;7090411;7090512;7090613","1611@90;1612@90;1613@90;1614@90;1615@90;1616@90;1617@90;1618@90","360011@19;360012@19;360013@19;360014@19;360020@19;360021@19;360022@19;360023@19","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9053","牧师男女","90级牧师男女标准+3","90","8090105;8090106;8090207;8090208;8090309;8090310;8090411;8090512;8090613","1611@90;1612@90;1613@90;1614@90;1615@90;1616@90;1617@90;1618@90","360011@20;360012@20;360013@20;360014@20;360020@20;360021@20;360022@20;360023@20","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9060","萨满男","90级萨满男标准","90","5090101;5090207;5090208;5090309;5090310;5090411;5090512;5090613","1711@90;1712@90;1713@90;1714@90;1715@90;1716@90;1717@90;1718@90","360011@2;360012@2;360013@2;360014@2;360020@2;360021@2;360022@2;360023@2","320103@100;320104@100","0"
"9061","萨满男","90级萨满男标准+1","90","6090101;6090207;6090208;6090309;6090310;6090411;6090512;6090613","1711@90;1712@90;1713@90;1714@90;1715@90;1716@90;1717@90;1718@90","360011@18;360012@18;360013@18;360014@18;360020@18;360021@18;360022@18;360023@18","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9062","萨满男","90级萨满男标准+2","90","7090101;7090207;7090208;7090309;7090310;7090411;7090512;7090613","1711@90;1712@90;1713@90;1714@90;1715@90;1716@90;1717@90;1718@90","360011@19;360012@19;360013@19;360014@19;360020@19;360021@19;360022@19;360023@19","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9063","萨满男","90级萨满男标准+3","90","8090101;8090207;8090208;8090309;8090310;8090411;8090512;8090613","1711@90;1712@90;1713@90;1714@90;1715@90;1716@90;1717@90;1718@90","360011@20;360012@20;360013@20;360014@20;360020@20;360021@20;360022@20;360023@20","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9070","盗贼男女","90级盗贼男女标准","90","5090103;5090104;5090207;5090208;5090309;5090310;5090411;5090512;5090613","1811@90;1812@90;1813@90;1814@90;1815@90;1816@90;1817@90;1818@90","360011@2;360012@2;360013@2;360014@2;360020@2;360021@2;360022@2;360023@2","320103@100;320104@100","0"
"9071","盗贼男女","90级盗贼男女标准+1","90","6090103;6090104;6090207;6090208;6090309;6090310;6090411;6090512;6090613","1811@90;1812@90;1813@90;1814@90;1815@90;1816@90;1817@90;1818@90","360011@18;360012@18;360013@18;360014@18;360020@18;360021@18;360022@18;360023@18","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9072","盗贼男女","90级盗贼男女标准+2","90","7090103;7090104;7090207;7090208;7090309;7090310;7090411;7090512;7090613","1811@90;1812@90;1813@90;1814@90;1815@90;1816@90;1817@90;1818@90","360011@19;360012@19;360013@19;360014@19;360020@19;360021@19;360022@19;360023@19","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9073","盗贼男女","90级盗贼男女标准+3","90","8090103;8090104;8090207;8090208;8090309;8090310;8090411;8090512;8090613","1811@90;1812@90;1813@90;1814@90;1815@90;1816@90;1817@90;1818@90","360011@20;360012@20;360013@20;360014@20;360020@20;360021@20;360022@20;360023@20","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9080","术士男女","90级术士男女标准","90","5090105;5090106;5090207;5090208;5090309;5090310;5090411;5090512;5090613","1911@90;1912@90;1913@90;1914@90;1915@90;1916@90;1917@90;1918@90","360011@2;360012@2;360013@2;360014@2;360020@2;360021@2;360022@2;360023@2","320103@100;320104@100","0"
"9081","术士男女","90级术士男女标准+1","90","6090105;6090106;6090207;6090208;6090309;6090310;6090411;6090512;6090613","1911@90;1912@90;1913@90;1914@90;1915@90;1916@90;1917@90;1918@90","360011@18;360012@18;360013@18;360014@18;360020@18;360021@18;360022@18;360023@18","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9082","术士男女","90级术士男女标准+2","90","7090105;7090106;7090207;7090208;7090309;7090310;7090411;7090512;7090613","1911@90;1912@90;1913@90;1914@90;1915@90;1916@90;1917@90;1918@90","360011@19;360012@19;360013@19;360014@19;360020@19;360021@19;360022@19;360023@19","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
"9083","术士男女","90级术士男女标准+3","90","8090105;8090106;8090207;8090208;8090309;8090310;8090411;8090512;8090613","1911@90;1912@90;1913@90;1914@90;1915@90;1916@90;1917@90;1918@90","360011@20;360012@20;360013@20;360014@20;360020@20;360021@20;360022@20;360023@20","320103@100;320104@100","35073;35074;35075;35076;35077;35078;35079;35080;35081"
