"id","备注","职业贡献奖励","节日积分奖励","公会贡献奖励","公会任务贡献资金","公会任务个人分红","经验奖励","宠物经验奖励","游戏币奖励","金币奖励","声望","必给物品1类ID","必给物品1类数量","必给物品1类属性","必给物品1类属性值","必给物品2类ID","必给物品2类数量","必给物品2类属性","必给物品2类属性值","必给物品3类ID","必给物品3类数量","必给物品3类属性","必给物品3类属性值","必给物品4类ID","必给物品4类数量","必给物品4类属性","必给物品4类属性值","物品1类","物品2类","物品3类","物品4类","物品5类","物品6类","物品7类","物品8类","物品9类","物品10类","物品11类","物品12类","物品13类","物品14类","物品15类","物品16类","物品1类数量","物品2类数量","物品3类数量","物品4类数量","物品5类数量","物品6类数量","物品7类数量","物品8类数量","物品9类数量","物品10类数量","物品11类数量","物品12类数量","物品13类数量","物品14类数量","物品15类数量","物品16类数量","物品1类掉率","物品2类掉率","物品3类掉率","物品4类掉率","物品5类掉率","物品6类掉率","物品7类掉率","物品8类掉率","物品9类掉率","物品10类掉率","物品11类掉率","物品12类掉率","物品13类掉率","物品14类掉率","物品15类掉率","物品16类掉率","获得概率","总概率","随机方式","是否绑定","公告物品id","公告编号","是否发队伍提示","是否触发盈福经验","是否放入临时包裹","是否共享掉落","产出装备途径","定时活动id","服务器获得上限","上限清除方式","提示物品id","提示编号","提示类型","MergeServer","掉落随机1次几率","掉落随机2次几率","掉落随机3次几率"
"5100","日常副本基础50级以上0",,,,,,"(400*TeamLv*0.12*(0.78+0.04*Ring)*(1-IsDbPoint)+400*TeamLv*0.8*(0.945+0.01*Ring)*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)*(1+0.05*IsTL)","(5000*TeamLv*0.02*(0.78+0.04*Ring)*(1-IsDbPoint)+5000*TeamLv*0.04*(0.945+0.01*Ring)*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1000*TeamLv*0.03*(0.78+0.04*Ring)*(1-IsDbPoint)+1000*TeamLv*0.1*(0.945+0.01*Ring)*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1*TeamLv*0.2*(0.945+0.01*Ring)*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","SwXs*1","",,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"5110","日常副本20级roll",,,,,,"","","","",,,,,,,,,,,,,,,,,,"200123","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","400","","","","","","","","","","","","","","","","400","1000","0","0","0","162004","0","0","1","1","0","0","0","0","0","0","0","0","1000",,
"5120","日常副本30级roll",,,,,,"","","","",,,,,,,,,,,,,,,,,,"200124","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","300","","","","","","","","","","","","","","","","300","1000","0","0","0","162004","0","0","1","1","0","0","0","0","0","0","0","0","1000",,
"5130","日常副本40级roll",,,,,,"","","","",,,,,,,,,,,,,,,,,,"200125","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","200","","","","","","","","","","","","","","","","200","1000","0","0","0","162004","0","0","1","1","0","0","0","0","0","0","0","0","1000",,
"5140","日常副本50级roll",,,,,,"","","","",,,,,,,,,,,,,,,,,,"200126","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","100","1000","0","0","0","162004","0","0","1","1","0","0","0","0","0","0","0","0","1000",,
"5150","阿尔萨斯基础+roll20级0",,,,,,"(400*TeamLv*0.24*(1-IsDbPoint)+400*TeamLv*0.844*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)*(1+0.05*IsTL)","(5000*TeamLv*0.04*(1-IsDbPoint)+5000*TeamLv*0.084*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1000*TeamLv*0.06*(1-IsDbPoint)+1000*TeamLv*0.106*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1*TeamLv*0.211*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)",,,,,,,,,,,,,,,,,,"200138","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","1000","1000","0","0","0","162005","0","1","1","1","0","0","0","0","0","0","0","0","1000",,
"5160","阿尔萨斯基础+roll30级0",,,,,,"(400*TeamLv*0.24*(1-IsDbPoint)+400*TeamLv*0.844*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)*(1+0.05*IsTL)","(5000*TeamLv*0.04*(1-IsDbPoint)+5000*TeamLv*0.084*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1000*TeamLv*0.06*(1-IsDbPoint)+1000*TeamLv*0.106*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1*TeamLv*0.211*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)",,,,,,,,,,,,,,,,,,"200139","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","1000","1000","0","0","0","162005","0","1","1","1","0","0","0","0","0","0","0","0","1000",,
"5170","阿尔萨斯基础+roll40级0",,,,,,"(400*TeamLv*0.24*(1-IsDbPoint)+400*TeamLv*0.844*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)*(1+0.05*IsTL)","(5000*TeamLv*0.04*(1-IsDbPoint)+5000*TeamLv*0.084*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1000*TeamLv*0.06*(1-IsDbPoint)+1000*TeamLv*0.106*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1*TeamLv*0.211*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)",,,,,,,,,,,,,,,,,,"200140","200080","200189","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","500","100","100","","","","","","","","","","","","","","700","1000","0","0","0","162005","0","1","1","1","0","0","0","0","0","0","0","0","1000",,
"5180","阿尔萨斯基础+roll50级0",,,,,,"(400*TeamLv*0.24*(1-IsDbPoint)+400*TeamLv*0.844*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)*(1+0.05*IsTL)","(5000*TeamLv*0.04*(1-IsDbPoint)+5000*TeamLv*0.084*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1000*TeamLv*0.06*(1-IsDbPoint)+1000*TeamLv*0.106*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1*TeamLv*0.211*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)",,,,,,,,,,,,,,,,,,"200081","200190","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","100","100","","","","","","","","","","","","","","","200","1000","0","0","0","162005","0","1","1","1","0","0","0","0","0","0","0","0","1000",,
"5190","阿尔萨斯基础+roll60级0",,,,,,"(400*TeamLv*0.24*(1-IsDbPoint)+400*TeamLv*0.844*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)*(1+0.05*IsTL)","(5000*TeamLv*0.04*(1-IsDbPoint)+5000*TeamLv*0.084*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1000*TeamLv*0.06*(1-IsDbPoint)+1000*TeamLv*0.106*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1*TeamLv*0.211*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)",,,,,,,,,,,,,,,,,,"200082","200191","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","75","75","","","","","","","","","","","","","","","150","1000","0","0","0","162005","0","1","1","1","0","0","0","0","0","0","0","0","1000",,
"5200","阿尔萨斯基础+roll70级以上0",,,,,,"(400*TeamLv*0.24*(1-IsDbPoint)+400*TeamLv*0.844*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)*(1+0.05*IsTL)","(5000*TeamLv*0.04*(1-IsDbPoint)+5000*TeamLv*0.084*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1000*TeamLv*0.06*(1-IsDbPoint)+1000*TeamLv*0.106*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1*TeamLv*0.211*IsDbPoint)*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)",,,,,,,,,,,,,,,,,,"200083","200192","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","50","50","","","","","","","","","","","","","","","100","1000","0","0","0","162005","0","1","1","1","0","0","0","0","0","0","0","0","1000",,
"5210","阿尔萨斯宝箱",,,,,,"","","","",,,,,,,,,,,,,,,,,,"200068","200071","200073","200075","200076","200172","200173","200174","200177","200188","200189","200079","200080","200109","200110","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","100","20","20","100","5","50","40","20","25","40","40","10","40","50","50","","610","610","0","0","0","162006","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5270","队长礼盒奖励物品",,,,,,"","","","",,,,,,,,,,,,,,,,,,"200063","200064","200074","200169","200172","","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","300","200","10","400","90","","","","","","","","","","","","1000","1000","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5271","队长礼盒",,,,,,"","","","",,"200185","1","0","0",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","1000","0","0","0","162007","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5280","英雄试炼0",,,,,,"(400*RoleLv*2.5)*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.5)*(random()*(1.02-0.98)+0.98)","",,,,,,,,,,,,,,,,,,"200169","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","1000","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"5290","冰封王座普通奖励0",,,,,,"(400*RoleLv*1.2*(0.74+0.02*Time))*(random()*(1.02-0.98)+0.98)","(5000*RoleLv*0.12*(0.74+0.02*Time))*(random()*(1.02-0.98)+0.98)","(1000*RoleLv*0.08*(0.74+0.02*Time))*(random()*(1.02-0.98)+0.98)","1*RoleLv*0.8*(0.74+0.02*Time)",,,,,,,,,,,,,,,,,,"200066","200067","200068","200069","200073","200168","200169","200172","200176","200177","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","112","40","56","28","0","80","28","112","1","14","","","","","","","471","1000","0","0","0","162008","0","1","1","0","0","0","0","0","0","0","0","0",,,
"5300","冰封王座大关宝箱A",,,,,,"","","","",,,,,,,,,,,,,,,,,,"200066","200067","200068","200069","200073","200168","200169","200172","200176","200177","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","140","200","120","110","40","0","110","140","60","80","","","","","","","1000","1000","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5310","冰封王座大关宝箱B",,,,,,"","","","",,,,,,,,,,,,,,,,,,"200066","200067","200068","200069","200073","200168","200169","200172","200176","200177","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","240","200","120","60","40","0","60","240","10","30","","","","","","","1000","1000","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5320","冰封王座大关宝箱C",,,,,,"","","","",,,,,,,,,,,,,,,,,,"200066","200067","200068","200069","200073","200168","200169","200172","200176","200177","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","270","130","120","30","20","0","100","270","0","60","","","","","","","1000","1000","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5330","冰封王座大关宝箱D",,,,,,"","","","",,,,,,,,,,,,,,,,,,"200066","200067","200068","200069","200073","200168","200169","200172","200176","200177","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","310","0","190","0","0","0","130","310","0","60","","","","","","","1000","1000","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5340","冰封王座第1名奖励",,,,,,"","","","",,"220000","1","0","0",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","1000","0","0","311001;311002;311003;311004;311005;311006;311007;311008;311009;311010;311011;311012;311013;311014;311015;311016;311017;311018;311019;311020;311021;311022;311023;311024;311025;311026;311027;311028;311029;311030;311031;311032;311033;311034;311035;311036;311037;311075;311076;311077;311078","170003","0","0","1","0","0","0","0","0","0","0","1","0",,,
"5350","冰封王座第2名奖励",,,,,,"","","","",,"220000","1","0","0",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","1000","0","0","311001;311002;311003;311004;311005;311006;311007;311008;311009;311010;311011;311012;311013;311014;311015;311016;311017;311018;311019;311020;311021;311022;311023;311024;311025;311026;311027;311028;311029;311030;311031;311032;311033;311034;311035;311036;311037;311075;311076;311077;311078","170003","0","0","1","0","0","0","0","0","0","0","1","0",,,
"5360","冰封王座第3名奖励",,,,,,"","","","",,"220000","1","0","0",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","1000","0","0","311001;311002;311003;311004;311005;311006;311007;311008;311009;311010;311011;311012;311013;311014;311015;311016;311017;311018;311019;311020;311021;311022;311023;311024;311025;311026;311027;311028;311029;311030;311031;311032;311033;311034;311035;311036;311037;311075;311076;311077;311078","170003","0","0","1","0","0","0","0","0","0","0","1","0",,,
"5370","冰封王座第4名奖励",,,,,,"","","","",,"220000","1","0","0",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","1000","0","0","311001;311002;311003;311004;311005;311006;311007;311008;311009;311010;311011;311012;311013;311014;311015;311016;311017;311018;311019;311020;311021;311022;311023;311024;311025;311026;311027;311028;311029;311030;311031;311032;311033;311034;311035;311036;311037;311075;311076;311077;311078","170003","0","0","1","0","0","0","0","0","0","0","1","0",,,
"5380","冰封王座第5名奖励",,,,,,"","","","",,"220000","1","0","0",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","1000","0","0","311001;311002;311003;311004;311005;311006;311007;311008;311009;311010;311011;311012;311013;311014;311015;311016;311017;311018;311019;311020;311021;311022;311023;311024;311025;311026;311027;311028;311029;311030;311031;311032;311033;311034;311035;311036;311037;311075;311076;311077;311078","170003","0","0","1","0","0","0","0","0","0","0","1","0",,,
"5390","冰封王座第6名奖励",,,,,,"","","","",,"220000","1","0","0",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","1000","0","0","311001;311002;311003;311004;311005;311006;311007;311008;311009;311010;311011;311012;311013;311014;311015;311016;311017;311018;311019;311020;311021;311022;311023;311024;311025;311026;311027;311028;311029;311030;311031;311032;311033;311034;311035;311036;311037;311075;311076;311077;311078","170003","0","0","1","0","0","0","0","0","0","0","1","0",,,
"5400","冰封王座第7名奖励",,,,,,"","","","",,"220001","1","0","0",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","1000","0","0","40008;40009;40010;40011","170003","0","0","1","0","0","0","0","0","0","0","1","0",,,
"5410","冰封王座第8名奖励",,,,,,"","","","",,"220001","1","0","0",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","1000","0","0","40008;40009;40010;40011","170003","0","0","1","0","0","0","0","0","0","0","1","0",,,
"5420","冰封王座第9名奖励",,,,,,"","","","",,"220001","1","0","0",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","1000","0","0","40008;40009;40010;40011","170003","0","0","1","0","0","0","0","0","0","0","1","0",,,
"5430","冰封王座第10名奖励",,,,,,"","","","",,"220001","1","0","0",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","1000","0","0","40008;40009;40010;40011","170003","0","0","1","0","0","0","0","0","0","0","1","0",,,
"5440","25级低级藏宝图",,,,,,"","","","",,,,,,,,,,,,,,,,,,"200068","200071","200073","200075","200076","200172","200173","200174","200177","200188","200079","200108","200109","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","100","20","20","100","1","50","40","20","25","10","10","100","100","","","","596","596","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5450","35级低级藏宝图",,,,,,"","","","",,,,,,,,,,,,,,,,,,"200068","200071","200073","200075","200076","200172","200173","200174","200177","200188","200189","200079","200080","200109","200110","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","100","20","20","100","1","50","40","20","25","40","40","10","40","50","50","","606","606","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5460","45级低级藏宝图",,,,,,"","","","",,,,,,,,,,,,,,,,,,"200068","200071","200073","200075","200076","200172","200173","200174","200177","200189","200190","200080","200081","200110","200111","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","100","20","20","100","1","50","40","20","25","40","30","40","30","50","50","","616","616","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5470","55级低级藏宝图",,,,,,"","","","",,,,,,,,,,,,,,,,,,"200068","200071","200073","200075","200076","200172","200173","200174","200177","200190","200191","200081","200082","200111","200112","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","100","20","20","100","1","50","40","20","25","30","20","30","20","50","50","","576","576","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5480","65级以上低级藏宝图",,,,,,"","","","",,,,,,,,,,,,,,,,,,"200068","200071","200073","200075","200076","200172","200173","200174","200177","200190","200191","200081","200082","200111","200112","200113","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","100","20","20","100","1","50","40","20","25","30","20","30","20","33","34","33","576","576","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5481","低级藏宝图直接得银币",,,,,,"","","250*RoleLv*(random()*(1.02-0.98)+0.98)","",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","0","1","","0","0","0","0","0","0","0","0",,,
"5490","高级藏宝图",,,,,,"","","","",,,,,,,,,,,,,,,,,,"200072","200127","200128","200073","200174","200175","200176","200074","200182","200183","200184","","","","","","1","1","1","1","1","1","1","1","5","1","1","","","","","","400","50","50","50","50","50","75","75","50","75","75","","","","","","1000","1000","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,
"5491","考古任务掉藏宝图",,,,,,"","5000*RoleLv*0.044*(random()*(1.02-0.98)+0.98)","","",,,,,,,,,,,,,,,,,,"200008","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","660","","","","","","","","","","","","","","","","660","1000","1","0","0","0","0","0","1","","0","0","0","0","331300","150190","1","0",,,
"5492","藏宝图打怪奖励",,,,,,"(400*RoleLv*0.667)*(random()*(1.02-0.98)+0.98)*0.5","(5000*RoleLv*0.05)*(random()*(1.02-0.98)+0.98)*0.5","(1000*RoleLv*0.1)*(random()*(1.02-0.98)+0.98)*0.5",,,"","","","","","","","","","","","","","","","","200068","200071","200073","200075","200172","200173","200174","200177",,"","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","100","20","20","100","50","40","20","25",,,,,,,,,"375","750","0","0","0","150196","0","0","1",,"0","0","0","0","0","0","1","0",,,
"5500","精英副本最后一关roll30级",,,,,,"","","","(1*min(max(RoleLv,FuBenLv),FuBenLv+9)*5)*(random()*(1.02-0.98)+0.98)",,"5580","1","0","0",,,,,,,,,,,,,"200139","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","1000","1000","0","0","0","162036","0","0","1","1","0","0","0","0","0","0","0","0","1000",,
"5510","精英副本最后一关roll40级",,,,,,"","","","(1*min(max(RoleLv,FuBenLv),FuBenLv+9)*5)*(random()*(1.02-0.98)+0.98)",,"5581","1","0","0",,,,,,,,,,,,,"200140","200080","200189","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","500","250","250","","","","","","","","","","","","","","1000","1000","0","0","0","162010","0","0","1","1","0","0","0","0","0","0","0","0","1000",,
"5520","精英副本最后一关roll50级",,,,,,"","","","(1*min(max(RoleLv,FuBenLv),FuBenLv+9)*5)*(random()*(1.02-0.98)+0.98)",,"5582","1","0","0",,,,,,,,,,,,,"200081","200190","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","250","250","","","","","","","","","","","","","","","500","1000","0","0","0","162041","0","0","1","1","0","0","0","0","0","0","0","0","1000",,
"5530","精英副本最后一关roll60级",,,,,,"","","","(1*min(max(RoleLv,FuBenLv),FuBenLv+9)*5)*(random()*(1.02-0.98)+0.98)",,"5583","1","0","0",,,,,,,,,,,,,"200082","200191","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","188","188","","","","","","","","","","","","","","","376","1000","0","0","0","162043","0","0","1","1","0","0","0","0","0","0","0","0","1000",,
"5540","精英副本最后一关roll70级",,,,,,"","","","(1*min(max(RoleLv,FuBenLv),FuBenLv+9)*5)*(random()*(1.02-0.98)+0.98)",,"5584","1","0","0",,,,,,,,,,,,,"200083","200192","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","125","125","","","","","","","","","","","","","","","250","1000","0","0","0","162048","0","0","1","1","0","0","0","0","0","0","0","0","1000",,
"5550","精英副本最后一关roll80级",,,,,,"","","","(1*min(max(RoleLv,FuBenLv),FuBenLv+9)*5)*(random()*(1.02-0.98)+0.98)",,"5585","1","0","0",,,,,,,,,,,,,"200084","200193","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","75","75","","","","","","","","","","","","","","","150","1000","0","0","0","162053","0","0","1","1","0","0","0","0","0","0","0","0","1000",,
"5560","精英副本最后一关roll90级以上",,,,,,"","","","(1*min(max(RoleLv,FuBenLv),FuBenLv+9)*5)*(random()*(1.02-0.98)+0.98)",,"5586","1","0","0",,,,,,,,,,,,,"200085","200194","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","25","25","","","","","","","","","","","","","","","50","1000","0","0","0","162013","0","0","1","1","0","0","0","0","0","0","0","0","1000",,
"5570","精英副本每关单人0",,,,,,"(400*min(max(RoleLv,FuBenLv),FuBenLv+9)*1*(0.7+0.1*Ring))*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)*(1+0.05*IsTL)","(5000*min(max(RoleLv,FuBenLv),FuBenLv+9)*0.1*(0.7+0.1*Ring))*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","(1000*min(max(RoleLv,FuBenLv),FuBenLv+9)*0.1*(0.7+0.1*Ring))*(random()*(1.02-0.98)+0.98)*(1-min(5-TeamNum,2)*0.15)","",,,,,,,,,,,,,,,,,,"200062","200066","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","50","200","","","","","","","","","","","","","","","250","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"5580","精英副本前4关roll30级",,,,,,"","","","",,"5590","1","0","0","5600","1","0","0",,,,,,,,,"200068","200075","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","500","50","","","","","","","","","","","","","","","550","1000","0","0","0","162036","0","0","1","1","0","0","0","0","0","0","0","0","1000",,
"5581","精英副本前4关roll40级",,,,,,"","","","",,"5590","1","0","0","5600","1","0","0",,,,,,,,,"200068","200075","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","500","50","","","","","","","","","","","","","","","550","1000","0","0","0","162010","0","0","1","1","0","0","0","0","0","0","0","0","1000",,
"5582","精英副本前4关roll50级",,,,,,"","","","",,"5590","1","0","0","5600","1","0","0",,,,,,,,,"200068","200075","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","500","50","","","","","","","","","","","","","","","550","1000","0","0","0","162041","0","0","1","1","0","0","0","0","0","0","0","0","1000",,
"5583","精英副本前4关roll60级",,,,,,"","","","",,"5590","1","0","0","5600","1","0","0",,,,,,,,,"200068","200075","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","500","50","","","","","","","","","","","","","","","550","1000","0","0","0","162043","0","0","1","1","0","0","0","0","0","0","0","0","1000",,
"5584","精英副本前4关roll70级",,,,,,"","","","",,"5590","1","0","0","5600","1","0","0",,,,,,,,,"200068","200075","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","500","50","","","","","","","","","","","","","","","550","1000","0","0","0","162048","0","0","1","1","0","0","0","0","0","0","0","0","1000",,
"5585","精英副本前4关roll80级",,,,,,"","","","",,"5590","1","0","0","5600","1","0","0",,,,,,,,,"200068","200075","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","500","50","","","","","","","","","","","","","","","550","1000","0","0","0","162053","0","0","1","1","0","0","0","0","0","0","0","0","1000",,
"5586","精英副本前4关roll90级以上",,,,,,"","","","",,"5590","1","0","0","5600","1","0","0",,,,,,,,,"200068","200075","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","500","50","","","","","","","","","","","","","","","550","1000","0","0","0","162013","0","0","1","1","0","0","0","0","0","0","0","0","1000",,
"5590","精英副本roll附带",,,,,,"","","","",,,,,,,,,,,,,,,,,,"200071","200175","200177","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","50","10","400","","","","","","","","","","","","","","460","1000","0","0","0","162010","0","0","1","1","0","0","0","0","0","0","0","0","1000",,
"5600","精英副本roll附带",,,,,,"","","","",,,,,,,,,,,,,,,,,,"200074","200076","200183","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","38","5","50","","","","","","","","","","","","","","93","1000","0","0","0","162010","0","0","1","1","0","0","0","0","0","0","0","0","1000",,
"5610","公会任务每环奖励0",,,"Ring+1","TaskLv*(2200+floor(RoleLv/10)*440+(200+floor(RoleLv/10)*40*(Ring-1)))","TaskLv*(2200+floor(RoleLv/10)*440+(200+floor(RoleLv/10)*40*(Ring-1)))/2.07","(400*RoleLv*0.278*(0.78+0.04*Ring))*(random()*(1.02-0.98)+0.98)","","(1000*RoleLv*0.1*(0.78+0.04*Ring))*(random()*(1.02-0.98)+0.98)","",,,,,,,,,,,,,,,,,,"200063","200064","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","200","100","","","","","","","","","","","","","","","300","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
"5611","公会任务每轮奖励0",,,,,,"","","","(1*RoleLv*5)*(random()*(1.02-0.98)+0.98)",,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1000","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,
